Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Вашкинская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113					
1	"Число избирателей, внесенных в списки"	7499	204	486	263	106	251	211	342	114	801	2677	721	92	49	186	64	321	264	229	118					
2	"Число бюллетеней, полученных участковыми комиссиями"	7522	205	498	258	113	261	215	339	118	795	2644	712	109	48	184	65	325	279	240	114					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4387	133	340	137	61	138	121	161	59	378	1592	377	71	26	145	39	219	148	152	90					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	779	27	57	32	32	60	7	106	38	56	87	52	21	19	21	20	41	52	34	17					
6	Число погашенных бюллетеней	2356	45	101	89	20	63	87	72	21	361	965	283	17	3	18	6	65	79	54	7					
7	Число бюллетеней в переносных ящиках для голосования	779	27	57	32	32	60	7	106	38	56	87	52	21	19	21	20	41	52	34	17					
8	Число бюллетеней в стационарных ящиках для голосования	4356	133	340	137	61	138	121	161	59	378	1563	375	71	26	145	39	219	148	152	90					
9	Число недействительных бюллетеней	184	15	13	2	3	11	6	9	2	14	57	18	0	1	6	0	8	5	5	9					
10	Число действительных бюллетеней	4951	145	384	167	90	187	122	258	95	420	1593	409	92	44	160	59	252	195	181	98					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	186	5	5	3	2	5	5	5	5	20	91	10	4	2	4	2	5	5	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	19	0	1	0	0	0	0	0	0	0	9	1	2	0	1	0	0	2	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	1	1	2	0	0	0	0	0	0	11	0	0	0	1	1	2	0	0	2					
14	Число погашенных открепительных удостоверений	167	5	4	3	2	5	5	5	5	20	82	9	2	2	3	2	5	3	3	2					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	52	1	4	1	2	0	2	0	0	4	16	6	0	0	6	0	3	3	2	2					
		1.01%	0.62%	1.00%	0.59%	2.15%	0.0%	1.56%	0.0%	0.0%	0.92%	0.96%	1.40%	0.0%	0.0%	3.61%	0.0%	1.15%	1.5%	1.07%	1.86%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	66	3	0	2	1	1	0	2	0	6	39	7	0	0	1	0	1	2	1	0					
		1.28%	1.87%	0.0%	1.18%	1.07%	0.50%	0.0%	0.74%	0.0%	1.38%	2.36%	1.63%	0.0%	0.0%	0.60%	0.0%	0.38%	1.0%	0.53%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	137	0	8	5	2	3	8	20	4	18	28	2	3	0	1	4	13	9	4	5					
		2.66%	0.0%	2.01%	2.95%	2.15%	1.51%	6.25%	7.49%	4.12%	4.14%	1.69%	0.46%	3.26%	0.0%	0.60%	6.77%	5.0%	4.5%	2.15%	4.67%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	46	0	2	2	0	2	2	3	2	3	26	1	1	1	0	0	0	0	1	0					
