Выборы Президента Российской Федерации																																																													
Дата голосования: 02.03.2008																																																													
																																																													
"Наименование Избирательной комиссии:    Ростов-на-Дону, Советская"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
	Число участковых избирательных комиссий	54																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																											
																																																													
		Сумма	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1760	УИК №2475	УИК №2476	УИК №2477	УИК №2491	УИК №2492	УИК №2544	УИК №2545	УИК №2546	УИК №2618	УИК №2619					
1	"Число избирателей, включенных в списки избирателей"	125777	2637	2018	2370	2815	2660	2576	2296	2212	2601	2735	2664	2478	2597	2486	2838	2764	2777	2087	2003	2137	2474	2681	1994	1355	2653	2764	2644	2835	1990	2852	2715	1773	2505	2300	2510	2033	2118	2618	2438	2703	2885	1418	1085	2318	2336	2462	2166	1474	2045	1689	2194	2116	2813	1070					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	114380	2380	1850	2160	2570	2370	2320	2090	1980	2350	2530	2420	2150	2370	2260	2570	2540	2390	1900	1820	1930	2260	2480	1830	1150	2400	2500	2430	2590	1810	2590	2430	1600	2290	2090	2250	2030	1860	2360	2200	2500	2670	1350	980	2050	2130	2400	1970	1320	1820	1530	2000	1950	2510	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	75418	1647	1497	1224	1865	1510	1339	1483	1301	1767	1709	1595	1315	2033	1970	1684	1725	1928	1385	1396	1319	1455	1168	1138	841	1697	2006	1676	1134	957	1463	982	814	1591	1278	1641	1602	1410	1853	1532	2068	1277	520	356	1773	1663	1590	1435	519	859	608	937	1118	1792	973					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	8914	41	83	223	21	159	53	66	221	71	200	196	80	141	173	117	181	214	252	188	183	57	533	161	4	255	59	98	376	143	537	519	168	340	166	34	51	66	32	110	14	159	424	450	23	180	116	80	295	129	140	235	40	57	0					
6	Число погашенных избирательных бюллетеней	30048	692	270	713	684	701	928	541	458	512	621	629	755	196	117	769	634	248	263	236	428	748	779	531	305	448	435	656	1080	710	590	929	618	359	646	575	377	384	475	558	418	1234	406	174	254	287	694	455	506	832	782	828	792	661	127					
7	Число избирательных бюллетеней в переносных ящиках для голосования	8914	41	83	223	21	159	53	66	221	71	200	196	80	141	173	117	181	214	252	188	183	57	533	161	4	255	59	98	376	143	537	519	168	340	166	34	51	66	32	110	14	159	424	450	23	180	116	80	295	129	140	235	40	57	0					
8	Число бюллетеней в стационарных ящиках для голосования	75174	1647	1497	1224	1855	1510	1337	1479	1301	1710	1709	1595	1315	2033	1970	1684	1720	1928	1385	1396	1319	1408	1165	1136	837	1697	2006	1676	1134	957	1463	923	809	1589	1274	1641	1602	1406	1853	1532	2068	1269	520	356	1773	1644	1581	1435	519	859	608	937	1118	1792	973					
9	Число недействительных избирательных бюллетеней	931	17	25	10	11	23	20	18	23	14	33	19	32	24	13	23	23	30	11	9	8	10	21	13	29	16	11	54	17	4	15	10	4	25	6	16	14	15	17	15	24	24	14	0	19	23	24	24	11	13	12	1	25	17	2					
10	Число действительных избирательных бюллетеней	83157	1671	1555	1437	1865	1646	1370	1527	1499	1767	1876	1772	1363	2150	2130	1778	1878	2112	1626	1575	1494	1455	1677	1284	812	1936	2054	1720	1493	1096	1985	1432	973	1904	1434	1659	1639	1457	1868	1627	2058	1404	930	806	1777	1801	1673	1491	803	975	736	1171	1133	1832	971					
11	Число полученных открепительных  удостоверений	2890	50	50	50	50	50	50	50	50	50	60	50	50	60	50	90	90	50	50	50	50	50	80	50	60	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	70	70	50	50	50	50	80	60	40	50	30	50	50	50	0					
