Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва															
Дата голосования: 04.12.2011															
															
Наименование Избирательной комиссии:    район Северный															
															
Сводная таблица результатов выборов															
															
		Сумма	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800					
1	"Число избирателей, внесенных в список избирателей"	16438	1860	1651	2291	2361	2303	2363	1559	2050					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15750	1700	1600	2200	2250	2200	2300	1500	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9760	852	912	1709	1421	1327	1517	860	1162					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	297	10	11	8	69	67	11	26	95					
6	Число погашенных избирательных бюллетеней	5693	838	677	483	760	806	772	614	743					
7	Число избирательных бюллетеней в переносных ящиках для голосования	297	10	11	8	69	67	11	26	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9730	851	912	1709	1421	1324	1517	834	1162					
9	Число недействительных избирательных бюллетеней	179	9	1	59	17	35	22	19	17					
10	Число действительных избирательных бюллетеней	9848	852	922	1658	1473	1356	1506	841	1240					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	282	23	20	40	40	35	45	34	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	282	23	20	40	40	35	45	34	45					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	335	74	40	22	38	56	55	24	26					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	2	4	6	3	0	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0					
															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1192	115	122	170	160	221	163	91	150					
		11.89%	13.36%	13.22%	9.90%	10.74%	15.89%	10.67%	10.58%	11.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1339	142	129	244	147	240	211	83	143					
		13.35%	16.49%	13.98%	14.21%	9.87%	17.25%	13.81%	9.65%	11.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	173	23	30	14	11	22	45	12	16					
		1.73%	2.67%	3.25%	0.82%	0.74%	1.58%	2.95%	1.40%	1.27%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1858	206	148	242	187	316	355	210	194					
		18.53%	23.93%	16.03%	14.09%	12.55%	22.72%	23.23%	24.42%	15.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	718	109	54	86	109	131	102	46	81					
		7.16%	12.66%	5.85%	5.01%	7.32%	9.42%	6.68%	5.35%	6.44%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4466	243	420	896	850	413	611	388	645					
		44.54%	28.22%	45.50%	52.18%	57.05%	29.69%	39.99%	45.12%	51.31%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	102	14	19	6	9	13	19	11	11					
		1.02%	1.63%	2.06%	0.35%	0.60%	0.93%	1.24%	1.28%	0.88%					
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
