Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Костромская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214					
1	"Число избирателей, внесенных в списки"	33329	1008	124	491	1041	1477	608	1798	2374	2301	557	152	472	149	829	1947	382	229	1819	1403	999	703	1149	217	1063	378	838	262	308	1159	776	733	1484	175	1386	520	834	629	555					
2	"Число бюллетеней, полученных участковыми комиссиями"	33267	1020	125	485	1040	1490	610	1800	2400	2300	550	152	480	155	800	1930	380	220	1800	1420	1000	700	1130	220	1040	340	850	270	300	1150	780	740	1480	180	1380	520	830	640	560					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16894	586	44	112	492	668	254	967	1447	1022	292	100	216	73	441	983	157	80	971	835	391	323	655	112	710	213	426	110	141	667	267	402	757	83	618	341	358	308	272					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1863	82	39	90	46	169	32	55	40	15	58	6	29	14	75	143	48	48	48	31	9	22	46	35	14	29	29	42	56	44	123	28	49	10	55	10	91	67	36					
6	Число погашенных бюллетеней	14510	352	42	283	502	653	324	778	913	1263	200	46	235	68	284	804	175	92	781	554	600	355	429	73	316	98	395	118	103	439	390	310	674	87	707	169	381	265	252					
7	Число бюллетеней в переносных ящиках для голосования	1863	82	39	90	46	169	32	55	40	15	58	6	29	14	75	143	48	48	48	31	9	22	46	35	14	29	29	42	56	44	123	28	49	10	55	10	91	67	36					
8	Число бюллетеней в стационарных ящиках для голосования	16884	586	44	112	492	668	254	966	1447	1022	292	100	216	73	441	974	157	80	971	835	391	323	655	112	710	213	426	110	141	667	267	402	757	83	618	341	358	308	272					
9	Число недействительных бюллетеней	271	11	0	1	17	3	10	20	12	8	6	0	7	0	6	15	2	0	14	17	10	8	10	1	5	6	7	0	1	8	8	7	7	3	14	3	2	7	15					
10	Число действительных бюллетеней	18476	657	83	201	521	834	276	1001	1475	1029	344	106	238	87	510	1102	203	128	1005	849	390	337	691	146	719	236	448	152	196	703	382	423	799	90	659	348	447	368	293					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	462	15	5	5	10	20	5	20	45	77	10	5	10	5	10	20	5	5	15	25	10	5	10	5	10	5	5	5	5	10	5	10	17	13	10	5	10	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	192	12	0	0	0	14	1	7	7	58	2	5	5	2	2	5	0	5	7	13	2	3	3	0	1	2	1	0	3	1	0	7	12	8	3	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	123	2	3	8	2	3	1	3	4	6	6	3	4	2	5	10	3	2	8	2	0	1	5	1	1	2	1	0	10	1	3	1	7	4	3	2	2	1	1					
14	Число погашенных открепительных удостоверений	270	3	5	5	10	6	4	13	38	19	8	0	5	3	8	15	5	0	8	12	8	2	7	5	9	3	4	5	2	9	5	3	5	5	7	5	10	4	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	296	10	0	5	13	11	7	12	27	11	5	0	3	1	7	13	4	1	22	8	10	5	13	0	12	6	9	3	7	10	6	17	9	2	9	6	8	2	2					
		1.57%	1.49%	0.0%	2.47%	2.41%	1.31%	2.44%	1.17%	1.81%	1.06%	1.42%	0.0%	1.22%	1.14%	1.35%	1.16%	1.95%	0.78%	2.15%	0.92%	2.5%	1.44%	1.85%	0.0%	1.65%	2.47%	1.97%	1.97%	3.55%	1.40%	1.53%	3.95%	1.11%	2.15%	1.33%	1.70%	1.78%	0.53%	0.64%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	459	16	0	5	15	13	2	30	58	41	7	4	3	1	6	39	3	5	17	17	21	9	15	0	12	5	6	3	5	23	3	6	18	4	21	4	15	6	1					
		2.44%	2.39%	0.0%	2.47%	2.78%	1.55%	0.69%	2.93%	3.90%	3.95%	2.0%	3.77%	1.22%	1.14%	1.16%	3.49%	1.46%	3.90%	1.66%	1.96%	5.25%	2.60%	2.13%	0.0%	1.65%	2.06%	1.31%	1.97%	2.53%	3.23%	0.76%	1.39%	2.23%	4.30%	3.12%	1.13%	3.34%	1.6%	0.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	499	28	2	10	21	29	10	15	31	12	3	4	11	0	6	35	2	5	25	29	11	14	16	4	21	4	14	10	1	20	7	7	18	4	16	12	22	13	7					
		2.66%	4.19%	2.40%	4.95%	3.90%	3.46%	3.49%	1.46%	2.08%	1.15%	0.85%	3.77%	4.48%	0.0%	1.16%	3.13%	0.97%	3.90%	2.45%	3.34%	2.75%	4.05%	2.28%	2.72%	2.90%	1.65%	3.07%	6.57%	0.50%	2.81%	1.79%	1.62%	2.23%	4.30%	2.37%	3.41%	4.89%	3.46%	2.27%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	542	6	2	9	24	16	6	47	76	39	2	0	6	1	14	23	3	0	36	28	9	8	11	0	26	13	11	10	2	24	3	4	29	7	14	3	17	9	4					
		2.89%	0.89%	2.40%	4.45%	4.46%	1.91%	2.09%	4.60%	5.11%	3.76%	0.57%	0.0%	2.44%	1.14%	2.71%	2.05%	1.46%	0.0%	3.53%	3.23%	2.25%	2.31%	1.56%	0.0%	3.59%	5.37%	2.41%	6.57%	1.01%	3.37%	0.76%	0.93%	3.59%	7.52%	2.08%	0.85%	3.78%	2.4%	1.29%					
22	"5. ""За Русь Святую"""	104	3	0	1	4	5	2	6	7	6	0	0	1	0	2	6	3	1	2	3	0	2	6	1	5	0	1	2	2	6	6	5	3	4	3	2	3	0	1					
		0.55%	0.44%	0.0%	0.49%	0.74%	0.59%	0.69%	0.58%	0.47%	0.57%	0.0%	0.0%	0.40%	0.0%	0.38%	0.53%	1.46%	0.78%	0.19%	0.34%	0.0%	0.57%	0.85%	0.68%	0.69%	0.0%	0.21%	1.31%	1.01%	0.84%	1.53%	1.16%	0.37%	4.30%	0.44%	0.56%	0.66%	0.0%	0.32%					
23	"6. ""Объединенная Российская партия ""Русь"""	49	0	0	0	2	3	2	2	1	3	0	0	1	0	2	1	0	1	4	3	1	1	2	0	3	1	1	2	1	0	0	5	2	0	0	2	1	1	1					
		0.26%	0.0%	0.0%	0.0%	0.37%	0.35%	0.69%	0.19%	0.06%	0.28%	0.0%	0.0%	0.40%	0.0%	0.38%	0.08%	0.0%	0.78%	0.39%	0.34%	0.25%	0.28%	0.28%	0.0%	0.41%	0.41%	0.21%	1.31%	0.50%	0.0%	0.0%	1.16%	0.24%	0.0%	0.0%	0.56%	0.22%	0.26%	0.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	124	3	0	0	3	4	8	6	12	8	0	0	1	0	7	9	2	1	14	3	3	0	1	0	3	0	5	0	1	8	1	3	5	1	7	1	1	3	0					
		0.66%	0.44%	0.0%	0.0%	0.55%	0.47%	2.79%	0.58%	0.80%	0.77%	0.0%	0.0%	0.40%	0.0%	1.35%	0.80%	0.97%	0.78%	1.37%	0.34%	0.75%	0.0%	0.14%	0.0%	0.41%	0.0%	1.09%	0.0%	0.50%	1.12%	0.25%	0.69%	0.62%	1.07%	1.04%	0.28%	0.22%	0.8%	0.0%					
25	"8. ""Народно-республиканская партия России"""	41	1	1	0	1	1	1	1	2	5	1	0	1	0	1	0	1	1	4	0	0	2	2	0	3	0	1	0	0	1	1	0	2	0	5	0	1	1	0					
		0.21%	0.14%	1.20%	0.0%	0.18%	0.11%	0.34%	0.09%	0.13%	0.48%	0.28%	0.0%	0.40%	0.0%	0.19%	0.0%	0.48%	0.78%	0.39%	0.0%	0.0%	0.57%	0.28%	0.0%	0.41%	0.0%	0.21%	0.0%	0.0%	0.14%	0.25%	0.0%	0.24%	0.0%	0.74%	0.0%	0.22%	0.26%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	71	4	0	0	4	4	0	4	4	7	1	0	1	1	1	3	0	0	5	4	2	1	3	1	3	3	6	0	0	2	3	4	0	0	0	0	0	0	0					
		0.37%	0.59%	0.0%	0.0%	0.74%	0.47%	0.0%	0.39%	0.26%	0.67%	0.28%	0.0%	0.40%	1.14%	0.19%	0.26%	0.0%	0.0%	0.49%	0.46%	0.5%	0.28%	0.42%	0.68%	0.41%	1.23%	1.31%	0.0%	0.0%	0.28%	0.76%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1506	45	5	12	22	45	7	81	119	83	36	8	12	2	50	106	11	3	28	25	19	13	112	14	96	10	29	9	9	27	38	16	113	9	75	79	21	29	88					
		8.03%	6.73%	6.02%	5.94%	4.08%	5.37%	2.44%	7.93%	8.00%	8.00%	10.28%	7.54%	4.89%	2.29%	9.68%	9.48%	5.36%	2.34%	2.74%	2.88%	4.75%	3.76%	15.97%	9.52%	13.25%	4.13%	6.37%	5.92%	4.56%	3.79%	9.74%	3.72%	14.01%	9.67%	11.14%	22.50%	4.67%	7.73%	28.57%					
28	"11. ""Истинные патриоты России"""	29	0	1	0	2	2	1	2	2	1	0	0	0	0	3	0	0	0	0	1	0	1	2	1	0	3	0	0	0	1	1	0	1	0	1	0	3	0	0					
		0.15%	0.0%	1.20%	0.0%	0.37%	0.23%	0.34%	0.19%	0.13%	0.09%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.28%	0.28%	0.68%	0.0%	1.23%	0.0%	0.0%	0.0%	0.14%	0.25%	0.0%	0.12%	0.0%	0.14%	0.0%	0.66%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	517	33	1	4	32	20	14	21	51	39	9	0	4	2	13	28	4	1	34	21	10	3	17	5	23	11	19	5	1	17	10	10	11	0	11	2	15	11	5					
		2.75%	4.94%	1.20%	1.98%	5.94%	2.38%	4.89%	2.05%	3.42%	3.76%	2.57%	0.0%	1.63%	2.29%	2.51%	2.50%	1.95%	0.78%	3.33%	2.42%	2.5%	0.86%	2.42%	3.40%	3.17%	4.54%	4.17%	3.28%	0.50%	2.39%	2.56%	2.32%	1.36%	0.0%	1.63%	0.56%	3.34%	2.93%	1.62%					
30	"13. ""Демократическая партия России"""	52	4	0	0	0	3	0	3	4	0	1	0	1	0	1	5	2	0	5	4	2	1	1	0	0	1	2	0	0	6	0	0	0	0	0	1	5	0	0					
		0.27%	0.59%	0.0%	0.0%	0.0%	0.35%	0.0%	0.29%	0.26%	0.0%	0.28%	0.0%	0.40%	0.0%	0.19%	0.44%	0.97%	0.0%	0.49%	0.46%	0.5%	0.28%	0.14%	0.0%	0.0%	0.41%	0.43%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	1.11%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	0	0	0	3	2	1	4	1	1	0	0	0	0	2	4	0	2	0	0	3	0	1	0	1	0	0	1	0	0	3	0	1	0	1	3	0	1	0					
		0.18%	0.0%	0.0%	0.0%	0.55%	0.23%	0.34%	0.39%	0.06%	0.09%	0.0%	0.0%	0.0%	0.0%	0.38%	0.35%	0.0%	1.56%	0.0%	0.0%	0.75%	0.0%	0.14%	0.0%	0.13%	0.0%	0.0%	0.65%	0.0%	0.0%	0.76%	0.0%	0.12%	0.0%	0.14%	0.85%	0.0%	0.26%	0.0%					
32	"15. ""Партия СЛОН"""	32	1	0	2	0	1	1	1	3	2	2	0	3	2	3	1	0	0	2	0	0	0	1	0	1	0	2	0	0	4	0	0	0	0	0	0	0	0	0					
		0.17%	0.14%	0.0%	0.99%	0.0%	0.11%	0.34%	0.09%	0.20%	0.19%	0.57%	0.0%	1.22%	2.29%	0.58%	0.08%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.14%	0.0%	0.13%	0.0%	0.43%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1492	41	6	9	31	45	17	113	153	98	18	19	22	1	35	103	14	3	89	87	35	31	47	5	35	20	45	14	23	50	21	31	69	0	58	25	46	19	14					
		7.95%	6.13%	7.22%	4.45%	5.76%	5.37%	5.94%	11.06%	10.28%	9.45%	5.14%	17.92%	8.97%	1.14%	6.78%	9.22%	6.82%	2.34%	8.73%	10.04%	8.75%	8.98%	6.70%	3.40%	4.83%	8.26%	9.89%	9.21%	11.67%	7.03%	5.38%	7.20%	8.56%	0.0%	8.61%	7.12%	10.24%	5.06%	4.54%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	75	1	0	2	3	4	0	5	4	2	1	0	1	0	1	7	4	1	5	3	2	3	3	4	1	2	1	0	1	4	2	1	1	0	1	1	2	2	0					
		0.40%	0.14%	0.0%	0.99%	0.55%	0.47%	0.0%	0.48%	0.26%	0.19%	0.28%	0.0%	0.40%	0.0%	0.19%	0.62%	1.95%	0.78%	0.49%	0.34%	0.5%	0.86%	0.42%	2.72%	0.13%	0.82%	0.21%	0.0%	0.50%	0.56%	0.51%	0.23%	0.12%	0.0%	0.14%	0.28%	0.44%	0.53%	0.0%					
35	"18. ""ЛДПР"""	2786	107	15	30	72	133	38	139	187	133	53	18	30	10	130	145	32	33	162	132	61	50	91	66	168	24	60	11	18	96	55	62	98	14	115	62	55	48	33					
		14.86%	16.01%	18.07%	14.85%	13.38%	15.89%	13.28%	13.61%	12.57%	12.82%	15.14%	16.98%	12.24%	11.49%	25.19%	12.98%	15.60%	25.78%	15.89%	15.24%	15.25%	14.49%	12.98%	44.89%	23.20%	9.91%	13.18%	7.23%	9.13%	13.50%	14.10%	14.41%	12.15%	15.05%	17.08%	17.66%	12.24%	12.8%	10.71%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	519	18	4	1	16	15	9	32	36	19	15	6	11	2	7	26	8	1	30	41	10	14	12	5	11	3	7	16	16	15	10	10	15	1	14	5	9	37	12					
		2.76%	2.69%	4.81%	0.49%	2.97%	1.79%	3.14%	3.13%	2.42%	1.83%	4.28%	5.66%	4.48%	2.29%	1.35%	2.32%	3.90%	0.78%	2.94%	4.73%	2.5%	4.05%	1.71%	3.40%	1.51%	1.23%	1.53%	10.52%	8.12%	2.10%	2.56%	2.32%	1.86%	1.07%	2.08%	1.42%	2.00%	9.86%	3.89%					
37	"20. ""Политическая партия ""Единая Россия"""	6451	235	20	82	191	372	115	319	442	368	158	32	84	54	136	354	77	54	388	309	120	122	254	19	196	99	150	51	79	287	141	149	302	29	209	84	160	137	73					
		34.41%	35.17%	24.09%	40.59%	35.50%	44.44%	40.20%	31.24%	29.72%	35.48%	45.14%	30.18%	34.28%	62.06%	26.35%	31.69%	37.56%	42.18%	38.07%	35.68%	30.0%	35.36%	36.23%	12.92%	27.07%	40.90%	32.96%	33.55%	40.10%	40.36%	36.15%	34.65%	37.46%	31.18%	31.05%	23.93%	35.63%	36.53%	23.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	37	1	0	0	2	1	0	2	2	2	0	0	1	0	1	2	1	0	3	1	1	1	1	1	1	0	0	0	1	1	1	2	5	0	2	0	0	0	1					
		0.19%	0.14%	0.0%	0.0%	0.37%	0.11%	0.0%	0.19%	0.13%	0.19%	0.0%	0.0%	0.40%	0.0%	0.19%	0.17%	0.48%	0.0%	0.29%	0.11%	0.25%	0.28%	0.14%	0.68%	0.13%	0.0%	0.0%	0.0%	0.50%	0.14%	0.25%	0.46%	0.62%	0.0%	0.29%	0.0%	0.0%	0.0%	0.32%					
39	"22. ""Развитие предпринимательства"""	58	1	1	0	0	3	3	3	13	3	1	0	0	0	2	4	0	0	3	2	3	0	1	0	0	0	2	2	1	2	0	1	3	0	3	0	0	1	0					
		0.30%	0.14%	1.20%	0.0%	0.0%	0.35%	1.04%	0.29%	0.87%	0.28%	0.28%	0.0%	0.0%	0.0%	0.38%	0.35%	0.0%	0.0%	0.29%	0.23%	0.75%	0.0%	0.14%	0.0%	0.0%	0.0%	0.43%	1.31%	0.50%	0.28%	0.0%	0.23%	0.37%	0.0%	0.44%	0.0%	0.0%	0.26%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1698	39	14	21	42	55	15	106	170	67	22	11	30	5	52	102	26	12	92	85	47	30	57	19	57	16	53	8	22	61	53	77	49	8	47	37	34	22	35					
		9.05%	5.83%	16.86%	10.39%	7.80%	6.57%	5.24%	10.38%	11.43%	6.46%	6.28%	10.37%	12.24%	5.74%	10.07%	9.13%	12.68%	9.37%	9.02%	9.81%	11.75%	8.69%	8.13%	12.92%	7.87%	6.61%	11.64%	5.26%	11.16%	8.57%	13.58%	17.90%	6.07%	8.60%	6.98%	10.54%	7.57%	5.86%	11.36%					
																																													
41	Против всех	1004	60	11	8	18	47	17	47	70	79	9	4	11	5	28	86	6	3	35	43	20	26	22	1	41	15	24	5	6	38	17	13	45	7	47	19	29	26	16					
		5.35%	8.98%	13.25%	3.96%	3.34%	5.61%	5.94%	4.60%	4.70%	7.61%	2.57%	3.77%	4.48%	5.74%	5.42%	7.69%	2.92%	2.34%	3.43%	4.96%	5.0%	7.53%	3.13%	0.68%	5.66%	6.19%	5.27%	3.28%	3.04%	5.34%	4.35%	3.02%	5.58%	7.52%	6.98%	5.41%	6.45%	6.93%	5.19%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
