Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Ижемская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313					
1	"Число избирателей, внесенных в список избирателей"	15278	285	283	724	325	461	863	664	979	216	1864	1195	143	498	495	561	218	324	222	410	2411	100	539	474	249	775					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15860	320	300	790	350	480	900	700	1000	240	1870	1170	150	530	500	580	230	340	240	450	2500	100	560	500	260	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	131	0	0	0	28	0	0	27	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8860	184	166	389	132	248	457	346	506	159	1220	774	110	303	327	266	164	217	145	305	1313	51	271	280	166	361					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	688	12	10	27	17	22	56	38	38	11	34	67	6	25	18	53	19	11	6	23	88	7	35	19	7	39					
6	Число погашенных избирательных бюллетеней	6181	124	124	374	173	210	387	289	449	70	616	329	34	202	155	261	47	112	89	122	1099	42	254	201	87	331					
7	Число избирательных бюллетеней в переносных ящиках для голосования	819	12	10	27	45	22	56	65	45	11	34	67	6	25	18	53	19	11	6	23	88	7	35	19	7	108					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8860	184	166	389	132	248	457	346	506	159	1220	774	110	303	327	266	164	217	145	305	1313	51	271	280	166	361					
9	Число недействительных избирательных бюллетеней	175	7	8	12	5	9	10	7	7	0	26	9	4	4	13	2	1	11	6	8	19	1	0	2	1	3					
10	Число действительных избирательных бюллетеней	9504	189	168	404	172	261	503	404	544	170	1228	832	112	324	332	317	182	217	145	320	1382	57	306	297	172	466					
