Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Новониколаевская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283					
1	"Число избирателей, внесенных в списки избирателей"	19363	1054	1060	2009	1151	1194	836	1291	205	224	1269	281	758	195	786	659	113	889	206	810	133	1076	98	643	145	115	842	137	89	687	76	248	84					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17500	900	950	1800	950	950	750	1000	200	200	1100	300	700	200	750	600	100	800	200	850	100	1000	100	650	150	100	800	150	100	600	100	250	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9882	428	542	955	494	572	391	639	103	151	526	176	427	118	403	330	62	441	132	459	69	612	52	372	86	52	451	98	65	372	60	185	59					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1819	29	68	96	75	97	35	102	49	36	265	55	45	27	80	67	20	95	32	125	31	85	11	66	15	23	61	20	0	79	8	15	7					
6	Число погашенных избирательных бюллетеней	5799	443	340	749	381	281	324	259	48	13	309	69	228	55	267	203	18	264	36	266	0	303	37	212	49	25	288	32	35	149	32	50	34					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1819	29	68	96	75	97	35	102	49	36	265	55	45	27	80	67	20	95	32	125	31	85	11	66	15	23	61	20	0	79	8	15	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9881	428	542	955	494	572	391	639	103	151	526	176	427	118	403	329	62	441	132	459	69	612	52	372	86	52	451	98	65	372	60	185	59					
9	Число недействительных избирательных бюллетеней	66	4	4	8	2	3	1	3	1	0	1	1	4	0	4	5	0	0	0	1	1	6	0	2	0	0	9	1	0	4	0	0	1					
10	Число действительных избирательных бюллетеней	11634	453	606	1043	567	666	425	738	151	187	790	230	468	145	479	391	82	536	164	583	99	691	63	436	101	75	503	117	65	447	68	200	65					
