Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Камышловская 																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457					
1	"Число избирателей, внесенных в список избирателей"	21058	834	453	450	1065	645	658	1510	589	198	686	541	815	454	1751	255	492	1108	211	740	766	547	2375	2164	1751					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19150	800	450	400	1000	600	650	1400	550	150	650	500	750	400	1500	250	450	1100	200	700	750	500	2000	1650	1750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11209	433	203	202	461	209	250	686	215	61	312	211	262	210	826	115	389	384	101	329	348	213	1606	1488	1695					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1017	57	21	17	56	77	49	45	60	18	17	69	108	42	31	7	18	82	25	60	61	32	22	15	28					
6	Число погашенных избирательных бюллетеней	6924	310	226	181	483	314	351	669	275	71	321	220	380	148	643	128	43	634	74	311	341	255	372	147	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1017	57	21	17	56	77	49	45	60	18	17	69	108	42	31	7	18	82	25	60	61	32	22	15	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11210	433	203	202	461	209	250	686	215	61	312	211	262	210	827	115	389	384	101	329	348	213	1606	1488	1695					
9	Число недействительных избирательных бюллетеней	247	22	8	5	5	6	7	12	4	0	9	8	12	9	12	2	9	9	4	10	8	2	35	38	11					
10	Число действительных избирательных бюллетеней	11980	468	216	214	512	280	292	719	271	79	320	272	358	243	846	120	398	457	122	379	401	243	1593	1465	1712					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	291	7	3	5	15	10	6	10	7	0	6	5	4	6	25	5	5	25	6	8	7	12	35	49	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	246	7	3	4	11	3	6	7	7	0	6	5	2	6	22	5	2	20	6	8	7	11	26	49	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	246	15	1	2	4	8	3	1	4	1	6	4	1	6	6	4	94	5	2	6	2	6	49	16	0					
14	Число погашенных неиспользованных открепительных удостоверений	45	0	0	1	4	7	0	3	0	0	0	0	2	0	3	0	3	5	0	0	0	1	9	0	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1756	108	30	39	127	46	47	150	39	17	58	40	56	30	210	13	88	70	19	64	90	38	157	164	56					
