Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Камышловская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457					
1	"Число избирателей, внесенных в списки избирателей"	21362	838	442	426	1028	600	717	1517	565	198	663	533	777	438	1764	242	498	1061	235	705	770	573	1984	2413	2375					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20050	800	450	400	1000	600	700	1450	550	150	650	500	750	400	1750	250	450	1100	200	700	750	550	1600	2000	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13021	447	245	213	517	208	311	832	325	78	379	234	419	226	1012	141	394	444	93	404	396	324	1421	1680	2278					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1142	76	19	30	62	95	71	53	17	33	30	94	80	38	54	18	9	94	40	53	57	68	25	11	15					
6	Число погашенных избирательных бюллетеней	5887	277	186	157	421	297	318	565	208	39	241	172	251	136	684	91	47	562	67	243	297	158	154	309	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1142	76	19	30	62	95	71	53	17	33	30	94	80	38	54	18	9	94	40	53	57	68	25	11	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13021	447	245	213	517	208	311	832	325	78	379	234	419	226	1012	141	394	444	93	404	396	324	1421	1680	2278					
9	Число недействительных избирательных бюллетеней	98	0	2	0	12	4	4	3	2	0	2	3	8	5	0	0	2	6	3	5	6	3	9	10	9					
10	Число действительных избирательных бюллетеней	14065	523	262	243	567	299	378	882	340	111	407	325	491	259	1066	159	401	532	130	452	447	389	1437	1681	2284					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	219	5	5	5	10	9	3	16	0	3	7	7	10	8	28	6	5	14	3	7	7	20	30	9	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	202	5	4	4	7	7	3	16	0	3	7	6	10	7	25	6	4	14	3	7	7	18	30	9	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	213	6	4	0	3	0	4	8	3	5	5	8	5	6	14	6	83	4	4	4	2	7	19	13	0					
14	Число погашенных неиспользованных открепительных удостоверений	17	0	1	1	3	2	0	0	0	0	0	1	0	1	3	0	1	0	0	0	0	2	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	2	3	1	3	0	2	1	0	1	3	0	1	0	1	0	0	7	0	2	1	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	342	15	3	3	16	8	17	46	8	2	19	10	27	7	28	0	7	13	5	7	35	20	19	11	16					
		2.41%	2.87%	1.14%	1.23%	2.76%	2.64%	4.45%	5.20%	2.34%	1.80%	4.65%	3.05%	5.41%	2.65%	2.63%	0.00%	1.74%	2.42%	3.76%	1.53%	7.73%	5.10%	1.31%	0.65%	0.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	96	6	0	3	2	2	2	7	0	0	3	3	0	0	12	0	9	3	1	7	0	2	17	12	5					
		0.68%	1.15%	0.00%	1.23%	0.35%	0.66%	0.52%	0.79%	0.00%	0.00%	0.73%	0.91%	0.00%	0.00%	1.13%	0.00%	2.23%	0.56%	0.75%	1.53%	0.00%	0.51%	1.18%	0.71%	0.22%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	2	1	5					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.75%	0.00%	0.22%	0.00%	0.14%	0.06%	0.22%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1034	26	19	48	115	24	39	73	33	12	48	26	40	11	104	5	36	29	16	41	16	56	81	88	48					
		7.30%	4.97%	7.20%	19.75%	19.86%	7.92%	10.21%	8.25%	9.65%	10.81%	11.74%	7.93%	8.02%	4.17%	9.76%	3.14%	8.93%	5.39%	12.03%	8.97%	3.53%	14.29%	5.60%	5.20%	2.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	51	0	1	0	1	2	0	2	0	0	0	2	0	0	2	0	3	4	1	3	1	1	5	5	18					
		0.36%	0.00%	0.38%	0.00%	0.17%	0.66%	0.00%	0.23%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.19%	0.00%	0.74%	0.74%	0.75%	0.66%	0.22%	0.26%	0.35%	0.30%	0.78%					
23	6.Политическая партия «Партия социальной справедливости»	26	0	1	0	1	0	0	2	0	1	1	0	3	1	1	0	1	0	0	0	2	2	4	4	2					
		0.18%	0.00%	0.38%	0.00%	0.17%	0.00%	0.00%	0.23%	0.00%	0.90%	0.24%	0.00%	0.60%	0.38%	0.09%	0.00%	0.25%	0.00%	0.00%	0.00%	0.44%	0.51%	0.28%	0.24%	0.09%					
24	7.Политическая партия «Либерально-демократическая партия России»	1231	36	16	19	42	28	46	43	24	5	37	24	47	12	85	9	29	28	5	22	51	25	148	193	257					
		8.69%	6.88%	6.06%	7.82%	7.25%	9.24%	12.04%	4.86%	7.02%	4.50%	9.05%	7.32%	9.42%	4.55%	7.97%	5.66%	7.20%	5.20%	3.76%	4.81%	11.26%	6.38%	10.24%	11.41%	11.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	410	14	7	6	25	10	11	28	2	4	10	9	20	11	33	0	18	20	8	13	37	15	42	45	22					
		2.89%	2.68%	2.65%	2.47%	4.32%	3.30%	2.88%	3.16%	0.58%	3.60%	2.44%	2.74%	4.01%	4.17%	3.10%	0.00%	4.47%	3.72%	6.02%	2.84%	8.17%	3.83%	2.90%	2.66%	0.96%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	87	2	1	2	6	4	0	3	2	2	6	3	0	0	7	0	5	0	1	3	3	0	7	8	22					
		0.61%	0.38%	0.38%	0.82%	1.04%	1.32%	0.00%	0.34%	0.58%	1.80%	1.47%	0.91%	0.00%	0.00%	0.66%	0.00%	1.24%	0.00%	0.75%	0.66%	0.66%	0.00%	0.48%	0.47%	0.96%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10682	422	212	160	354	218	262	674	271	84	282	243	352	216	783	144	288	428	89	353	299	266	1102	1302	1878					
		75.42%	80.69%	80.30%	65.84%	61.14%	71.95%	68.59%	76.16%	79.24%	75.68%	68.95%	74.09%	70.54%	81.82%	73.45%	90.57%	71.46%	79.55%	66.92%	77.24%	66.00%	67.86%	76.21%	76.99%	81.90%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	94	2	2	2	5	3	1	4	0	0	1	5	2	1	10	1	5	7	3	3	2	2	10	12	11					
		0.66%	0.38%	0.76%	0.82%	0.86%	0.99%	0.26%	0.45%	0.00%	0.00%	0.24%	1.52%	0.40%	0.38%	0.94%	0.63%	1.24%	1.30%	2.26%	0.66%	0.44%	0.51%	0.69%	0.71%	0.48%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
