Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Надеждинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №622	УИК №623	УИК №624	УИК №625					
1	"Число избирателей, внесенных в список избирателей"	30095	358	180	312	368	176	1211	1051	1281	1498	974	702	284	184	755	633	315	402	1001	1568	2884	1619	1737	1278	1708	489	1477	597	2334	1120	1249	350					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30495	350	170	310	375	200	1260	1100	1325	1540	1160	715	285	190	750	625	315	400	990	1580	2880	1630	1745	1270	1655	485	1500	600	2350	1120	1265	355					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13107	173	87	155	171	113	595	361	601	738	448	318	107	87	344	217	178	169	356	601	1358	711	723	514	729	203	743	317	807	525	468	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	488	5	7	15	11	17	6	9	56	16	21	17	18	4	8	10	9	5	15	21	27	8	23	7	26	21	20	12	24	36	7	7					
6	Число погашенных избирательных бюллетеней	16900	172	76	140	193	70	659	730	668	786	691	380	160	99	398	398	128	226	619	958	1495	911	999	749	900	261	737	271	1519	559	790	158					
7	Число избирательных бюллетеней в переносных ящиках для голосования	488	5	7	15	11	17	6	9	56	16	21	17	18	4	8	10	9	5	15	21	27	8	23	7	26	21	20	12	24	36	7	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13101	173	87	155	171	113	595	361	601	738	448	318	107	87	343	217	178	169	356	601	1354	711	723	514	729	203	743	317	807	524	468	190					
9	Число недействительных избирательных бюллетеней	425	6	2	1	9	11	28	11	16	12	15	6	0	4	27	15	12	2	5	18	30	15	27	23	23	7	31	5	33	8	13	10					
10	Число действительных избирательных бюллетеней	13164	172	92	169	173	119	573	359	641	742	454	329	125	87	324	212	175	172	366	604	1351	704	719	498	732	217	732	324	798	552	462	187					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	685	5	5	5	5	5	30	30	35	40	30	20	5	5	20	10	10	10	20	30	45	40	40	30	40	5	30	15	30	40	40	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	340	4	1	5	5	0	14	14	32	26	10	10	4	0	3	3	0	4	5	20	35	28	15	16	20	2	20	3	21	7	10	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	244	4	5	10	3	14	6	8	10	8	7	7	4	1	1	4	1	3	7	16	40	6	8	6	25	9	5	3	3	7	13	0					
14	Число погашенных неиспользованных открепительных удостоверений	345	1	4	0	0	5	16	16	3	14	20	10	1	5	17	7	10	6	15	10	10	12	25	14	20	3	10	12	9	33	30	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2509	10	11	19	44	9	100	62	87	114	69	45	35	8	53	55	45	24	86	114	330	179	142	130	133	45	157	85	104	99	69	46					
		18.46%	5.62%	11.70%	11.18%	24.18%	6.92%	16.64%	16.76%	13.24%	15.12%	14.71%	13.43%	28.00%	8.79%	15.10%	24.23%	24.06%	13.79%	23.18%	18.33%	23.90%	24.90%	19.03%	24.95%	17.62%	20.09%	20.58%	25.84%	12.52%	17.68%	14.53%	23.35%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3130	20	16	16	35	18	150	101	153	194	134	61	29	29	75	46	39	40	72	150	262	162	186	109	195	62	172	66	261	121	121	35					
		23.03%	11.24%	17.02%	9.41%	19.23%	13.85%	24.96%	27.30%	23.29%	25.73%	28.57%	18.21%	23.20%	31.87%	21.37%	20.26%	20.86%	22.99%	19.41%	24.12%	18.97%	22.53%	24.93%	20.92%	25.83%	27.68%	22.54%	20.06%	31.41%	21.61%	25.47%	17.77%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	119	0	0	2	1	1	5	4	3	5	7	4	2	1	7	1	0	2	5	5	12	10	6	6	3	3	9	3	1	4	7	0					
		0.88%	0.00%	0.00%	1.18%	0.55%	0.77%	0.83%	1.08%	0.46%	0.66%	1.49%	1.19%	1.60%	1.10%	1.99%	0.44%	0.00%	1.15%	1.35%	0.80%	0.87%	1.39%	0.80%	1.15%	0.40%	1.34%	1.18%	0.91%	0.12%	0.71%	1.47%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2934	62	29	56	18	13	112	67	107	140	51	57	18	20	42	41	30	34	71	160	366	154	169	123	160	32	218	54	200	179	120	31					
		21.59%	34.83%	30.85%	32.94%	9.89%	10.00%	18.64%	18.11%	16.29%	18.57%	10.87%	17.01%	14.40%	21.98%	11.97%	18.06%	16.04%	19.54%	19.14%	25.72%	26.50%	21.42%	22.65%	23.61%	21.19%	14.29%	28.57%	16.41%	24.07%	31.96%	25.26%	15.74%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	334	0	1	9	2	2	14	12	11	16	3	4	1	0	10	4	2	0	17	18	47	27	16	8	43	7	19	5	14	14	7	1					
		2.46%	0.00%	1.06%	5.29%	1.10%	1.54%	2.33%	3.24%	1.67%	2.12%	0.64%	1.19%	0.80%	0.00%	2.85%	1.76%	1.07%	0.00%	4.58%	2.89%	3.40%	3.76%	2.14%	1.54%	5.70%	3.13%	2.49%	1.52%	1.68%	2.50%	1.47%	0.51%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4085	78	35	66	72	76	189	112	278	270	189	155	40	29	136	65	56	70	115	157	323	171	195	122	195	65	156	110	215	135	137	73					
		30.06%	43.82%	37.23%	38.82%	39.56%	58.46%	31.45%	30.27%	42.31%	35.81%	40.30%	46.27%	32.00%	31.87%	38.75%	28.63%	29.95%	40.23%	30.99%	25.24%	23.39%	23.78%	26.14%	23.42%	25.83%	29.02%	20.45%	33.43%	25.87%	24.11%	28.84%	37.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	53	2	0	1	1	0	3	1	2	3	1	3	0	0	1	0	3	2	0	0	11	1	5	0	3	3	1	1	3	0	1	1					
		0.39%	1.12%	0.00%	0.59%	0.55%	0.00%	0.50%	0.27%	0.30%	0.40%	0.21%	0.90%	0.00%	0.00%	0.28%	0.00%	1.60%	1.15%	0.00%	0.00%	0.80%	0.14%	0.67%	0.00%	0.40%	1.34%	0.13%	0.30%	0.36%	0.00%	0.21%	0.51%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
