Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Булунская 																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77					
1	"Число избирателей, внесенных в списки"	5461	1264	1130	125	829	258	671	251	263	538	132					
2	"Число бюллетеней, полученных участковыми комиссиями"	5800	1460	1100	130	700	250	800	320	290	600	150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	437	0	34	0	0	55	115	23	17	186	7					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3111	572	542	89	586	144	375	209	223	248	123					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	428	96	111	7	35	15	122	19	3	20	0					
6	Число погашенных бюллетеней	1824	792	413	34	79	36	188	69	47	146	20					
7	Число бюллетеней в переносных ящиках для голосования	865	96	145	7	35	70	237	42	20	206	7					
8	Число бюллетеней в стационарных ящиках для голосования	3111	572	542	89	586	144	375	209	223	248	123					
9	Число недействительных бюллетеней	46	5	11	2	6	8	5	3	0	5	1					
10	Число действительных бюллетеней	3930	663	676	94	615	206	607	248	243	449	129					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	293	38	30	15	40	20	50	20	40	30	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	98	9	4	2	6	0	42	0	23	11	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	50	15	18	0	6	3	6	0	0	2	0					
14	Число погашенных открепительных удостоверений	195	29	26	13	34	20	8	20	17	19	9					
15	Число открепительных удостоверений выданных ТИК	7	1	1	1	0	0	3	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	107	14	17	1	8	7	13	12	8	18	9					
		2.69%	2.09%	2.47%	1.04%	1.28%	3.27%	2.12%	4.78%	3.29%	3.96%	6.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	432	87	79	6	53	18	72	60	13	35	9					
		10.86%	13.02%	11.49%	6.25%	8.53%	8.41%	11.76%	23.90%	5.34%	7.70%	6.92%					
