Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Каширская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925					
1	"Число избирателей, внесенных в список избирателей"	20658	1607	1416	782	140	1603	619	566	1551	644	343	1730	1411	1612	690	518	181	1200	624	965	453	615	277	417	480	214					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20000	1500	1350	750	150	1500	600	550	1500	650	350	1600	1300	1500	650	550	200	1100	650	950	500	600	300	450	500	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9781	883	738	440	79	554	232	178	685	345	174	833	729	879	247	268	92	456	360	408	218	250	195	231	208	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3471	146	136	106	34	255	179	232	222	108	47	110	146	123	132	138	57	262	81	255	140	180	35	78	197	72					
6	Число погашенных избирательных бюллетеней	6748	471	476	204	37	691	189	140	593	197	129	657	425	498	271	144	51	382	209	287	142	170	70	141	95	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3471	146	136	106	34	255	179	232	222	108	47	110	146	123	132	138	57	262	81	255	140	180	35	78	197	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9780	883	738	439	79	554	232	178	685	345	174	833	729	879	247	268	92	456	360	408	218	250	195	231	208	99					
9	Число недействительных избирательных бюллетеней	205	5	14	11	0	11	3	4	12	1	1	28	18	12	6	4	2	10	11	5	9	5	20	7	4	2					
10	Число действительных избирательных бюллетеней	13046	1024	860	534	113	798	408	406	895	452	220	915	857	990	373	402	147	708	430	658	349	425	210	302	401	169					
