Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Брединская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599					
1	"Число избирателей, внесенных в списки"	20649	1532	643	969	566	686	650	1143	982	466	836	223	578	1071	109	130	1141	535	502	303	139	1017	470	248	116	810	241	443	1146	136	1000	186	130	938	189	375					
2	"Число бюллетеней, полученных участковыми комиссиями"	20475	1433	582	919	540	643	650	1042	920	440	773	296	596	1071	109	129	1135	532	502	302	139	1025	766	254	114	838	255	440	1149	116	944	170	120	973	193	365					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11161	765	344	375	243	214	267	467	410	259	582	217	336	532	70	105	594	258	261	157	113	601	470	133	60	511	166	259	629	105	592	97	100	537	145	187					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	656	16	47	38	14	17	21	55	12	91	17	6	51	71	1	0	5	0	0	0	0	53	0	0	0	11	0	5	35	0	21	0	0	52	8	9					
6	Число погашенных бюллетеней	8657	652	191	506	283	412	362	520	498	90	174	73	209	468	38	24	536	274	241	145	26	371	296	121	54	315	89	176	485	11	331	73	20	384	40	169					
7	Число бюллетеней в переносных ящиках для голосования	656	16	47	38	14	17	21	55	12	91	17	6	51	71	1	0	5	0	0	0	0	53	0	0	0	11	0	5	35	0	21	0	0	52	8	9					
8	Число бюллетеней в стационарных ящиках для голосования	11157	765	344	375	243	214	267	467	409	259	582	217	336	532	70	105	594	258	261	157	113	599	470	133	60	510	166	259	629	105	592	97	100	537	145	187					
9	Число недействительных бюллетеней	164	6	2	4	8	3	5	13	3	0	10	7	7	6	2	0	4	0	0	1	0	14	10	5	5	5	2	0	11	0	17	3	1	2	1	7					
10	Число действительных бюллетеней	11649	775	389	409	249	228	283	509	418	350	589	216	380	597	69	105	595	258	261	156	113	638	460	128	55	516	164	264	653	105	596	94	99	587	152	189					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	192	9	5	8	5	5	5	9	8	5	8	3	5	8	3	3	8	5	5	3	3	10	8	3	3	8	3	5	8	3	8	3	3	8	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	27	4	0	0	0	0	0	1	0	3	1	0	0	0	0	0	3	1	0	0	0	9	1	0	0	0	0	0	2	0	1	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	2	0	2	1	0	1	0	3	4	0	0	0	0	0	0	1	2	0	0	2	1	1	0	0	0	0	0	4	0	0	0	0	3	0	0					
14	Число погашенных открепительных удостоверений	165	5	5	8	5	5	5	8	8	2	7	3	5	8	3	3	5	4	5	3	3	1	7	3	3	8	3	5	6	3	7	3	3	7	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	202	11	6	7	5	3	3	3	6	4	21	3	11	0	0	2	12	4	5	2	0	11	7	2	0	14	8	6	15	7	8	3	6	4	2	1					
		1.70%	1.40%	1.53%	1.69%	1.94%	1.29%	1.04%	0.57%	1.42%	1.14%	3.50%	1.34%	2.84%	0.0%	0.0%	1.90%	2.00%	1.55%	1.91%	1.27%	0.0%	1.68%	1.48%	1.50%	0.0%	2.68%	4.81%	2.27%	2.25%	6.66%	1.30%	3.09%	6.0%	0.67%	1.30%	0.51%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	131	8	11	5	3	7	6	5	4	1	5	5	11	0	0	2	7	5	2	0	0	5	0	0	0	6	2	5	1	0	4	0	0	16	5	0					
		1.10%	1.02%	2.81%	1.21%	1.16%	3.03%	2.08%	0.95%	0.95%	0.28%	0.83%	2.24%	2.84%	0.0%	0.0%	1.90%	1.16%	1.93%	0.76%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	1.15%	1.20%	1.89%	0.15%	0.0%	0.65%	0.0%	0.0%	2.71%	3.26%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	970	87	20	24	30	24	32	40	43	20	22	6	39	121	3	4	18	11	18	3	1	138	20	4	5	26	4	68	45	11	18	0	5	19	13	28					
		8.21%	11.13%	5.11%	5.81%	11.67%	10.38%	11.11%	7.66%	10.21%	5.71%	3.67%	2.69%	10.07%	20.06%	4.22%	3.80%	3.00%	4.26%	6.89%	1.91%	0.88%	21.16%	4.25%	3.00%	8.33%	4.99%	2.40%	25.75%	6.77%	10.47%	2.93%	0.0%	5.0%	3.22%	8.49%	14.28%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	178	32	5	13	9	6	8	11	10	7	6	4	4	11	0	0	13	4	1	1	1	2	3	3	1	7	0	2	0	3	4	0	0	3	4	0					
		1.50%	4.09%	1.27%	3.14%	3.50%	2.59%	2.77%	2.10%	2.37%	2.0%	1.00%	1.79%	1.03%	1.82%	0.0%	0.0%	2.17%	1.55%	0.38%	0.63%	0.88%	0.30%	0.63%	2.25%	1.66%	1.34%	0.0%	0.75%	0.0%	2.85%	0.65%	0.0%	0.0%	0.50%	2.61%	0.0%					
22	"5. ""За Русь Святую"""	19	0	0	2	1	2	0	1	0	0	0	0	2	0	0	0	1	1	0	0	1	1	2	0	0	2	0	1	1	0	0	1	0	0	0	0					
		0.16%	0.0%	0.0%	0.48%	0.38%	0.86%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.16%	0.38%	0.0%	0.0%	0.88%	0.15%	0.42%	0.0%	0.0%	0.38%	0.0%	0.37%	0.15%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	0	0	1	3	2	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.24%	1.16%	0.86%	0.34%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.15%	0.21%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.95%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	1	2	4	1	1	2	4	1	0	0	0	3	1	0	0	1	6	2	1	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0					
		0.29%	0.12%	0.51%	0.96%	0.38%	0.43%	0.69%	0.76%	0.23%	0.0%	0.0%	0.0%	0.77%	0.16%	0.0%	0.0%	0.16%	2.32%	0.76%	0.63%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%					
