Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Шимановская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783					
1	"Число избирателей, внесенных в списки"	5329	96	113	140	212	822	111	515	403	521	93	523	215	83	210	139	295	49	452	337					
2	"Число бюллетеней, полученных участковыми комиссиями"	5369	105	113	146	216	827	110	505	406	531	95	519	222	84	209	147	298	51	442	343					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	172	0	0	0	0	0	0	63	0	0	0	16	0	0	19	0	0	0	74	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3418	96	102	125	127	366	101	326	276	251	69	347	143	51	151	94	255	44	284	210					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	354	0	0	5	33	77	0	24	12	60	0	37	17	6	13	14	0	5	21	30					
6	Число погашенных бюллетеней	1425	9	11	16	56	384	9	92	118	220	26	119	62	27	26	39	43	2	63	103					
7	Число бюллетеней в переносных ящиках для голосования	526	0	0	5	33	77	0	87	12	60	0	53	17	6	32	14	0	5	95	30					
8	Число бюллетеней в стационарных ящиках для голосования	3418	96	102	125	127	366	101	326	276	251	69	347	143	51	151	94	255	44	284	210					
9	Число недействительных бюллетеней	54	2	0	2	2	0	2	6	6	2	0	10	4	1	6	0	1	0	8	2					
10	Число действительных бюллетеней	3890	94	102	128	158	443	99	407	282	309	69	390	156	56	177	108	254	49	371	238					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	10	10	10	10	20	5	20	10	15	5	10	15	5	10	10	3	2	15	14					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	59	9	0	5	6	1	0	2	1	2	0	7	4	0	0	6	0	0	5	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	39	4	1	1	4	3	2	8	1	0	0	4	3	1	2	1	0	0	1	3					
14	Число погашенных открепительных удостоверений	140	1	10	5	4	19	5	18	9	13	5	3	11	5	10	4	3	2	10	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	111	5	4	0	2	5	16	10	7	9	0	13	2	5	8	2	4	2	12	5					
		2.81%	5.20%	3.92%	0.0%	1.25%	1.12%	15.84%	2.42%	2.43%	2.89%	0.0%	3.25%	1.25%	8.77%	4.37%	1.85%	1.56%	4.08%	3.16%	2.08%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	32	1	3	1	2	2	0	3	3	0	0	2	0	1	1	0	0	0	12	1					
		0.81%	1.04%	2.94%	0.76%	1.25%	0.45%	0.0%	0.72%	1.04%	0.0%	0.0%	0.5%	0.0%	1.75%	0.54%	0.0%	0.0%	0.0%	3.16%	0.41%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	106	3	2	6	4	12	6	7	9	12	0	9	5	1	4	4	5	1	4	12					
		2.68%	3.12%	1.96%	4.61%	2.5%	2.70%	5.94%	1.69%	3.12%	3.85%	0.0%	2.25%	3.12%	1.75%	2.18%	3.70%	1.96%	2.04%	1.05%	5.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	66	2	0	1	6	16	0	2	3	3	0	9	2	0	0	2	1	2	13	4					
		1.67%	2.08%	0.0%	0.76%	3.75%	3.61%	0.0%	0.48%	1.04%	0.96%	0.0%	2.25%	1.25%	0.0%	0.0%	1.85%	0.39%	4.08%	3.43%	1.66%					
22	"5. ""За Русь Святую"""	30	1	0	2	0	5	2	3	0	1	0	6	1	0	2	2	1	0	2	2					
		0.76%	1.04%	0.0%	1.53%	0.0%	1.12%	1.98%	0.72%	0.0%	0.32%	0.0%	1.5%	0.62%	0.0%	1.09%	1.85%	0.39%	0.0%	0.52%	0.83%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	0	0	0	0	0	1	5	5	1	1	4	0	0	3	0	2	0	2	1					
		0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	1.21%	1.73%	0.32%	1.44%	1.0%	0.0%	0.0%	1.63%	0.0%	0.78%	0.0%	0.52%	0.41%					
24	"7. ""Новый курс - Автомобильная Россия"""	19	1	0	0	1	1	0	7	1	1	0	1	1	0	0	0	0	0	2	3					
		0.48%	1.04%	0.0%	0.0%	0.62%	0.22%	0.0%	1.69%	0.34%	0.32%	0.0%	0.25%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	1.25%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	1.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	0	0	1	1	2	1	1	0	0	0	1	0	0	0	0	0	0	1	2					
		0.25%	0.0%	0.0%	0.76%	0.62%	0.45%	0.99%	0.24%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.83%					
27	"10. ""Аграрная партия России"""	258	6	7	2	7	18	0	47	23	6	1	21	7	7	16	14	9	4	52	11					
		6.54%	6.25%	6.86%	1.53%	4.37%	4.06%	0.0%	11.38%	7.98%	1.92%	1.44%	5.25%	4.37%	12.28%	8.74%	12.96%	3.52%	8.16%	13.72%	4.58%					
28	"11. ""Истинные патриоты России"""	5	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0					
		0.12%	0.0%	0.0%	0.0%	0.62%	0.22%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	25	0	0	0	1	2	0	3	1	3	0	3	0	0	5	0	0	0	4	3					
		0.63%	0.0%	0.0%	0.0%	0.62%	0.45%	0.0%	0.72%	0.34%	0.96%	0.0%	0.75%	0.0%	0.0%	2.73%	0.0%	0.0%	0.0%	1.05%	1.25%					
30	"13. ""Демократическая партия России"""	12	0	0	0	0	2	0	2	0	1	0	0	2	0	0	0	2	0	2	1					
		0.30%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.48%	0.0%	0.32%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%	0.78%	0.0%	0.52%	0.41%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	0	0	0	0	2	1	1	3	1	1	2	0	0	1	1	0	0	0	1					
		0.35%	0.0%	0.0%	0.0%	0.0%	0.45%	0.99%	0.24%	1.04%	0.32%	1.44%	0.5%	0.0%	0.0%	0.54%	0.92%	0.0%	0.0%	0.0%	0.41%					
32	"15. ""Партия СЛОН"""	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	117	2	1	3	0	11	1	9	12	12	1	3	6	0	8	13	17	0	11	7					
		2.96%	2.08%	0.98%	2.30%	0.0%	2.48%	0.99%	2.17%	4.16%	3.85%	1.44%	0.75%	3.75%	0.0%	4.37%	12.03%	6.66%	0.0%	2.90%	2.91%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	0	1	2	0	2	1	0	2	2	1	0	1	0	1	2	1	0	2	2					
		0.50%	0.0%	0.98%	1.53%	0.0%	0.45%	0.99%	0.0%	0.69%	0.64%	1.44%	0.0%	0.62%	0.0%	0.54%	1.85%	0.39%	0.0%	0.52%	0.83%					
35	"18. ""ЛДПР"""	634	16	25	30	25	83	24	58	41	64	7	61	30	9	24	14	26	3	59	35					
		16.07%	16.66%	24.50%	23.07%	15.62%	18.73%	23.76%	14.04%	14.23%	20.57%	10.14%	15.25%	18.75%	15.78%	13.11%	12.96%	10.19%	6.12%	15.56%	14.58%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	55	0	0	4	4	9	1	4	6	0	0	7	1	0	5	1	6	0	2	5					
		1.39%	0.0%	0.0%	3.07%	2.5%	2.03%	0.99%	0.96%	2.08%	0.0%	0.0%	1.75%	0.62%	0.0%	2.73%	0.92%	2.35%	0.0%	0.52%	2.08%					
37	"20. ""Политическая партия ""Единая Россия"""	1583	50	19	48	62	209	33	144	115	139	36	140	63	30	62	28	132	23	133	117					
		40.13%	52.08%	18.62%	36.92%	38.75%	47.17%	32.67%	34.86%	39.93%	44.69%	52.17%	35.0%	39.37%	52.63%	33.87%	25.92%	51.76%	46.93%	35.09%	48.75%					
