Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																	
Дата голосования: 04.12.2011																	
																	
Наименование Избирательной комиссии:    Верхнеколымская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117					
1	"Число избирателей, внесенных в список избирателей"	3351	236	260	327	159	49	795	433	613	343	136					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	3370	250	250	350	170	50	800	400	600	350	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	33	0	15	7	0	0	6	0	4	0	1					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	1884	150	162	220	119	49	402	233	305	172	72					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	237	12	30	20	7	0	44	34	32	29	29					
6	Число погашенных избирательных бюллетеней	1216	88	43	103	44	1	348	133	259	149	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	270	12	45	27	7	0	50	34	36	29	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	1884	150	162	220	119	49	402	233	305	172	72					
9	Число недействительных избирательных бюллетеней	26	4	1	1	1	1	4	4	6	2	2					
10	Число действительных избирательных бюллетеней	2128	158	206	246	125	48	448	263	335	199	100					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	99	10	10	5	5	5	20	14	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	67	1	5	5	2	3	16	11	9	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	7	1	0	1	0	2	0	1	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	32	9	5	0	3	2	4	3	1	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	51	1	1	3	0	1	8	4	20	11	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	384	24	48	52	31	5	76	45	53	38	12					
		17.83%	14.81%	23.19%	21.05%	24.60%	10.20%	16.81%	16.85%	15.54%	18.91%	11.76%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	277	48	9	5	18	1	50	36	56	32	22					
		12.86%	29.63%	4.35%	2.02%	14.29%	2.04%	11.06%	13.48%	16.42%	15.92%	21.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	2	2	1	0	1	1	4	0	1	1					
		0.60%	1.23%	0.97%	0.40%	0.00%	2.04%	0.22%	1.50%	0.00%	0.50%	0.98%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	335	23	32	57	12	5	74	34	67	18	13					
		15.55%	14.20%	15.46%	23.08%	9.52%	10.20%	16.37%	12.73%	19.65%	8.96%	12.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	3	1	4	1	1	14	13	11	5	2					
		2.55%	1.85%	0.48%	1.62%	0.79%	2.04%	3.10%	4.87%	3.23%	2.49%	1.96%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1052	57	111	127	63	35	231	130	145	103	50					
		48.84%	35.19%	53.62%	51.42%	50.00%	71.43%	51.11%	48.69%	42.52%	51.24%	49.02%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	12	1	3	0	0	0	2	1	3	2	0					
		0.56%	0.62%	1.45%	0.00%	0.00%	0.00%	0.44%	0.37%	0.88%	0.99%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
