Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Ишимская городская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443					
1	"Число избирателей, внесенных в списки"	49478	1306	1657	1627	1699	1281	1257	1615	1374	1951	1992	1810	2096	2088	939	1273	1219	2127	2062	1527	1624	905	1716	1012	2745	1089	1751	936	1050	1161	1268	1045	2089	168	19					
2	"Число бюллетеней, полученных участковыми комиссиями"	46484	1200	1500	1500	1600	1200	1200	1600	1500	1900	1800	1700	1900	2000	850	1200	1100	1900	2000	1400	1500	850	1600	900	2700	1050	1600	850	1000	1100	1200	950	1900	202	32					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23518	579	836	778	777	607	623	593	720	810	1005	814	1033	1098	377	732	651	1158	1244	903	777	396	894	389	1256	395	768	346	394	464	626	477	979	0	19					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1554	25	16	83	26	70	60	95	29	14	55	84	28	41	27	19	8	51	31	65	121	14	38	7	178	11	32	25	11	13	32	47	30	168	0					
6	Число погашенных бюллетеней	21412	596	648	639	797	523	517	912	751	1076	740	802	839	861	446	449	441	691	725	432	602	440	668	504	1266	644	800	479	595	623	542	426	891	34	13					
7	Число бюллетеней в переносных ящиках для голосования	1554	25	16	83	26	70	60	95	29	14	55	84	28	41	27	19	8	51	31	65	121	14	38	7	178	11	32	25	11	13	32	47	30	168	0					
8	Число бюллетеней в стационарных ящиках для голосования	23505	579	836	778	777	607	623	593	720	808	1005	814	1033	1098	377	731	643	1158	1244	903	777	396	894	389	1256	395	768	346	394	464	626	477	977	0	19					
9	Число недействительных бюллетеней	335	3	0	12	22	15	18	13	18	6	11	8	15	11	11	12	12	10	14	8	12	8	8	5	17	16	7	2	16	6	1	11	5	0	2					
10	Число действительных бюллетеней	24724	601	852	849	781	662	665	675	731	816	1049	890	1046	1128	393	738	639	1199	1261	960	886	402	924	391	1417	390	793	369	389	471	657	513	1002	168	17					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	742	20	20	20	20	20	20	20	20	102	20	20	40	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	237	4	0	3	5	5	5	2	2	102	10	5	11	9	1	9	5	10	13	4	2	1	4	1	2	2	0	3	2	4	1	3	7	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	70	3	0	4	2	1	1	1	2	8	6	1	1	5	1	0	2	3	7	0	5	7	0	0	1	1	2	2	0	0	0	0	1	3	0					
14	Число погашенных открепительных удостоверений	505	16	20	17	15	15	15	18	18	0	10	15	29	11	19	11	15	10	7	16	18	19	16	19	18	18	20	17	18	16	19	17	13	0	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	279	10	10	10	6	6	9	8	6	13	12	11	8	8	9	8	15	12	10	6	3	4	8	6	22	9	5	6	7	5	7	8	10	1	1					
		1.11%	1.65%	1.17%	1.16%	0.74%	0.88%	1.31%	1.16%	0.80%	1.58%	1.13%	1.22%	0.75%	0.70%	2.22%	1.06%	2.30%	0.99%	0.78%	0.61%	0.33%	0.97%	0.85%	1.51%	1.53%	2.21%	0.62%	1.61%	1.72%	1.04%	1.06%	1.52%	0.99%	0.59%	5.26%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	378	6	8	13	12	6	4	6	14	12	14	20	24	21	2	12	4	21	35	16	15	6	9	7	24	5	10	4	0	9	11	9	16	1	2					
		1.50%	0.99%	0.93%	1.50%	1.49%	0.88%	0.58%	0.87%	1.86%	1.45%	1.32%	2.22%	2.26%	1.84%	0.49%	1.6%	0.61%	1.73%	2.74%	1.65%	1.67%	1.46%	0.96%	1.76%	1.67%	1.23%	1.25%	1.07%	0.0%	1.88%	1.67%	1.71%	1.58%	0.59%	10.52%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	488	8	7	21	17	16	9	9	10	10	22	19	21	34	9	20	18	24	26	25	16	3	13	5	32	10	24	8	6	6	10	11	13	6	0					
		1.94%	1.32%	0.82%	2.43%	2.11%	2.36%	1.31%	1.30%	1.33%	1.21%	2.07%	2.11%	1.97%	2.98%	2.22%	2.66%	2.76%	1.98%	2.03%	2.58%	1.78%	0.73%	1.39%	1.26%	2.23%	2.46%	3.0%	2.15%	1.48%	1.25%	1.51%	2.09%	1.29%	3.57%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	593	11	21	15	4	5	13	9	19	24	32	15	30	30	10	10	15	41	68	35	32	17	17	4	20	5	18	9	6	12	13	8	24	1	0					
		2.36%	1.82%	2.46%	1.74%	0.49%	0.73%	1.90%	1.30%	2.53%	2.91%	3.01%	1.67%	2.82%	2.63%	2.47%	1.33%	2.30%	3.39%	5.33%	3.61%	3.56%	4.14%	1.82%	1.01%	1.39%	1.23%	2.25%	2.42%	1.48%	2.51%	1.97%	1.52%	2.38%	0.59%	0.0%					
22	"5. ""За Русь Святую"""	101	3	5	2	3	5	2	1	4	4	7	3	2	2	1	3	0	4	6	3	6	1	2	3	2	3	4	1	2	3	2	2	10	0	0					
