Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Юсьвинская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №5401	УИК №5402	УИК №5403	УИК №5404	УИК №5405	УИК №5406	УИК №5407	УИК №5408	УИК №5409	УИК №5410	УИК №5411	УИК №5412	УИК №5413	УИК №5414	УИК №5415	УИК №5416	УИК №5417	УИК №5418	УИК №5419	УИК №5420	УИК №5421	УИК №5422	УИК №5423	УИК №5424	УИК №5425	УИК №5426	УИК №5427					
1	"Число избирателей, внесенных в список избирателей"	16275	2448	594	1000	135	219	483	511	555	205	347	534	366	157	549	190	755	374	207	331	333	243	1076	989	107	1625	1165	777					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16399	2449	600	1000	150	250	500	530	600	230	360	550	400	190	560	210	770	350	250	340	350	250	1080	930	120	1500	1140	740					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6284	1059	147	422	58	81	153	148	258	97	95	149	138	63	232	84	222	111	107	121	159	82	507	420	43	512	539	277					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2157	111	101	85	36	66	123	118	129	38	103	143	57	19	69	38	257	98	41	36	45	15	70	73	3	94	85	104					
6	Число погашенных избирательных бюллетеней	7958	1279	352	493	56	103	224	264	213	95	162	258	205	108	259	88	291	141	102	183	146	153	503	437	74	894	516	359					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2157	111	101	85	36	66	123	118	129	38	103	143	57	19	69	38	257	98	41	36	45	15	70	73	3	94	85	104					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6283	1059	147	422	58	81	153	148	258	97	95	149	138	63	232	84	222	111	107	121	158	82	507	420	43	512	539	277					
9	Число недействительных избирательных бюллетеней	168	20	3	10	2	2	4	3	4	2	4	14	4	2	8	8	9	3	2	1	10	0	14	10	0	11	5	13					
10	Число действительных избирательных бюллетеней	8272	1150	245	497	92	145	272	263	383	133	194	278	191	80	293	114	470	206	146	156	193	97	563	483	46	595	619	368					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	320	40	10	15	5	5	10	13	15	10	10	15	7	3	11	4	15	7	5	6	6	15	13	17	3	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	92	34	2	13	1	0	7	1	1	0	0	2	2	0	0	0	7	0	0	0	0	0	1	2	0	11	7	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	130	10	3	3	1	3	2	2	2	1	1	3	1	1	6	0	3	0	1	21	3	2	5	4	0	16	15	21					
14	Число погашенных неиспользованных открепительных удостоверений	228	6	8	2	4	5	3	12	14	10	10	13	5	3	11	4	8	7	5	6	6	15	12	15	3	9	13	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1701	277	54	127	30	22	46	61	59	17	40	59	57	17	62	19	76	46	22	32	27	21	124	116	10	112	114	54					
		20.15%	23.68%	21.77%	25.05%	31.91%	14.97%	16.67%	22.93%	15.25%	12.59%	20.20%	20.21%	29.23%	20.73%	20.60%	15.57%	15.87%	22.01%	14.86%	20.38%	13.30%	21.65%	21.49%	23.53%	21.74%	18.48%	18.27%	14.17%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1501	232	52	116	16	52	58	38	68	35	25	57	39	11	39	16	87	29	33	35	30	16	102	79	10	100	95	31					
		17.78%	19.83%	20.97%	22.88%	17.02%	35.37%	21.01%	14.29%	17.57%	25.93%	12.63%	19.52%	20.00%	13.41%	12.96%	13.11%	18.16%	13.88%	22.30%	22.29%	14.78%	16.49%	17.68%	16.02%	21.74%	16.50%	15.22%	8.14%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	9	1	6	2	0	2	3	8	1	7	3	4	0	5	1	5	2	1	2	2	1	5	3	0	9	2	2					
		1.02%	0.77%	0.40%	1.18%	2.13%	0.00%	0.72%	1.13%	2.07%	0.74%	3.54%	1.03%	2.05%	0.00%	1.66%	0.82%	1.04%	0.96%	0.68%	1.27%	0.99%	1.03%	0.87%	0.61%	0.00%	1.49%	0.32%	0.52%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1236	238	35	116	11	24	41	40	33	3	12	29	16	7	44	12	45	17	27	15	27	17	95	66	3	98	108	57					
		14.64%	20.34%	14.11%	22.88%	11.70%	16.33%	14.86%	15.04%	8.53%	2.22%	6.06%	9.93%	8.21%	8.54%	14.62%	9.84%	9.39%	8.13%	18.24%	9.55%	13.30%	17.53%	16.46%	13.39%	6.52%	16.17%	17.31%	14.96%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	112	19	1	5	3	0	1	1	7	0	1	5	1	1	4	3	2	2	2	1	4	5	10	8	0	8	15	3					
		1.33%	1.62%	0.40%	0.99%	3.19%	0.00%	0.36%	0.38%	1.81%	0.00%	0.51%	1.71%	0.51%	1.22%	1.33%	2.46%	0.42%	0.96%	1.35%	0.64%	1.97%	5.15%	1.73%	1.62%	0.00%	1.32%	2.40%	0.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3597	370	102	120	29	47	124	119	207	75	106	122	74	43	137	63	254	110	60	71	102	35	226	210	23	264	284	220					
		42.62%	31.62%	41.13%	23.67%	30.85%	31.97%	44.93%	44.74%	53.49%	55.56%	53.54%	41.78%	37.95%	52.44%	45.51%	51.64%	53.03%	52.63%	40.54%	45.22%	50.25%	36.08%	39.17%	42.60%	50.00%	43.56%	45.51%	57.74%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	39	5	0	7	1	0	0	1	1	2	3	3	0	1	2	0	1	0	1	0	1	2	1	1	0	4	1	1					
		0.46%	0.43%	0.00%	1.38%	1.06%	0.00%	0.00%	0.38%	0.26%	1.48%	1.52%	1.03%	0.00%	1.22%	0.66%	0.00%	0.21%	0.00%	0.68%	0.00%	0.49%	2.06%	0.17%	0.20%	0.00%	0.66%	0.16%	0.26%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
