Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Каракулинская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018					
1	"Число избирателей, внесенных в список избирателей"	10546	924	340	553	387	310	271	854	432	471	476	491	520	444	830	804	790	838	811					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9450	800	300	500	300	300	250	750	400	450	450	450	450	400	750	750	700	750	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5996	413	197	302	247	223	147	419	155	126	310	344	342	310	482	492	523	478	486					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	831	150	24	44	25	13	9	94	111	157	20	21	21	23	26	25	8	41	19					
6	Число погашенных избирательных бюллетеней	2623	237	79	154	28	64	94	237	134	167	120	85	87	67	242	233	169	231	195					
7	Число избирательных бюллетеней в переносных ящиках для голосования	831	150	24	44	25	13	9	94	111	157	20	21	21	23	26	25	8	41	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5984	413	195	302	247	223	147	418	155	126	310	344	333	310	482	492	523	478	486					
9	Число недействительных избирательных бюллетеней	125	19	4	13	1	5	7	9	5	3	9	10	3	5	6	6	6	8	6					
10	Число действительных избирательных бюллетеней	6690	544	215	333	271	231	149	503	261	280	321	355	351	328	502	511	525	511	499					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	200	10	10	10	10	10	10	10	10	10	10	10	15	25	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	81	2	0	2	6	6	2	5	2	0	2	7	15	8	5	4	4	9	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	6	4	7	10	3	1	12	3	3	2	6	9	5	3	4	2	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	119	8	10	8	4	4	8	5	8	10	8	3	0	17	5	6	6	1	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	557	34	21	17	24	20	11	43	20	23	16	20	25	14	61	35	52	60	61					
		8.17%	6.04%	9.59%	4.91%	8.82%	8.47%	7.05%	8.40%	7.52%	8.13%	4.85%	5.48%	7.06%	4.20%	12.01%	6.77%	9.79%	11.56%	12.08%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1079	83	9	46	60	32	29	61	51	41	29	41	66	62	96	116	107	65	85					
		15.83%	14.74%	4.11%	13.29%	22.06%	13.56%	18.59%	11.91%	19.17%	14.49%	8.79%	11.23%	18.64%	18.62%	18.90%	22.44%	20.15%	12.52%	16.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	7	1	3	2	0	1	6	3	1	3	4	1	0	7	7	9	4	4					
		0.92%	1.24%	0.46%	0.87%	0.74%	0.00%	0.64%	1.17%	1.13%	0.35%	0.91%	1.10%	0.28%	0.00%	1.38%	1.35%	1.69%	0.77%	0.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1105	127	36	81	23	42	14	74	30	34	24	46	42	60	88	96	87	109	92					
		16.21%	22.56%	16.44%	23.41%	8.46%	17.80%	8.97%	14.45%	11.28%	12.01%	7.27%	12.60%	11.86%	18.02%	17.32%	18.57%	16.38%	21.00%	18.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	2	2	7	1	6	1	2	2	2	0	2	2	2	7	0	3	13	4					
		0.85%	0.36%	0.91%	2.02%	0.37%	2.54%	0.64%	0.39%	0.75%	0.71%	0.00%	0.55%	0.56%	0.60%	1.38%	0.00%	0.56%	2.50%	0.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3804	290	146	178	157	131	93	314	155	177	247	242	211	190	241	257	265	259	251					
		55.82%	51.51%	66.67%	51.45%	57.72%	55.51%	59.62%	61.33%	58.27%	62.54%	74.85%	66.30%	59.60%	57.06%	47.44%	49.71%	49.91%	49.90%	49.70%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	1	0	1	4	0	0	3	0	2	2	0	4	0	2	0	2	1	2					
		0.35%	0.18%	0.00%	0.29%	1.47%	0.00%	0.00%	0.59%	0.00%	0.71%	0.61%	0.00%	1.13%	0.00%	0.39%	0.00%	0.38%	0.19%	0.40%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
