Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
"Наименование Избирательной комиссии:    Барнаул, Центральная"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №1885	УИК №1886	УИК №1887					
1	"Число избирателей, внесенных в список избирателей"	101535	2911	2831	2325	1730	2141	2612	2806	2596	2836	1090	2417	1829	1770	2893	2570	1683	2517	2627	2229	2662	2339	2717	2847	2095	2640	2088	2021	2452	1210	2241	2028	1771	1820	1006	2167	1738	2161	2114	2437	1863	2467	2390	1116	1673	1255	849	1274	1681					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	73300	2100	2000	1700	1300	1600	1800	2000	1900	2100	800	1600	1300	1300	2000	1800	1200	1800	1800	1600	1900	1700	1900	2000	1500	1900	1500	1400	1700	800	1600	1400	1300	1300	700	1500	1200	1500	1500	1700	1300	1700	1700	800	2100	1300	600	900	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	50066	1513	1692	1494	996	1288	1598	1612	1594	1668	535	1176	742	803	1156	1340	670	993	821	1046	1271	763	834	993	651	1125	742	789	951	495	1426	1257	1024	890	522	1065	976	1270	951	937	845	1176	1196	509	1673	1203	346	517	932					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2598	40	53	33	61	34	33	39	35	35	61	115	20	40	60	33	15	53	279	59	38	57	46	31	49	30	32	34	281	53	50	44	36	16	36	79	32	76	28	119	40	36	57	56	0	41	29	51	23					
6	Число погашенных избирательных бюллетеней	20636	547	255	173	243	278	169	349	271	397	204	309	538	457	784	427	515	754	700	495	591	880	1020	976	800	745	726	577	468	252	124	99	240	394	142	356	192	154	521	644	415	488	447	235	427	56	225	332	245					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2597	40	53	33	61	34	33	39	35	35	61	115	20	40	60	33	15	53	279	59	38	57	46	31	49	30	32	33	281	53	50	44	36	16	36	79	32	76	28	119	40	36	57	56	0	41	29	51	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50034	1509	1692	1493	995	1288	1598	1610	1594	1668	535	1176	742	802	1156	1339	668	993	821	1046	1269	763	831	992	651	1125	742	788	951	495	1424	1257	1024	888	522	1064	976	1265	951	937	845	1175	1196	509	1671	1203	346	517	932					
9	Число недействительных избирательных бюллетеней	1098	17	26	29	24	17	39	19	20	19	11	19	17	10	20	84	14	21	22	14	32	20	25	14	10	18	16	31	38	13	33	18	13	23	7	24	20	33	11	12	17	33	29	9	38	84	11	14	10					
10	Число действительных избирательных бюллетеней	51533	1532	1719	1497	1032	1305	1592	1630	1609	1684	585	1272	745	832	1196	1288	669	1025	1078	1091	1275	800	852	1009	690	1137	758	790	1194	535	1441	1283	1047	881	551	1119	988	1308	968	1044	868	1178	1224	556	1633	1160	364	554	945					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1506	61	40	30	30	30	42	41	50	44	30	30	30	30	33	42	30	30	30	30	30	30	30	30	30	30	30	30	30	30	33	30	30	30	30	30	30	35	30	30	30	30	30	30	0	0	30	37	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1344	60	40	30	28	30	42	40	49	44	20	30	22	21	33	42	28	30	29	30	30	25	24	25	25	30	24	30	30	18	33	25	29	28	16	30	30	35	21	29	14	26	30	20	0	0	8	37	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1632	21	49	45	21	30	29	18	38	26	38	36	28	29	31	41	15	24	41	30	27	25	21	18	17	18	12	22	78	39	21	23	9	14	14	14	24	35	11	15	6	14	12	14	117	394	4	11	13					
14	Число погашенных неиспользованных открепительных удостоверений	162	1	0	0	2	0	0	1	1	0	10	0	8	9	0	0	2	0	1	0	0	5	6	5	5	0	6	0	0	12	0	5	1	2	14	0	0	0	9	1	16	4	0	10	0	0	22	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	294	14	9	23	8	9	10	6	9	12	7	8	11	3	9	2	3	11	3	10	6	3	8	7	7	10	5	12	5	2	4	1	4	2	0	5	6	6	7	4	1	6	3	2	0	0	0	9	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
