Выборы Президента Российской Федерации																																																																
Дата голосования: 02.03.2008																																																																
																																																																
Наименование Избирательной комиссии:    Киселевская городская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
	Число участковых избирательных комиссий	57																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	57																																																														
																																																																
		Сумма	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415					
1	"Число избирателей, включенных в списки избирателей"	82563	1283	666	1095	1768	1302	1908	1235	2322	849	1948	2122	2166	1156	1512	1681	747	1048	1123	1270	1918	2183	1692	1825	1396	1044	1288	670	1937	1120	2313	1100	1810	1745	2819	268	1913	1730	1325	1894	1484	1517	1902	726	831	294	1632	1436	927	1700	1105	2470	942	1051	1252	979	2114	1010					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	84270	1400	630	1100	1800	1300	1900	1200	2300	800	1900	2200	2300	1200	2000	1600	700	1100	1100	1300	1900	2200	1700	1800	1400	1100	1300	800	2000	1200	2350	1100	1800	1800	2700	260	2000	1800	1400	1900	1500	1500	1900	770	850	310	1900	1500	1000	1700	1100	2300	1000	1000	1200	1000	2300	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	70607	851	560	1043	1442	1114	1212	1120	2210	650	1365	1821	1960	1054	1110	1190	530	912	1003	1129	1830	2083	1547	1444	1320	919	1144	571	1755	779	2111	642	1631	1622	2527	220	1697	1510	1184	1670	1287	1418	1767	607	766	240	1472	1292	845	1533	926	2102	851	649	1005	612	1834	919					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5967	333	67	14	184	83	334	77	67	69	364	132	103	45	184	140	56	83	70	49	49	41	64	232	52	104	58	32	165	166	106	421	90	40	78	40	43	81	60	44	63	21	58	76	33	53	90	70	24	99	73	193	48	68	143	271	118	46					
6	Число погашенных избирательных бюллетеней	7696	216	3	43	174	103	354	3	23	81	171	247	237	101	706	270	114	105	27	122	21	76	89	124	28	77	98	197	80	255	133	37	79	138	95	0	260	209	156	186	150	61	75	87	51	17	338	138	131	68	101	5	101	283	52	117	348	135					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5967	333	67	14	184	83	334	77	67	69	364	132	103	45	184	140	56	83	70	49	49	41	64	232	52	104	58	32	165	166	106	421	90	40	78	40	43	81	60	44	63	21	58	76	33	53	90	70	24	99	73	193	48	68	143	271	118	46					
8	Число бюллетеней в стационарных ящиках для голосования	70607	851	560	1043	1442	1114	1212	1120	2210	650	1365	1821	1960	1054	1110	1190	530	912	1003	1129	1830	2083	1547	1444	1320	919	1144	571	1755	779	2111	642	1631	1622	2527	220	1697	1510	1184	1670	1287	1418	1767	607	766	240	1472	1292	845	1533	926	2102	851	649	1005	612	1834	919					
9	Число недействительных избирательных бюллетеней	3652	6	37	54	274	12	43	76	0	1	55	431	103	98	94	123	30	59	0	79	20	178	69	24	10	68	7	42	238	94	57	20	54	23	0	0	39	29	28	58	24	17	50	19	8	14	54	34	50	190	144	188	20	9	124	56	9	9					
10	Число действительных избирательных бюллетеней	72922	1178	590	1003	1352	1185	1503	1121	2277	718	1674	1522	1960	1001	1200	1207	556	936	1073	1099	1859	1946	1542	1652	1362	955	1195	561	1682	851	2160	1043	1667	1639	2605	260	1701	1562	1216	1656	1326	1422	1775	664	791	279	1508	1328	819	1442	855	2107	879	708	1024	827	1943	956					
11	Число полученных открепительных  удостоверений	1300	10	5	14	20	20	20	15	45	10	30	20	35	15	25	15	8	10	20	15	20	30	30	25	20	10	20	10	20	15	45	15	25	30	60	3	50	40	30	40	25	25	30	10	25	15	20	30	10	30	10	30	10	25	10	10	60	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1181	10	4	13	20	15	20	9	45	10	24	16	35	15	23	13	8	8	14	15	16	30	27	20	20	10	20	6	20	15	45	6	25	30	60	3	50	32	30	40	25	25	15	10	6	15	16	28	7	30	6	30	10	21	10	10	60	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	613	15	5	12	13	4	8	5	29	10	3	4	5	6	16	37	4	3	4	26	8	10	11	5	6	4	12	18	27	8	14	10	8	8	11	4	15	9	8	9	15	3	18	1	8	14	13	9	14	10	6	18	2	14	18	18	12	6					
14	Число неиспользованных открепительных удостоверений	119	0	1	1	0	5	0	6	0	0	6	4	0	0	2	2	0	2	6	0	4	0	3	5	0	0	0	4	0	0	0	9	0	0	0	0	0	8	0	0	0	0	15	0	19	0	4	2	3	0	4	0	0	4	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	17	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	Богданов Андрей Владимирович	1253	8	16	21	9	16	10	4	190	71	11	19	37	10	12	14	20	12	75	26	64	12	16	16	10	20	9	5	8	9	22	11	69	14	46	16	58	21	30	18	17	9	10	11	4	2	9	13	8	10	3	39	8	5	14	12	14	10					
		1.64%	0.68%	2.55%	1.99%	0.55%	1.34%	0.65%	0.33%	8.34%	9.87%	0.64%	0.97%	1.79%	0.91%	0.93%	1.05%	3.41%	1.21%	6.99%	2.21%	3.41%	0.56%	0.99%	0.95%	0.73%	1.96%	0.75%	0.83%	0.42%	0.95%	0.99%	1.03%	4.01%	0.84%	1.77%	6.15%	3.33%	1.32%	2.41%	1.05%	1.26%	0.63%	0.55%	1.61%	0.50%	0.68%	0.58%	0.95%	0.92%	0.61%	0.30%	1.70%	0.89%	0.70%	1.22%	1.36%	0.72%	1.04%					
19	Жириновский Владимир Вольфович	11807	239	94	159	178	142	88	182	318	129	156	683	308	122	134	168	85	146	161	165	317	445	276	251	202	164	236	91	194	96	199	142	313	292	415	39	261	249	199	272	223	252	277	117	163	51	249	127	139	257	110	391	141	102	184	108	407	199					
		15.42%	20.19%	14.99%	15.04%	10.95%	11.86%	5.69%	15.20%	13.97%	17.94%	9.02%	34.97%	14.93%	11.10%	10.36%	12.63%	14.51%	14.67%	15.00%	14.01%	16.87%	20.95%	17.13%	14.98%	14.72%	16.03%	19.63%	15.09%	10.10%	10.16%	8.98%	13.36%	18.19%	17.57%	15.93%	15.00%	15.00%	15.65%	15.99%	15.87%	16.52%	17.51%	15.18%	17.13%	20.40%	17.41%	15.94%	9.32%	15.99%	15.75%	11.01%	17.04%	15.68%	14.23%	16.03%	12.23%	20.85%	20.62%					
20	Зюганов Геннадий Андреевич	7403	161	57	96	33	195	93	107	198	22	190	39	198	111	132	120	46	89	97	115	201	130	146	210	148	73	121	50	156	171	367	202	105	187	331	26	165	169	132	184	154	168	228	65	73	24	196	178	73	49	58	100	111	135	36	102	197	83					
