Выборы Президента Российской Федерации																																																											
																																																											
"Наименование Избирательной комиссии:    Сочи, Лазаревская"																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4436	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452					
1	"Число избирателей, внесенных в список"	60450	193	217	903	351	990	634	1532	436	995	104	2147	603	1678	1232	2146	2384	1425	1128	1768	716	677	1006	1360	794	797	708	1482	875	871	932	750	1303	897	680	2734	541	2170	1161	913	715	2708	1202	2454	2510	2665	897	804	1655	110	1054	823	620					
2	Число полученных избирательных бюллетеней	64094	250	240	930	370	1100	680	1500	450	1080	115	2200	660	1900	1400	2300	2500	1400	1400	1900	700	550	1000	1500	900	800	700	1500	800	1100	1050	780	1400	990	760	2400	650	2300	1400	1000	880	2700	1200	2500	2700	2800	890	1000	1700	139	1200	960	770					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	34506	134	186	412	241	473	337	711	197	470	95	1278	389	1131	828	1205	1308	700	749	1002	435	372	488	636	527	509	428	756	449	485	545	549	728	460	471	1506	386	1133	784	540	407	1732	582	1401	1378	1426	273	634	883	105	662	574	416					
5	"Число избирательных бюллетеней, выданных вне помещения"	2061	22	2	65	15	108	37	68	28	83	0	45	16	38	18	17	26	5	17	44	17	54	73	125	36	20	4	64	65	18	9	22	20	11	0	36	0	125	0	53	38	40	29	33	12	14	197	76	140	0	13	9	54					
6	Число погашенных избирательных бюллетеней	27527	94	52	453	114	519	306	721	225	527	20	877	255	731	554	1078	1166	695	634	854	248	124	439	739	337	271	268	680	286	597	496	209	652	519	289	858	264	1042	616	407	435	928	589	1066	1310	1360	420	290	677	34	525	377	300					
7	Число избирательных бюллетеней в переносных ящиках	2061	22	2	65	15	108	37	68	28	83	0	45	16	38	18	17	26	5	17	44	17	54	73	125	36	20	4	64	65	18	9	22	20	11	0	36	0	125	0	53	38	40	29	33	12	14	197	76	140	0	13	9	54					
8	Число бюллетеней в стационарных ящиках для голосования	34506	134	186	412	241	473	337	711	197	470	95	1278	389	1131	828	1205	1308	700	749	1002	435	372	488	636	527	509	428	756	449	485	545	549	728	460	471	1506	386	1133	784	540	407	1732	582	1401	1378	1426	273	634	883	105	662	574	416					
9	Число недействительных избирательных бюллетеней	284	2	0	11	1	6	3	8	2	3	0	9	3	2	10	8	10	8	4	6	2	2	1	1	2	16	2	11	9	1	9	5	16	5	5	17	1	5	0	1	0	19	4	13	10	8	2	3	8	0	8	1	1					
10	Число действительных избирательных бюллетеней	36283	154	188	466	255	575	371	771	223	550	95	1314	402	1167	836	1214	1324	697	762	1040	450	424	560	760	561	513	430	809	505	502	545	566	732	466	466	1525	385	1253	784	592	445	1753	607	1421	1380	1432	468	707	1015	105	667	582	469					
11	Число полученных открепительных  удостоверений	800	10	10	10	10	20	10	20	10	10	10	20	10	20	10	30	20	20	20	20	10	10	10	20	10	10	10	20	10	20	20	10	20	10	10	20	10	20	20	10	10	20	20	30	30	30	10	20	20	10	10	10	10					
12	Число выданных открепительных удостоверений	286	2	1	3	3	4	3	4	2	2	0	9	5	14	4	13	13	7	5	10	1	2	4	3	8	2	3	8	5	4	13	4	5	2	1	15	9	12	3	4	4	13	3	14	17	6	3	2	0	3	1	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	612	1	1	3	9	0	2	26	4	6	1	7	5	6	7	6	3	9	2	15	4	14	2	6	26	2	1	6	51	4	2	8	6	3	0	2	3	15	47	33	4	231	5	1	3	12	2	0	0	1	2	1	2					
14	Число неиспользованных открепительных удостоверений	514	8	9	7	7	16	7	16	8	8	10	11	5	6	6	17	7	13	15	10	9	8	6	17	2	8	7	12	5	16	7	6	15	8	9	5	1	8	17	6	6	7	17	16	13	24	7	18	20	7	9	7	5					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	1200	2	3	9	6	6	4	25	12	19	3	64	25	45	45	58	58	37	27	40	18	12	22	11	19	4	16	32	23	10	20	27	27	9	15	24	4	33	27	8	12	56	25	58	47	62	11	2	21	1	29	20	7					
		3.28%	1.28%	1.60%	1.89%	2.34%	1.03%	1.07%	3.21%	5.33%	3.44%	3.16%	4.84%	6.17%	3.85%	5.32%	4.75%	4.35%	5.25%	3.52%	3.82%	3.98%	2.82%	3.92%	1.45%	3.37%	0.76%	3.70%	3.90%	4.47%	1.99%	3.61%	4.73%	3.61%	1.91%	3.18%	1.56%	1.04%	2.62%	3.44%	1.35%	2.70%	3.16%	4.09%	4.04%	3.38%	4.31%	2.34%	0.28%	2.05%	0.95%	4.30%	3.43%	1.49%					
19	. Малышкин Олег Александрович	452	2	0	1	5	9	6	13	2	9	0	13	5	11	13	23	29	12	11	21	9	10	7	7	4	5	3	18	9	0	13	1	3	2	2	9	6	18	6	7	12	22	5	16	29	20	1	3	4	1	6	6	3					
		1.24%	1.28%	0.00%	0.21%	1.95%	1.55%	1.60%	1.67%	0.89%	1.63%	0.00%	0.98%	1.23%	0.94%	1.54%	1.88%	2.17%	1.70%	1.44%	2.01%	1.99%	2.35%	1.25%	0.92%	0.71%	0.95%	0.69%	2.20%	1.75%	0.00%	2.35%	0.18%	0.40%	0.42%	0.42%	0.58%	1.55%	1.43%	0.77%	1.18%	2.70%	1.24%	0.82%	1.12%	2.09%	1.39%	0.21%	0.42%	0.39%	0.95%	0.89%	1.03%	0.64%					
20	. Миронов Сергей Михайлович	191	3	0	1	0	2	1	5	2	3	0	3	1	7	5	8	7	5	7	11	2	6	5	1	5	3	2	3	2	1	3	1	4	2	2	7	0	6	7	5	2	8	3	9	6	11	1	2	2	3	3	0	3					
		0.52%	1.92%	0.00%	0.21%	0.00%	0.34%	0.27%	0.64%	0.89%	0.54%	0.00%	0.23%	0.25%	0.60%	0.59%	0.65%	0.52%	0.71%	0.91%	1.05%	0.44%	1.41%	0.89%	0.13%	0.89%	0.57%	0.46%	0.37%	0.39%	0.20%	0.54%	0.18%	0.53%	0.42%	0.42%	0.45%	0.00%	0.48%	0.89%	0.84%	0.45%	0.45%	0.49%	0.63%	0.43%	0.76%	0.21%	0.28%	0.20%	2.86%	0.44%	0.00%	0.64%					
21	. Путин Владимир Владимирович	27745	124	121	226	185	454	273	607	170	374	59	982	291	869	613	886	977	527	566	754	353	320	413	597	386	388	241	559	364	404	412	452	528	361	377	1307	322	971	625	490	343	1329	497	1110	1087	1077	400	638	863	92	538	474	369					
		75.87%	79.49%	64.36%	47.38%	72.27%	78.14%	72.99%	77.92%	75.56%	67.63%	62.11%	74.23%	71.85%	74.34%	72.46%	72.50%	73.24%	74.75%	73.89%	72.08%	78.10%	75.12%	73.62%	78.45%	68.56%	73.35%	55.79%	68.17%	70.82%	80.32%	74.37%	79.16%	70.59%	76.65%	80.04%	84.76%	83.42%	77.19%	79.72%	82.63%	77.08%	75.00%	81.34%	77.41%	78.20%	74.79%	85.11%	89.86%	84.36%	87.62%	79.70%	81.30%	78.51%					
22	. Хакамада Ирина Муцуовна	1242	3	14	17	8	15	12	19	5	19	2	62	20	38	24	48	55	22	38	36	16	21	25	26	20	22	18	19	16	25	15	13	20	14	11	31	6	48	26	19	12	65	21	39	47	93	19	14	21	1	15	19	8					
		3.40%	1.92%	7.45%	3.56%	3.12%	2.58%	3.21%	2.44%	2.22%	3.44%	2.11%	4.69%	4.94%	3.25%	2.84%	3.93%	4.12%	3.12%	4.96%	3.44%	3.54%	4.93%	4.46%	3.42%	3.55%	4.16%	4.17%	2.32%	3.11%	4.97%	2.71%	2.28%	2.67%	2.97%	2.34%	2.01%	1.55%	3.82%	3.32%	3.20%	2.70%	3.67%	3.44%	2.72%	3.38%	6.46%	4.04%	1.97%	2.05%	0.95%	2.22%	3.26%	1.70%					
23	. Харитонов Николай Михайлович	4335	18	46	198	38	75	66	77	27	96	28	142	48	162	109	142	144	75	78	139	32	39	77	102	113	81	126	145	74	51	59	58	130	60	56	103	37	146	73	43	46	237	44	144	114	107	26	45	84	6	58	44	67					
		11.85%	11.54%	24.47%	41.51%	14.84%	12.91%	17.65%	9.88%	12.00%	17.36%	29.47%	10.73%	11.85%	13.86%	12.88%	11.62%	10.79%	10.64%	10.18%	13.29%	7.08%	9.15%	13.73%	13.40%	20.07%	15.31%	29.17%	17.68%	14.40%	10.14%	10.65%	10.16%	17.38%	12.74%	11.89%	6.68%	9.59%	11.61%	9.31%	7.25%	10.34%	13.37%	7.20%	10.04%	8.20%	7.43%	5.53%	6.34%	8.21%	5.71%	8.59%	7.55%	14.26%					
																																																											
24	Против всех	1118	2	4	14	13	14	9	25	5	30	3	48	12	35	27	49	54	19	35	39	20	16	11	16	14	10	24	33	17	11	23	14	20	18	3	44	10	31	20	20	18	36	12	45	50	62	10	3	20	1	18	19	12					
		3.06%	1.28%	2.13%	2.94%	5.08%	2.41%	2.41%	3.21%	2.22%	5.42%	3.16%	3.63%	2.96%	2.99%	3.19%	4.01%	4.05%	2.70%	4.57%	3.73%	4.42%	3.76%	1.96%	2.10%	2.49%	1.89%	5.56%	4.02%	3.31%	2.19%	4.15%	2.45%	2.67%	3.82%	0.64%	2.85%	2.59%	2.46%	2.55%	3.37%	4.04%	2.03%	1.96%	3.14%	3.60%	4.31%	2.13%	0.42%	1.96%	0.95%	2.67%	3.26%	2.55%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
