Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва													
Дата голосования: 07.12.2003 0:00:00													
													
Наименование Избирательной комиссии:    Чукотская													
													
Сводная таблица итогов голосования  по федеральному округу													
													
		Сумма	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
1	"Число избирателей, внесенных в списки"	2959	359	146	203	434	1068	749					
2	"Число бюллетеней, полученных участковыми комиссиями"	2998	367	164	203	458	980	826					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	34	0	0	0	0	17	17					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2071	290	142	193	353	578	515					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	66	0	4	0	0	62	0					
6	Число погашенных бюллетеней	827	77	18	10	105	323	294					
7	Число бюллетеней в переносных ящиках для голосования	100	0	4	0	0	79	17					
8	Число бюллетеней в стационарных ящиках для голосования	2069	289	142	193	353	578	514					
9	Число недействительных бюллетеней	31	5	1	0	7	7	11					
10	Число действительных бюллетеней	2138	284	145	193	346	650	520					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	130	15	15	15	15	35	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	10	0	0	0	0	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2	0	0	0	0	2	0					
14	Число погашенных открепительных удостоверений	120	15	15	15	15	25	35					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0					
													
18	"1. ""ЕДИНЕНИЕ"""	91	13	3	12	10	21	32					
		4.19%	4.49%	2.05%	6.21%	2.83%	3.19%	6.02%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	72	5	1	10	15	27	14					
		3.31%	1.73%	0.68%	5.18%	4.24%	4.10%	2.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	86	10	1	6	15	27	27					
		3.96%	3.46%	0.68%	3.10%	4.24%	4.10%	5.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	34	4	0	2	4	16	8					
		1.56%	1.38%	0.0%	1.03%	1.13%	2.43%	1.50%					
22	"5. ""За Русь Святую"""	7	2	1	0	0	3	1					
		0.32%	0.69%	0.68%	0.0%	0.0%	0.45%	0.18%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	4	0	1	1	3	3					
		0.55%	1.38%	0.0%	0.51%	0.28%	0.45%	0.56%					
24	"7. ""Новый курс - Автомобильная Россия"""	9	0	0	0	0	7	2					
		0.41%	0.0%	0.0%	0.0%	0.0%	1.06%	0.37%					
25	"8. ""Народно-республиканская партия России"""	3	0	0	0	0	0	3					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%					
26	"9. ""Российская экологическая партия ""Зеленые"""	3	0	0	1	1	1	0					
		0.13%	0.0%	0.0%	0.51%	0.28%	0.15%	0.0%					
27	"10. ""Аграрная партия России"""	24	4	0	2	5	7	6					
		1.10%	1.38%	0.0%	1.03%	1.41%	1.06%	1.12%					
28	"11. ""Истинные патриоты России"""	8	2	0	0	0	3	3					
		0.36%	0.69%	0.0%	0.0%	0.0%	0.45%	0.56%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	81	17	1	5	5	22	31					
		3.73%	5.88%	0.68%	2.59%	1.41%	3.34%	5.83%					
30	"13. ""Демократическая партия России"""	14	0	0	2	5	3	4					
		0.64%	0.0%	0.0%	1.03%	1.41%	0.45%	0.75%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	2	0	2	1	1	3					
		0.41%	0.69%	0.0%	1.03%	0.28%	0.15%	0.56%					
32	"15. ""Партия СЛОН"""	2	1	0	1	0	0	0					
		0.09%	0.34%	0.0%	0.51%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	48	4	0	2	13	20	9					
		2.21%	1.38%	0.0%	1.03%	3.68%	3.04%	1.69%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	12	0	1	0	3	3	5					
		0.55%	0.0%	0.68%	0.0%	0.84%	0.45%	0.94%					
35	"18. ""ЛДПР"""	110	4	5	5	22	55	19					
		5.07%	1.38%	3.42%	2.59%	6.23%	8.37%	3.57%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	39	4	0	3	8	8	16					
		1.79%	1.38%	0.0%	1.55%	2.26%	1.21%	3.01%					
37	"20. ""Политическая партия ""Единая Россия"""	1288	188	128	122	210	348	292					
		59.38%	65.05%	87.67%	63.21%	59.49%	52.96%	54.99%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	2	2	2	3	1	1					
		0.50%	0.69%	1.36%	1.03%	0.84%	0.15%	0.18%					
39	"22. ""Развитие предпринимательства"""	2	0	0	0	1	1	0					
		0.09%	0.0%	0.0%	0.0%	0.28%	0.15%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	80	7	1	3	6	39	24					
		3.68%	2.42%	0.68%	1.55%	1.69%	5.93%	4.51%					
													
41	Против всех	93	11	1	12	18	34	17					
		4.28%	3.80%	0.68%	6.21%	5.09%	5.17%	3.20%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
