Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Частоозерская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №1174	УИК №1175	УИК №1178					
1	"Число избирателей, внесенных в список избирателей"	5210	759	968	524	166	52	268	244	41	381	117	70	282	52	307	91	80	356	53	137	67	44	151					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	5300	800	950	500	160	50	290	250	50	380	120	70	300	50	330	90	80	350	60	150	70	50	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3559	528	659	299	127	42	173	172	37	253	107	50	161	34	217	71	47	257	39	95	47	32	112					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	506	64	87	94	9	3	48	8	0	27	0	7	20	4	23	7	20	39	4	17	3	6	16					
6	Число погашенных избирательных бюллетеней	1235	208	204	107	24	5	69	70	13	100	13	13	119	12	90	12	13	54	17	38	20	12	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	506	64	87	94	9	3	48	8	0	27	0	7	20	4	23	7	20	39	4	17	3	6	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3559	528	659	299	127	42	173	172	37	253	107	50	161	34	217	71	47	257	39	95	47	32	112					
9	Число недействительных избирательных бюллетеней	56	10	13	1	3	0	1	5	1	3	0	0	3	0	4	1	0	7	4	0	0	0	0					
10	Число действительных избирательных бюллетеней	4009	582	733	392	133	45	220	175	36	277	107	57	178	38	236	77	67	289	39	112	50	38	128					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	339	35	34	25	2	5	25	15	5	15	10	5	26	5	30	10	5	20	12	20	10	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	322	35	34	25	2	5	25	15	5	15	10	5	26	5	29	10	2	20	9	18	4	8	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	85	13	24	9	1	5	1	3	1	3	1	1	1	1	1	3	2	4	1	1	2	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	2	6	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	5	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
