Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Даровская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216					
1	"Число избирателей, внесенных в списки"	11699	275	148	255	86	351	578	230	1347	794	1610	1803	834	251	619	747	222	92	219	268	248	187	353	114	68					
2	"Число бюллетеней, полученных участковыми комиссиями"	12588	330	170	270	110	390	630	250	1370	830	1657	1864	890	280	650	820	250	120	270	307	280	220	400	130	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6951	178	115	182	68	266	308	178	739	409	942	984	507	176	356	378	150	60	147	159	162	136	216	84	51					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	864	49	9	17	10	37	101	25	31	14	37	36	15	34	116	134	33	14	23	32	23	20	33	16	5					
6	Число погашенных бюллетеней	4773	103	46	71	32	87	221	47	600	407	678	844	368	70	178	308	67	46	100	116	95	64	151	30	44					
7	Число бюллетеней в переносных ящиках для голосования	864	49	9	17	10	37	101	25	31	14	37	36	15	34	116	134	33	14	23	32	23	20	33	16	5					
8	Число бюллетеней в стационарных ящиках для голосования	6948	178	115	182	68	266	308	178	739	409	939	984	507	176	356	378	150	60	147	159	162	136	216	84	51					
9	Число недействительных бюллетеней	116	6	1	3	1	4	8	4	9	12	9	3	1	5	14	8	2	3	4	5	3	1	2	8	0					
10	Число действительных бюллетеней	7696	221	123	196	77	299	401	199	761	411	967	1017	521	205	458	504	181	71	166	186	182	155	247	92	56					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	3	3	3	3	3	3	4	4	5	10	10	5	3	5	5	3	3	3	3	7	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	62	0	0	1	0	3	2	4	4	4	7	8	4	0	4	3	3	0	1	3	7	0	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	0	1	2	0	0	2	1	4	3	4	7	2	1	3	1	0	1	0	1	1	1	0	1	1					
14	Число погашенных открепительных удостоверений	38	3	3	2	3	0	1	0	0	1	3	2	1	3	1	2	0	3	2	0	0	3	0	2	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	100	2	0	2	1	7	3	6	13	3	8	9	8	3	5	6	4	0	1	3	3	1	7	2	3					
		1.28%	0.88%	0.0%	1.00%	1.28%	2.31%	0.73%	2.95%	1.68%	0.70%	0.81%	0.88%	1.53%	1.42%	1.05%	1.17%	2.18%	0.0%	0.58%	1.57%	1.62%	0.64%	2.81%	2.0%	5.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	76	0	1	1	2	2	0	1	3	3	8	14	8	3	7	14	3	0	1	1	2	1	1	0	0					
		0.97%	0.0%	0.80%	0.50%	2.56%	0.66%	0.0%	0.49%	0.38%	0.70%	0.81%	1.37%	1.53%	1.42%	1.48%	2.73%	1.63%	0.0%	0.58%	0.52%	1.08%	0.64%	0.40%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	280	7	11	1	3	10	14	6	17	14	31	16	16	11	30	36	6	5	7	5	4	5	13	6	6					
		3.58%	3.08%	8.87%	0.50%	3.84%	3.30%	3.42%	2.95%	2.20%	3.30%	3.17%	1.56%	3.06%	5.23%	6.35%	7.03%	3.27%	6.75%	4.11%	2.61%	2.16%	3.20%	5.22%	6.0%	10.71%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	134	4	4	4	2	3	16	1	11	7	19	16	2	2	9	8	2	1	5	1	2	3	6	1	5					
		1.71%	1.76%	3.22%	2.01%	2.56%	0.99%	3.91%	0.49%	1.42%	1.65%	1.94%	1.56%	0.38%	0.95%	1.90%	1.56%	1.09%	1.35%	2.94%	0.52%	1.08%	1.92%	2.40%	1.0%	8.92%					
22	"5. ""За Русь Святую"""	39	1	3	0	0	1	2	1	4	1	2	6	3	2	2	5	0	0	2	1	1	0	2	0	0					
		0.49%	0.44%	2.41%	0.0%	0.0%	0.33%	0.48%	0.49%	0.51%	0.23%	0.20%	0.58%	0.57%	0.95%	0.42%	0.97%	0.0%	0.0%	1.17%	0.52%	0.54%	0.0%	0.80%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	0	2	0	0	0	0	2	0	1	2	4	0	0	2	0	1	0	0	0	0	0	2	0	1					
		0.21%	0.0%	1.61%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.23%	0.20%	0.39%	0.0%	0.0%	0.42%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	1.78%					
24	"7. ""Новый курс - Автомобильная Россия"""	30	0	1	0	0	0	2	0	3	4	4	4	1	1	2	0	0	0	0	1	2	0	3	0	2					
		0.38%	0.0%	0.80%	0.0%	0.0%	0.0%	0.48%	0.0%	0.38%	0.94%	0.40%	0.39%	0.19%	0.47%	0.42%	0.0%	0.0%	0.0%	0.0%	0.52%	1.08%	0.0%	1.20%	0.0%	3.57%					
25	"8. ""Народно-республиканская партия России"""	18	0	0	0	0	1	2	0	2	0	1	4	0	1	1	1	0	0	0	0	0	1	1	1	2					
