Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Искательская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41					
1	"Число избирателей, внесенных в списки"	16481	292	45	80	981	30	74	503	75	506	117	132	65	36	387	130	340	663	115	122	253	32	215	177	365	372	263	87	1070	631	178	25	499	527	533	369	291	403	2263	1799	523	913					
2	"Число бюллетеней, полученных участковыми комиссиями"	15930	265	45	74	965	28	80	501	72	456	102	132	63	36	418	147	327	651	114	122	253	51	272	175	361	386	264	83	1045	611	164	34	502	519	522	369	242	364	2800	1100	508	707					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	1272	24	0	0	113	0	0	14	0	0	0	6	0	0	13	8	13	0	0	0	0	0	16	0	0	0	0	0	100	23	0	0	75	45	35	16	44	32	338	45	112	200					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9219	197	32	53	433	21	70	383	64	360	98	94	43	22	276	89	211	342	73	76	138	32	149	98	222	240	159	59	580	407	124	25	237	202	311	254	147	235	1166	873	214	410					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	261	0	0	0	19	0	4	9	2	11	0	4	2	0	9	0	9	32	0	4	0	0	3	1	8	4	1	0	11	4	20	0	10	3	12	12	7	0	8	50	0	2					
6	Число погашенных бюллетеней	5178	44	13	21	400	7	6	95	6	85	4	28	18	14	120	50	94	277	41	42	115	19	104	76	131	142	104	24	354	177	20	9	180	269	164	87	44	97	1288	132	182	95					
7	Число бюллетеней в переносных ящиках для голосования	1507	0	0	0	132	0	4	23	2	11	0	10	2	0	22	8	22	32	0	4	0	0	19	1	8	4	1	0	111	27	20	0	85	48	47	28	51	32	346	95	112	200					
8	Число бюллетеней в стационарных ящиках для голосования	9241	221	32	53	433	21	70	383	64	360	98	94	43	22	276	89	211	342	73	76	138	32	149	98	222	240	159	59	579	407	124	25	236	202	311	254	147	235	1165	872	214	412					
9	Число недействительных бюллетеней	204	2	0	2	16	0	0	8	2	9	2	1	0	0	9	3	0	12	0	0	8	3	5	3	6	4	6	0	17	13	5	0	14	3	11	7	3	1	16	8	1	4					
10	Число действительных бюллетеней	10544	219	32	51	549	21	74	398	64	362	96	103	45	22	289	94	233	362	73	80	130	29	163	96	224	240	154	59	673	421	139	25	307	247	347	275	195	266	1495	959	325	608					
