Выборы Президента Российской Федерации																																																																																																			
Дата голосования: 04.03.2012																																																																																																			
																																																																																																			
Наименование Избирательной комиссии:    Великий Новгород																																																																																																			
																																																																																																			
Сводная таблица итогов голосования																																																																																																			
																																																																																																			
	Число участковых избирательных комиссий	88																																																																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	88																																																																																																	
																																																																																																			
		Сумма	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299									
1	Число избирателей, включенных в список избирателей	184923	1484	1599	1454	2228	2171	2761	2757	2788	2020	1768	2225	2713	2675	2085	2636	2147	1861	1059	2346	1851	1052	1968	878	2126	1577	2575	2598	2575	2286	1582	2303	1629	2614	2168	2161	2710	2756	1970	2471	2627	2135	2166	2178	1799	2822	2642	2557	2605	2705	2143	2166	1714	2541	1717	2194	2249	1429	2404	1849	2258	2075	2857	1935	2558	2272	2717	1292	2404	1209	2268	2401	2211	2657	1581	2086	2073	1228	2934	1293	1853	1336	3111	2435	897	1379	1129	1838	1367									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	166400	1200	1400	1300	1800	1900	2500	2600	2500	1800	1600	2000	2500	2400	1800	2400	1900	1600	800	2100	1500	900	1700	800	1800	1400	2300	2400	2400	2100	1400	2000	1400	2300	1900	1900	2500	2500	1700	2300	2400	1900	2000	2000	1700	2600	2400	2400	2400	2500	2000	2000	1600	2300	1600	2000	2200	1300	2200	1700	2000	1900	2600	1700	2400	2100	2100	1100	2200	1100	2100	2200	2000	2500	1400	1900	1900	1100	2700	1200	1700	1200	2600	2200	800	1200	1100	1700	1200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	106905	811	874	808	1163	1255	1688	1526	1494	1303	1039	1191	1565	1657	1292	1581	1255	1060	729	1349	1040	581	1134	380	1070	828	1562	1449	1318	1377	900	1240	788	1347	1196	1173	1502	1593	1105	1611	1623	1361	1375	1371	1092	1682	1734	1601	1549	1624	1132	1326	989	1369	1065	1373	1269	851	1397	1009	1373	1322	1694	1174	1488	1323	1442	836	1401	683	1307	1342	1240	1574	1020	1209	1252	677	1598	754	1099	816	1329	1376	449	856	644	1123	878									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2723	87	11	13	69	12	14	33	35	25	19	23	22	20	30	32	14	17	10	22	129	9	27	2	258	29	7	29	14	21	12	25	35	15	33	22	27	22	7	11	18	22	8	14	7	15	14	22	31	19	22	21	22	179	10	10	14	16	20	16	18	20	22	20	18	8	11	21	35	15	7	16	26	13	8	35	18	14	26	23	17	12	514	11	4	17	11	10	11									
6	Число погашенных избирательных бюллетеней	56772	302	515	479	568	633	798	1041	971	472	542	786	913	723	478	787	631	523	61	729	331	310	539	418	472	543	731	922	1068	702	488	735	577	938	671	705	971	885	588	678	759	517	617	615	601	903	652	777	820	857	846	653	589	752	525	617	917	433	783	675	609	558	884	506	894	769	647	243	764	402	786	842	734	913	372	656	630	409	1076	423	584	372	757	813	347	327	445	567	311									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2723	87	11	13	69	12	14	33	35	25	19	23	22	20	30	32	14	17	10	22	129	9	27	2	258	29	7	29	14	21	12	25	35	15	33	22	27	22	7	11	18	22	8	14	7	15	14	22	31	19	22	21	22	179	10	10	14	16	20	16	18	20	22	20	18	8	11	21	35	15	7	16	26	13	8	35	18	14	26	23	17	12	514	11	4	17	11	10	11									
8	Число бюллетеней в стационарных ящиках для голосования	106831	811	873	806	1163	1255	1688	1526	1494	1302	1037	1187	1565	1656	1292	1580	1253	1059	729	1349	1036	581	1132	380	1068	828	1562	1447	1318	1376	900	1237	782	1346	1196	1172	1501	1593	1105	1608	1623	1359	1375	1370	1091	1681	1733	1601	1549	1624	1130	1326	989	1369	1065	1372	1268	851	1393	1009	1373	1322	1694	1174	1487	1321	1442	834	1401	682	1305	1342	1239	1574	1018	1208	1252	677	1597	753	1098	814	1329	1374	449	856	644	1123	878									
9	Число недействительных избирательных бюллетеней	1333	14	6	11	9	18	12	17	21	19	11	19	22	26	17	15	13	19	4	24	22	11	14	8	15	10	18	13	10	17	16	16	8	10	19	13	10	26	19	18	24	8	13	17	9	17	31	20	25	8	13	13	18	22	10	11	18	15	15	10	23	15	20	16	19	7	14	6	22	13	22	16	14	18	13	20	18	12	17	6	8	12	39	15	3	14	5	10	9									
10	Число действительных избирательных бюллетеней	108221	884	878	808	1223	1249	1690	1542	1508	1308	1045	1191	1565	1650	1305	1597	1254	1057	735	1347	1143	579	1145	374	1311	847	1551	1463	1322	1380	896	1246	809	1351	1210	1181	1518	1589	1093	1601	1617	1373	1370	1367	1089	1679	1716	1603	1555	1635	1139	1334	993	1526	1065	1371	1264	852	1398	1015	1368	1327	1696	1178	1486	1322	1439	849	1414	684	1290	1342	1251	1569	1013	1223	1252	679	1606	770	1107	814	1804	1370	450	859	650	1123	880									
11	Число полученных открепительных  удостоверений	3405	30	30	30	40	30	50	100	140	30	30	30	40	30	50	50	40	30	30	30	30	30	30	30	30	30	50	50	50	40	100	40	30	40	30	30	40	40	45	40	50	30	30	40	30	40	40	50	50	50	40	40	30	30	30	30	30	30	40	30	40	30	40	40	50	30	40	30	30	30	30	30	30	40	30	30	30	40	50	30	30	30	70	40	30	30	30	30	30									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2174	9	19	17	26	22	39	84	92	23	19	19	39	29	31	35	23	25	11	24	21	13	26	9	16	6	27	29	23	27	69	29	21	26	15	13	29	23	35	22	24	27	29	23	22	25	29	33	30	32	27	25	23	21	12	29	19	21	24	19	20	23	27	20	34	20	24	16	25	8	22	19	22	27	22	12	22	11	36	16	14	12	51	35	8	14	15	24	16									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1987	23	11	7	23	27	21	29	21	16	17	25	28	26	28	43	18	35	34	16	34	25	40	19	66	15	25	25	25	21	20	12	9	27	9	15	29	28	27	27	14	23	13	18	15	20	22	24	39	18	14	16	21	41	19	27	25	13	20	14	13	28	32	18	24	15	17	31	38	16	30	26	14	18	39	26	9	29	38	14	26	24	30	22	13	15	3	4	13									
