Выборы Президента Российской Федерации																																																														
Дата голосования: 02.03.2008																																																														
																																																														
Наименование Избирательной комиссии:    Ашинская городская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
	Число участковых избирательных комиссий	55																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	55																																																												
																																																														
		Сумма	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883					
1	"Число избирателей, включенных в списки избирателей"	52961	1228	779	1155	1388	827	1424	1177	1586	948	1869	796	1074	915	1225	658	1218	1483	1305	1236	1985	304	618	865	1247	1225	1107	883	1091	718	1468	632	1098	892	969	1045	1276	995	731	1089	1332	1012	1230	767	516	853	1819	532	167	115	88	195	235	1167	179	225					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49000	1150	700	1050	1300	750	1300	1100	1450	900	1700	750	1000	850	1100	600	1100	1350	1200	1100	1850	250	450	800	1200	1150	1050	850	1000	700	1350	600	1000	850	900	1000	1200	900	700	1000	1200	900	1150	700	500	800	1700	500	160	120	90	190	240	1100	180	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	28715	758	471	751	886	509	892	726	1067	614	1116	428	457	413	635	341	698	707	655	632	1226	158	271	428	567	671	567	506	588	388	704	314	600	497	535	555	778	422	457	486	537	475	619	342	324	457	893	306	92	104	82	122	98	589	96	105					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2047	35	41	19	15	44	41	28	60	19	68	20	68	38	41	94	51	19	49	98	35	16	81	22	126	48	47	25	56	32	78	10	23	13	9	27	0	16	14	18	28	67	20	75	4	55	26	22	16	0	0	22	39	73	27	29					
6	Число погашенных избирательных бюллетеней	18238	357	188	280	399	197	367	346	323	267	516	302	475	399	424	165	351	624	496	370	589	76	98	350	507	431	436	319	356	280	568	276	377	340	356	418	422	462	229	496	635	358	511	283	172	288	781	172	52	16	8	46	103	438	57	86					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2047	35	41	19	15	44	41	28	60	19	68	20	68	38	41	94	51	19	49	98	35	16	81	22	126	48	47	25	56	32	78	10	23	13	9	27	0	16	14	18	28	67	20	75	4	55	26	22	16	0	0	22	39	73	27	29					
8	Число бюллетеней в стационарных ящиках для голосования	28674	758	471	751	886	509	851	726	1067	614	1116	428	457	413	635	341	698	707	655	632	1226	158	271	428	567	671	567	506	588	388	704	314	600	497	535	555	778	422	457	486	537	475	619	342	324	457	893	306	92	104	82	122	98	589	96	105					
9	Число недействительных избирательных бюллетеней	341	11	10	6	16	13	9	13	15	11	19	9	10	3	10	4	7	5	13	5	8	4	0	6	10	4	10	9	4	6	14	0	1	8	0	5	9	10	3	1	1	3	3	3	4	1	11	2	0	0	2	0	1	5	0	4					
10	Число действительных избирательных бюллетеней	30380	782	502	764	885	540	883	741	1112	622	1165	439	515	448	666	431	742	721	691	725	1253	170	352	444	683	715	604	522	640	414	768	324	622	502	544	577	769	428	468	503	564	539	636	414	324	511	908	326	108	104	80	144	136	657	123	130					
11	Число полученных открепительных  удостоверений	268	12	3	8	6	6	9	5	10	4	5	5	9	1	3	1	3	3	1	3	7	1	1	1	15	8	10	13	15	7	15	1	3	3	11	12	4	4	2	2	4	2	3	2	2	2	3	3	1	1	1	1	2	6	2	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	235	10	3	6	5	6	9	5	9	3	5	3	9	0	3	0	2	2	1	3	6	0	1	1	15	7	10	13	15	7	15	1	3	2	10	9	4	4	1	0	3	2	2	2	2	2	2	2	0	0	1	0	1	5	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	112	1	4	1	2	1	4	7	10	1	1	2	3	2	1	2	1	1	0	4	8	2	6	1	1	3	6	1	1	2	1	0	2	2	1	4	0	0	1	2	0	2	0	1	2	2	6	0	3	0	1	0	2	1	0	0					
14	Число неиспользованных открепительных удостоверений	33	2	0	2	1	0	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	0	1	2	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	90	3	0	0	2	0	5	1	2	1	0	1	1	1	1	0	4	2	2	2	0	0	1	2	6	10	4	6	3	5	4	1	1	1	0	0	1	0	2	2	4	2	0	2	1	0	2	0	0	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																														
18	Богданов Андрей Владимирович	411	26	10	4	19	7	9	12	20	8	17	5	11	6	19	4	5	7	6	7	18	2	3	9	5	13	6	6	7	4	8	3	6	4	10	13	27	6	7	7	2	6	3	3	8	3	5	4	0	0	0	0	0	10	1	0					
