Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Нефтекумская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878					
1	"Число избирателей, внесенных в списки"	47981	2039	2030	2812	2404	2277	2098	1184	2344	1863	75	1596	1439	1389	729	867	517	513	921	1075	564	2099	1821	218	2126	215	1661	236	413	280	585	2230	1437	460	774	182	1971	1758	779					
2	"Число бюллетеней, полученных участковыми комиссиями"	47985	2027	2020	2795	2411	2291	2083	1185	2438	1858	150	1587	1422	1394	720	859	515	511	914	1079	560	2099	1825	216	2111	214	1673	236	409	278	582	2180	1437	452	767	182	1969	1761	775					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20882	834	908	1332	1129	1138	997	599	1052	905	75	724	694	744	409	362	204	204	395	436	162	902	694	115	829	136	849	182	186	123	255	845	434	101	330	96	604	630	268					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	756	23	21	22	25	28	38	7	33	10	0	37	45	20	15	8	17	0	38	69	5	55	30	0	43	4	59	3	25	0	2	20	12	19	0	0	14	2	7					
6	Число погашенных бюллетеней	26347	1170	1091	1441	1257	1125	1048	579	1353	943	75	826	683	630	296	489	294	307	481	574	393	1142	1101	101	1239	74	765	51	198	155	325	1315	991	332	437	86	1351	1129	500					
7	Число бюллетеней в переносных ящиках для голосования	756	23	21	22	25	28	38	7	33	10	0	37	45	20	15	8	17	0	38	69	5	55	30	0	43	4	59	3	25	0	2	20	12	19	0	0	14	2	7					
8	Число бюллетеней в стационарных ящиках для голосования	20874	834	906	1332	1129	1137	997	599	1052	905	75	721	694	744	409	362	204	204	395	436	162	902	694	115	829	136	849	182	186	123	255	843	434	101	330	96	604	630	268					
9	Число недействительных бюллетеней	464	16	12	14	16	19	20	6	15	7	0	13	8	11	10	10	4	14	13	10	4	13	15	0	33	4	21	20	9	5	6	25	17	6	28	3	37	0	0					
10	Число действительных бюллетеней	21166	841	915	1340	1138	1146	1015	600	1070	908	75	745	731	753	414	360	217	190	420	495	163	944	709	115	839	136	887	165	202	118	251	838	429	114	302	93	581	632	275					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	550	20	20	30	20	20	20	15	20	20	0	15	15	15	10	10	10	10	15	15	10	20	15	10	20	10	15	10	10	10	10	20	15	10	15	5	20	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	177	4	6	19	19	14	17	9	13	11	0	6	3	8	2	5	2	0	0	6	0	6	2	0	3	0	2	0	0	0	1	4	1	0	4	1	7	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	134	2	0	4	4	3	2	3	15	1	75	3	4	2	1	0	0	0	2	2	0	2	0	0	0	0	2	0	0	1	1	2	0	1	1	0	0	1	0					
14	Число погашенных открепительных удостоверений	373	16	14	11	1	6	3	6	7	9	0	9	12	7	8	5	8	10	15	9	10	14	13	10	17	10	13	10	10	10	9	16	14	10	11	4	13	14	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	399	20	15	18	20	9	11	15	16	8	3	8	8	17	4	19	8	2	6	13	6	11	13	5	18	3	15	8	12	6	5	18	4	0	12	4	25	14	0					
		1.84%	2.33%	1.61%	1.32%	1.73%	0.77%	1.06%	2.47%	1.47%	0.87%	4.0%	1.05%	1.08%	2.22%	0.94%	5.13%	3.61%	0.98%	1.38%	2.57%	3.59%	1.14%	1.79%	4.34%	2.06%	2.14%	1.65%	4.32%	5.68%	4.87%	1.94%	2.08%	0.89%	0.0%	3.63%	4.16%	4.04%	2.21%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	167	6	3	18	7	12	9	7	25	20	1	4	2	3	1	4	1	3	1	7	0	4	5	2	4	1	3	0	1	0	1	3	2	1	1	1	2	1	1					
		0.77%	0.70%	0.32%	1.32%	0.60%	1.03%	0.86%	1.15%	2.30%	2.18%	1.33%	0.52%	0.27%	0.39%	0.23%	1.08%	0.45%	1.47%	0.23%	1.38%	0.0%	0.41%	0.69%	1.73%	0.45%	0.71%	0.33%	0.0%	0.47%	0.0%	0.38%	0.34%	0.44%	0.83%	0.30%	1.04%	0.32%	0.15%	0.36%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	603	30	21	46	39	40	37	17	47	19	1	24	21	29	23	5	12	2	12	15	5	24	17	2	28	5	13	1	7	2	8	15	4	3	0	6	10	11	2					
