Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Верхнеуральский район																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518					
1	"Число избирателей, внесенных в списки"	28485	1479	1568	1130	1577	1332	1940	2148	1895	374	73	114	1109	314	366	258	168	661	169	548	302	1075	289	94	173	199	1221	209	204	108	148	99	263	513	121	204	1138	173	187	748	168	141	136	266	128	450	131	87	970	167	315	168	281	239	147					
2	"Число бюллетеней, полученных участковыми комиссиями"	25545	1305	1437	1004	1419	1192	1792	1862	1726	329	65	105	1013	284	346	226	143	591	150	482	276	1040	281	79	182	178	1077	182	184	100	126	91	229	453	111	185	991	153	172	640	150	128	124	232	113	401	117	78	842	149	276	146	247	215	126					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15238	623	657	480	757	661	1121	1033	953	227	50	64	521	172	204	148	103	314	111	209	141	618	208	54	125	145	674	166	184	81	124	91	186	281	102	129	579	106	151	466	114	97	91	174	74	227	78	56	495	102	171	104	174	159	103					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	665	40	36	40	26	19	28	0	19	0	0	0	46	0	36	10	3	42	11	68	10	27	0	5	0	0	20	0	0	0	0	0	2	22	0	0	34	8	5	14	19	13	0	8	1	8	0	0	25	7	0	5	3	5	0					
6	Число погашенных бюллетеней	9646	645	744	484	636	512	643	829	754	102	15	41	446	112	106	68	37	235	28	205	125	395	73	20	57	33	383	16	0	19	2	0	41	150	9	56	378	39	16	160	17	18	33	51	38	166	39	22	322	40	105	37	70	51	23					
7	Число бюллетеней в переносных ящиках для голосования	665	40	36	40	26	19	28	0	19	0	0	0	46	0	36	10	3	42	11	68	10	27	0	5	0	0	20	0	0	0	0	0	2	22	0	0	34	8	5	14	19	13	0	8	1	8	0	0	25	7	0	5	3	5	0					
8	Число бюллетеней в стационарных ящиках для голосования	15234	621	657	480	757	661	1121	1033	953	227	50	64	520	172	204	148	103	313	111	209	141	618	208	54	125	145	674	166	184	81	124	91	186	281	102	129	579	106	151	466	114	97	91	174	74	227	78	56	495	102	171	104	174	159	103					
9	Число недействительных бюллетеней	290	11	16	11	11	16	11	10	13	3	0	6	6	2	4	4	3	5	2	9	3	2	6	3	0	3	6	6	1	1	4	2	3	8	2	0	12	4	2	14	0	4	1	11	3	13	2	3	10	0	4	3	4	5	2					
10	Число действительных бюллетеней	15609	650	677	509	772	664	1138	1023	959	224	50	58	560	170	236	154	103	350	120	268	148	643	202	56	125	142	688	160	183	80	120	89	185	295	100	129	601	110	154	466	133	106	90	171	72	222	76	53	510	109	167	106	173	159	101					
