Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Красноармейская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312					
1	"Число избирателей, внесенных в список избирателей"	14188	1672	1475	1093	191	311	418	301	145	429	177	201	121	542	364	420	436	390	838	154	219	90	1280	231	134	134	646	504	361	911					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14146	1649	1495	1099	176	321	408	302	144	420	172	203	121	538	367	430	433	392	846	148	220	96	1250	222	131	127	640	515	360	921					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8368	1020	854	663	134	208	248	185	85	301	135	123	75	322	214	231	259	221	518	106	142	75	680	131	77	61	365	234	192	509					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	772	53	34	33	24	15	46	20	6	13	14	9	17	45	35	38	29	46	38	3	12	4	59	7	10	33	34	37	13	45					
6	Число погашенных избирательных бюллетеней	5006	576	607	403	18	98	114	97	53	106	23	71	29	171	118	161	145	125	290	39	66	17	511	84	44	33	241	244	155	367					
7	Число избирательных бюллетеней в переносных ящиках для голосования	772	53	34	33	24	15	46	20	6	13	14	9	17	45	35	38	29	46	38	3	12	4	59	7	10	33	34	37	13	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8368	1020	854	663	134	208	248	185	85	301	135	123	75	322	214	231	259	221	518	106	142	75	680	131	77	61	365	234	192	509					
9	Число недействительных избирательных бюллетеней	238	20	14	22	32	7	2	2	7	3	3	1	1	12	5	5	5	3	15	0	4	2	20	8	5	0	10	5	3	22					
10	Число действительных избирательных бюллетеней	8902	1053	874	674	126	216	292	203	84	311	146	131	91	355	244	264	283	264	541	109	150	77	719	130	82	94	389	266	202	532					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	30	30	30	5	15	15	15	15	15	15	15	15	15	15	15	15	20	20	15	15	10	30	15	15	15	20	15	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	171	19	21	10	0	15	0	0	3	9	0	5	0	1	12	7	0	5	15	1	0	8	13	0	6	0	4	9	6	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	134	29	5	9	0	4	5	1	2	5	1	2	2	2	4	5	5	8	2	2	1	2	9	1	0	1	8	6	7	6					
14	Число погашенных неиспользованных открепительных удостоверений	329	11	9	20	5	0	15	15	12	6	15	10	15	14	3	8	15	15	5	14	15	2	17	15	9	15	16	6	9	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
