Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Бердюжская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143					
1	"Число избирателей, внесенных в списки избирателей"	9646	788	549	468	736	566	553	429	176	107	420	231	437	119	133	74	215	90	668	104	645	148	81	83	641	60	40	33	381	121	62	60	326	102					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9850	816	559	471	764	574	565	416	187	111	423	233	444	121	132	75	215	90	701	103	652	160	84	79	641	62	41	33	401	127	61	59	345	105					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7511	559	434	352	617	451	410	330	147	47	354	194	332	57	131	56	191	83	470	88	465	129	78	76	457	55	32	30	304	108	52	52	277	93					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	919	56	48	38	53	51	38	49	17	45	58	24	24	60	0	12	9	5	73	12	75	15	0	3	60	2	3	2	25	10	6	1	37	8					
6	Число погашенных избирательных бюллетеней	1420	201	77	81	94	72	117	37	23	19	11	15	88	4	1	7	15	2	158	3	112	16	6	0	124	5	6	1	72	9	3	6	31	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	919	56	48	38	53	51	38	49	17	45	58	24	24	60	0	12	9	5	73	12	75	15	0	3	60	2	3	2	25	10	6	1	37	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7510	559	434	352	617	451	410	330	147	47	354	194	332	57	131	56	191	83	470	88	465	128	78	76	457	55	32	30	304	108	52	52	277	93					
9	Число недействительных избирательных бюллетеней	312	6	28	3	94	20	1	7	11	2	33	11	3	8	2	2	11	5	7	5	2	2	4	6	19	1	0	0	7	0	0	0	1	11					
10	Число действительных избирательных бюллетеней	8117	609	454	387	576	482	447	372	153	90	379	207	353	109	129	66	189	83	536	95	538	141	74	73	498	56	35	32	322	118	58	53	313	90					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	221	16	15	10	15	12	16	16	6	3	4	2	7	1	1	4	4	1	20	4	18	7	1	1	8	1	1	1	12	1	1	1	8	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	201	15	15	10	15	12	16	15	6	3	4	0	7	1	0	2	3	1	18	0	18	7	1	1	7	1	0	0	12	1	0	0	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	43	2	9	0	1	4	3	3	1	1	3	0	2	1	0	0	0	0	1	0	5	0	0	0	0	0	0	1	1	0	1	2	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	20	1	0	0	0	0	0	1	0	0	0	2	0	0	1	2	1	0	2	4	0	0	0	0	1	0	1	1	0	0	1	1	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	4	1	1	9	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
