Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Железногорская городская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №2198					
1	"Число избирателей, внесенных в списки избирателей"	80389	2155	2471	2366	2316	2465	1958	2049	1711	2203	1960	1801	1826	1974	2395	1620	1729	2084	1944	2171	1941	2004	1784	2654	2475	2161	2404	2626	2793	2299	2817	347	2271	2103	432	564	2494	2491	1878	498	258	1897					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	77050	2000	2450	2250	2250	2300	1950	1950	1700	2100	1900	1700	1700	1900	2150	1550	1650	2000	1850	2050	1850	1900	1750	2600	2400	2100	2350	2550	2700	2150	2750	300	2100	2000	400	500	2500	2450	1800	500	200	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	51556	1262	1623	1502	1542	1731	1435	1602	1130	1513	1290	1201	1192	1211	1403	999	953	1291	1230	1422	1209	1188	1108	1798	1676	1431	1588	1783	1853	1504	1885	221	1220	1206	249	289	1563	1547	1036	292	152	1226					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1040	29	17	44	35	38	33	20	16	31	53	21	18	24	136	14	44	24	14	21	31	25	21	19	23	16	21	19	16	11	11	6	33	24	2	19	23	22	21	18	7	20					
6	Число погашенных избирательных бюллетеней	24454	709	810	704	673	531	482	328	554	556	557	478	490	665	611	537	653	685	606	607	610	687	621	783	701	653	741	748	831	635	854	73	847	770	149	192	914	881	743	190	41	554					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1039	29	17	44	35	38	33	20	16	31	53	21	18	24	136	14	44	24	14	21	30	25	21	19	23	16	21	19	16	11	11	6	33	24	2	19	23	22	21	18	7	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	51479	1262	1620	1499	1540	1731	1435	1597	1128	1504	1290	1198	1191	1209	1403	999	953	1289	1228	1422	1207	1188	1103	1796	1676	1430	1583	1781	1850	1501	1873	220	1218	1205	249	289	1562	1545	1036	292	152	1225					
9	Число недействительных избирательных бюллетеней	892	26	37	36	22	33	32	29	18	30	24	18	17	22	28	26	14	19	21	24	24	24	17	31	30	31	26	24	20	37	32	3	12	15	3	12	21	28	8	3	0	15					
10	Число действительных избирательных бюллетеней	51626	1265	1600	1507	1553	1736	1436	1588	1126	1505	1319	1201	1192	1211	1511	987	983	1294	1221	1419	1213	1189	1107	1784	1669	1415	1578	1776	1846	1475	1852	223	1239	1214	248	296	1564	1539	1049	307	159	1230					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	665	10	10	20	20	30	20	60	10	20	20	10	10	10	10	10	20	10	10	10	10	10	20	20	20	20	20	40	20	20	20	10	10	10	10	10	10	15	10	10	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	403	6	7	13	11	22	13	52	2	14	14	6	5	4	6	5	3	9	7	10	7	7	9	16	12	15	15	25	18	10	13	2	6	7	3	0	4	9	4	1	2	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	223	9	8	8	3	12	2	7	11	7	7	11	4	5	6	0	3	7	5	3	3	3	1	6	5	2	8	2	3	4	11	5	3	10	8	1	5	5	4	1	7	8					
14	Число погашенных неиспользованных открепительных удостоверений	262	4	3	7	9	8	7	8	8	6	6	4	5	6	4	5	17	1	3	0	3	3	11	4	8	5	5	15	2	10	7	8	4	3	7	10	6	6	6	9	8	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
