Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Косихинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921					
1	"Число избирателей, внесенных в список избирателей"	15507	736	2870	983	214	2122	1522	637	577	764	240	181	798	171	139	743	135	395	103	236	458	205	361	66	231	140	480					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15451	730	2776	933	206	2164	1541	625	580	779	238	196	805	161	129	747	140	402	102	242	465	194	371	73	228	145	479					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7561	357	1327	454	104	970	593	291	307	401	152	106	402	112	66	456	90	222	56	127	204	108	186	10	145	62	253					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	640	34	106	59	8	58	40	17	29	41	8	8	18	17	8	25	4	15	7	8	33	15	17	0	16	11	38					
6	Число погашенных избирательных бюллетеней	7250	339	1343	420	94	1136	908	317	244	337	78	82	385	32	55	266	46	165	39	107	228	71	168	63	67	72	188					
7	Число избирательных бюллетеней в переносных ящиках для голосования	640	34	106	59	8	58	40	17	29	41	8	8	18	17	8	25	4	15	7	8	33	15	17	0	16	11	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7557	357	1323	454	104	970	593	291	307	401	152	106	402	112	66	456	90	222	56	127	204	108	186	10	145	62	253					
9	Число недействительных избирательных бюллетеней	164	4	23	8	7	21	16	7	7	9	5	3	15	0	1	4	3	6	1	4	7	0	4	0	1	0	8					
10	Число действительных избирательных бюллетеней	8033	387	1406	505	105	1007	617	301	329	433	155	111	405	129	73	477	91	231	62	131	230	123	199	10	160	73	283					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	198	8	38	11	4	23	12	8	7	9	4	3	10	4	3	9	3	6	3	4	6	3	5	2	4	3	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	129	4	38	6	0	22	5	4	7	5	3	2	3	3	2	9	1	3	0	1	3	1	0	0	1	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	0	9	1	3	6	0	2	5	2	2	2	3	4	2	1	1	2	3	3	1	1	3	1	2	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	69	4	0	5	4	1	7	4	0	4	1	1	7	1	1	0	2	3	3	3	3	2	5	2	3	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1573	72	267	109	26	206	131	74	59	87	18	13	63	14	26	63	11	61	8	52	44	39	48	0	24	16	42					
