Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Усть-Янская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641					
1	"Число избирателей, внесенных в список"	5849	476	49	1100	1010	70	836	31	256	432	873	188	315	67	73	73					
2	Число полученных избирательных бюллетеней	5941	530	50	1100	900	69	815	50	260	450	960	185	339	66	83	84					
3	"Число избирательных бюллетеней, выданных  досрочно"	53	23	0	0	0	0	0	0	0	0	7	0	15	8	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4342	372	42	730	669	64	610	28	212	353	634	162	281	39	73	73					
5	"Число избирательных бюллетеней, выданных вне помещения"	217	19	0	26	108	0	12	0	4	16	28	0	4	0	0	0					
6	Число погашенных избирательных бюллетеней	1329	116	8	344	123	5	193	22	44	81	291	23	39	19	10	11					
7	Число избирательных бюллетеней в переносных ящиках	270	42	0	26	108	0	12	0	4	16	35	0	19	8	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	4330	372	42	729	659	64	610	28	212	352	634	162	281	39	73	73					
9	Число недействительных избирательных бюллетеней	45	3	0	1	15	0	3	0	1	1	14	1	4	0	0	2					
10	Число действительных избирательных бюллетеней	4555	411	42	754	752	64	619	28	215	367	655	161	296	47	73	71					
11	Число полученных открепительных  удостоверений	291	30	5	40	40	5	30	0	20	25	40	15	30	5	3	3					
12	Число выданных открепительных удостоверений	69	3	1	13	17	1	3	0	0	6	10	0	15	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	5	0	6	17	2	1	0	0	1	1	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	222	27	4	27	23	4	27	0	20	19	30	15	15	5	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	143	17	1	24	27	4	20	0	3	8	21	0	2	0	7	9					
		3.11%	4.11%	2.38%	3.18%	3.52%	6.25%	3.22%	0.00%	1.39%	2.17%	3.14%	0.00%	0.67%	0.00%	9.59%	12.33%					
19	. Малышкин Олег Александрович	71	3	1	16	12	2	7	0	5	2	3	1	3	0	9	7					
		1.54%	0.72%	2.38%	2.12%	1.56%	3.12%	1.13%	0.00%	2.31%	0.54%	0.45%	0.62%	1.00%	0.00%	12.33%	9.59%					
20	. Миронов Сергей Михайлович	42	5	0	7	7	0	2	0	2	4	9	1	4	0	0	1					
		0.91%	1.21%	0.00%	0.93%	0.91%	0.00%	0.32%	0.00%	0.93%	1.09%	1.35%	0.62%	1.33%	0.00%	0.00%	1.37%					
21	. Путин Владимир Владимирович	3266	297	31	543	527	49	462	23	137	280	491	138	152	36	55	45					
		71.00%	71.74%	73.81%	71.92%	68.71%	76.56%	74.28%	82.14%	63.43%	76.09%	73.39%	85.19%	50.67%	76.60%	75.34%	61.64%					
22	. Хакамада Ирина Муцуовна	227	31	3	59	48	4	30	1	3	12	20	7	4	4	0	1					
		4.93%	7.49%	7.14%	7.81%	6.26%	6.25%	4.82%	3.57%	1.39%	3.26%	2.99%	4.32%	1.33%	8.51%	0.00%	1.37%					
23	. Харитонов Николай Михайлович	683	55	4	74	95	5	78	3	56	49	108	13	129	7	2	5					
		14.85%	13.29%	9.52%	9.80%	12.39%	7.81%	12.54%	10.71%	25.93%	13.32%	16.14%	8.02%	43.00%	14.89%	2.74%	6.85%					
																						
24	Против всех	123	3	2	31	36	0	20	1	9	12	3	1	2	0	0	3					
		2.67%	0.72%	4.76%	4.11%	4.69%	0.00%	3.22%	3.57%	4.17%	3.26%	0.45%	0.62%	0.67%	0.00%	0.00%	4.11%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
