Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Зейская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13913	607	289	548	1446	1117	241	189	308	198	146	405	277	90	216	106	397	222	104	422	588	343	1433	199	627	462	1145	267	355	546	620									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12810	500	250	500	1300	1000	200	180	300	190	150	400	250	80	200	110	400	250	100	400	550	350	1300	180	600	350	1100	270	350	500	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	21	1	0	59	0	10	102	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5560	235	90	170	513	415	102	97	125	86	69	159	132	46	107	36	189	139	28	149	179	105	478	100	242	148	680	128	150	189	274									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	618	33	19	14	37	117	21	12	12	3	6	28	10	0	23	6	30	19	3	19	9	70	33	7	14	9	30	6	9	19	0									
6	Число погашенных избирательных бюллетеней	6430	232	141	316	750	468	77	71	163	101	75	213	108	34	70	68	178	92	63	211	361	175	730	73	334	91	390	136	191	292	226									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	820	33	19	14	37	117	21	12	12	3	6	28	10	0	23	6	33	19	9	40	10	70	92	7	24	111	30	6	9	19	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5556	235	90	170	511	414	102	97	125	86	69	159	132	46	107	36	189	139	28	149	179	105	478	100	242	148	680	128	150	189	273									
9	Число недействительных избирательных бюллетеней	241	3	1	7	11	12	2	6	10	2	0	9	9	0	4	1	8	1	1	1	7	6	29	3	7	5	13	1	0	7	75									
10	Число действительных избирательных бюллетеней	6135	265	108	177	537	519	121	103	127	87	75	178	133	46	126	41	214	157	36	188	182	169	541	104	259	254	697	133	159	201	198									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	285	10	5	10	20	20	5	5	10	5	5	10	5	5	10	5	10	15	5	10	10	10	20	10	15	5	15	10	10	10	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	69	2	1	1	5	6	5	2	0	0	0	0	0	3	10	1	0	15	0	0	3	1	1	0	0	0	2	0	8	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	72	3	3	2	5	5	3	2	3	3	0	2	3	3	2	3	2	3	0	0	0	2	3	1	2	0	9	1	0	1	6									
14	Число погашенных неиспользованных открепительных удостоверений	216	8	4	9	15	14	0	3	10	5	5	10	5	2	0	4	10	0	5	10	7	9	19	10	15	5	13	10	2	7	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	73	1	5	0	9	1	4	2	0	0	1	4	4	1	1	0	0	0	1	1	1	2	6	1	1	5	6	1	4	7	4									
		1.14%	0.37%	4.59%	0.00%	1.64%	0.19%	3.25%	1.83%	0.00%	0.00%	1.33%	2.14%	2.82%	2.17%	0.77%	0.00%	0.00%	0.00%	2.70%	0.53%	0.53%	1.14%	1.05%	0.93%	0.38%	1.93%	0.85%	0.75%	2.52%	3.37%	1.47%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	160	7	2	7	11	11	4	0	1	5	2	3	5	1	1	4	11	0	1	11	5	5	19	1	10	4	12	2	3	6	6									
		2.51%	2.61%	1.83%	3.80%	2.01%	2.07%	3.25%	0.00%	0.73%	5.62%	2.67%	1.60%	3.52%	2.17%	0.77%	9.52%	4.95%	0.00%	2.70%	5.82%	2.65%	2.86%	3.33%	0.93%	3.76%	1.54%	1.69%	1.49%	1.89%	2.88%	2.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	203	2	5	6	23	23	0	1	1	2	2	10	7	1	4	1	7	5	0	10	3	5	33	6	5	9	14	5	6	4	3									
		3.18%	0.75%	4.59%	3.26%	4.20%	4.33%	0.00%	0.92%	0.73%	2.25%	2.67%	5.35%	4.93%	2.17%	3.08%	2.38%	3.15%	3.16%	0.00%	5.29%	1.59%	2.86%	5.79%	5.61%	1.88%	3.47%	1.97%	3.73%	3.77%	1.92%	1.10%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2496	110	34	71	168	161	59	74	59	43	37	69	52	21	65	24	106	98	14	46	47	84	148	40	114	124	312	54	85	71	106									
		39.15%	41.04%	31.19%	38.59%	30.66%	30.32%	47.97%	67.89%	43.07%	48.31%	49.33%	36.90%	36.62%	45.65%	50.00%	57.14%	47.75%	62.03%	37.84%	24.34%	24.87%	48.00%	25.96%	37.38%	42.86%	47.88%	43.94%	40.30%	53.46%	34.13%	38.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	2	0	1	1	1	0	0	4									
