Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
"Наименование Избирательной комиссии:    Киров, Первомайская"																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534					
1	"Число избирателей, внесенных в списки избирателей"	66758	2120	1877	2220	2021	2344	2251	2000	2146	2396	1897	1309	1895	1638	1277	2427	2385	2098	2370	1685	2448	1309	1634	2049	1471	1458	1593	1880	2130	2817	2953	2943	1146	1179	821	571					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	61700	2000	1700	2000	2000	2200	2100	1900	1900	2200	2000	1200	1500	1500	1200	2100	2100	2000	2100	1600	2200	1300	1500	1900	1400	1400	1500	1600	2000	2600	2700	2500	1100	1200	800	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	42253	1168	1296	1485	1434	1657	1549	1318	1409	1598	1622	809	1089	996	686	1786	1483	1365	1732	1093	1511	886	918	1142	834	782	785	903	1251	1608	1789	1675	767	720	536	571					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2527	101	74	37	35	38	55	30	40	53	66	27	235	151	25	23	31	52	29	30	23	116	49	36	46	51	70	246	44	101	143	277	83	93	17	0					
6	Число погашенных избирательных бюллетеней	16920	731	330	478	531	505	496	552	451	549	312	364	176	353	489	291	586	583	339	477	666	298	533	722	520	567	645	451	705	891	768	548	250	387	247	129					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2527	101	74	37	35	38	55	30	40	53	66	27	235	151	25	23	31	52	29	30	23	116	49	36	46	51	70	246	44	101	143	277	83	93	17	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42208	1168	1293	1484	1434	1657	1549	1318	1409	1598	1621	808	1089	996	686	1786	1481	1363	1703	1092	1510	886	918	1142	834	782	783	903	1251	1608	1788	1675	767	720	536	570					
9	Число недействительных избирательных бюллетеней	635	12	15	14	24	18	25	17	21	22	18	13	13	16	18	23	26	29	26	27	12	13	11	19	16	6	12	25	15	29	17	30	14	12	13	14					
10	Число действительных избирательных бюллетеней	44100	1257	1352	1507	1445	1677	1579	1331	1428	1629	1669	822	1311	1131	693	1786	1486	1386	1706	1095	1521	989	956	1159	864	827	841	1124	1280	1680	1914	1922	836	801	540	556					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1605	35	50	35	60	44	40	35	45	50	40	25	35	35	18	60	40	37	270	35	43	30	20	40	20	50	40	48	60	60	75	50	35	25	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1579	34	48	35	60	43	40	35	45	49	39	25	33	34	18	50	40	37	270	35	43	30	20	40	20	50	40	41	60	60	75	50	35	25	20	0					
