Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
"Наименование Избирательной комиссии:    Киров, Первомайская"																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534					
1	"Число избирателей, внесенных в список избирателей"	66770	2112	1808	2056	2032	2380	2108	1971	2093	2253	2198	1265	1486	1756	1321	1812	2343	2662	2184	1995	2613	1322	1624	2200	1644	1497	1788	1813	2213	2825	2999	2679	1217	1264	816	421					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	61850	2000	1800	2000	2000	2200	2000	1800	2000	2100	2100	1000	1300	1500	1000	1600	2100	2500	2100	2000	2500	1200	1500	2000	1500	1500	1600	1500	2100	2700	2700	2500	1100	1100	800	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31973	841	1049	1079	1102	1425	1152	1022	967	1209	1222	608	768	799	467	923	1114	1435	1178	1010	1222	769	519	755	663	641	655	642	996	1222	1443	1198	597	483	377	421					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2215	51	21	112	46	54	64	42	114	104	43	18	38	110	47	75	96	35	14	10	108	15	73	139	33	33	22	187	37	28	164	146	44	50	42	0					
6	Число погашенных избирательных бюллетеней	27661	1108	730	809	852	721	784	736	919	787	835	374	494	591	486	602	889	1030	908	980	1170	416	908	1106	804	826	923	671	1067	1450	1093	1156	459	567	381	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2214	51	21	112	46	54	64	42	114	103	43	18	38	110	47	75	96	35	14	10	108	15	73	139	33	33	22	187	37	28	164	146	44	50	42	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31964	841	1047	1076	1102	1425	1152	1022	967	1209	1222	608	768	799	467	923	1114	1434	1178	1010	1222	769	518	755	662	641	655	642	996	1222	1442	1198	597	483	377	421					
9	Число недействительных избирательных бюллетеней	782	15	15	19	16	18	27	12	22	18	14	13	9	15	9	223	22	22	22	12	65	12	12	10	8	8	6	9	11	27	30	11	21	12	7	10					
10	Число действительных избирательных бюллетеней	33396	877	1053	1169	1132	1461	1189	1052	1059	1294	1251	613	797	894	505	775	1188	1447	1170	1008	1265	772	579	884	687	666	671	820	1022	1223	1576	1333	620	521	412	411					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1805	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	150	55	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	949	29	26	19	46	34	25	28	27	25	42	9	24	19	7	23	30	40	113	53	33	20	11	20	18	25	15	16	32	38	27	40	18	7	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1104	29	24	23	31	37	23	27	17	26	35	28	32	33	19	38	39	34	51	23	31	11	9	17	14	21	14	35	14	17	33	39	15	13	7	245					
14	Число погашенных неиспользованных открепительных удостоверений	856	21	24	31	4	16	25	22	23	25	8	41	26	31	43	27	20	10	37	2	17	30	39	30	32	25	35	34	18	12	23	10	32	43	40	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	3	1	0	1	1	1	2	1	1	4	1	1	1	0	0	1	1	0	3	2	1	0	2	0	0	0	1	0	1	1	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6720	216	256	209	223	274	250	234	231	242	247	117	184	214	101	173	244	280	226	210	214	144	98	156	120	172	124	186	256	262	323	239	122	85	70	18					
		19.66%	24.22%	23.97%	17.59%	19.43%	18.53%	20.56%	21.99%	21.37%	18.45%	19.53%	18.69%	22.83%	23.54%	19.65%	17.33%	20.17%	19.06%	18.96%	20.59%	16.09%	18.37%	16.58%	17.45%	17.27%	25.52%	18.32%	22.44%	24.78%	20.96%	20.11%	17.78%	19.03%	15.95%	16.71%	4.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5225	144	155	197	191	181	171	176	146	170	154	106	108	101	78	108	179	254	207	148	194	117	108	166	129	104	123	118	195	229	252	209	90	99	73	45					
		15.29%	16.14%	14.51%	16.58%	16.64%	12.24%	14.06%	16.54%	13.51%	12.96%	12.17%	16.93%	13.40%	11.11%	15.18%	10.82%	14.79%	17.29%	17.37%	14.51%	14.59%	14.92%	18.27%	18.57%	18.56%	15.43%	18.17%	14.23%	18.88%	18.32%	15.69%	15.55%	14.04%	18.57%	17.42%	10.69%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	565	13	22	16	19	22	21	15	25	24	34	8	10	17	7	18	25	28	18	21	25	14	3	18	15	10	5	8	11	23	25	19	12	9	4	1					
