Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Пыталовская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342					
1	"Число избирателей, внесенных в списки избирателей"	10530	763	1425	1974	995	499	425	453	362	556	916	661	264	383	243	388	223					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10645	750	1415	2015	980	530	455	465	365	470	980	660	275	415	275	380	215					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5906	471	906	1177	502	297	168	257	182	281	589	283	98	222	154	226	93					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1625	28	40	77	112	104	145	184	55	143	58	199	117	71	53	118	121					
6	Число погашенных избирательных бюллетеней	3114	251	469	761	366	129	142	24	128	46	333	178	60	122	68	36	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1625	28	40	77	112	104	145	184	55	143	58	199	117	71	53	118	121					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5900	471	904	1173	502	297	168	257	182	281	589	283	98	222	154	226	93					
9	Число недействительных избирательных бюллетеней	57	5	10	6	1	3	3	5	2	4	8	2	4	2	0	2	0					
10	Число действительных избирательных бюллетеней	7468	494	934	1244	613	398	310	436	235	420	639	480	211	291	207	342	214					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	260	10	19	25	10	23	12	10	5	19	35	10	5	24	30	10	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	237	9	15	24	6	21	8	10	3	19	33	9	3	24	30	10	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	127	9	26	14	11	2	2	6	3	9	7	10	1	6	9	8	4					
14	Число погашенных неиспользованных открепительных удостоверений	23	1	4	1	4	2	4	0	2	0	2	1	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	1	2	1	1	1	0	0	0	1	0	1	1	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	224	14	27	49	20	5	7	9	8	15	15	11	7	11	5	13	8					
		2.98%	2.81%	2.86%	3.92%	3.26%	1.25%	2.24%	2.04%	3.38%	3.54%	2.32%	2.28%	3.26%	3.75%	2.42%	3.78%	3.74%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	5	11	13	3	4	2	3	2	0	4	2	2	1	0	1	0					
		0.70%	1.00%	1.17%	1.04%	0.49%	0.99%	0.64%	0.68%	0.84%	0.00%	0.62%	0.41%	0.93%	0.34%	0.00%	0.29%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	3	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0					
		0.09%	0.60%	0.00%	0.16%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	834	54	163	205	62	30	31	23	11	18	64	61	20	18	18	41	15					
		11.08%	10.82%	17.27%	16.40%	10.10%	7.48%	9.90%	5.22%	4.64%	4.25%	9.89%	12.66%	9.30%	6.14%	8.70%	11.92%	7.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	3	7	6	1	0	0	0	0	3	0	1	2	0	0	1	0					
		0.32%	0.60%	0.74%	0.48%	0.16%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.21%	0.93%	0.00%	0.00%	0.29%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	14	3	0	3	1	0	1	0	0	0	1	2	1	1	0	0	1					
		0.19%	0.60%	0.00%	0.24%	0.16%	0.00%	0.32%	0.00%	0.00%	0.00%	0.15%	0.41%	0.47%	0.34%	0.00%	0.00%	0.47%					
24	7.Политическая партия «Либерально-демократическая партия России»	772	70	101	135	64	34	23	20	41	46	87	28	12	33	27	29	22					
		10.26%	14.03%	10.70%	10.80%	10.42%	8.48%	7.35%	4.54%	17.30%	10.85%	13.45%	5.81%	5.58%	11.26%	13.04%	8.43%	10.28%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	665	34	90	116	53	43	11	52	25	35	74	21	29	25	17	34	6					
		8.84%	6.81%	9.53%	9.28%	8.63%	10.72%	3.51%	11.79%	10.55%	8.25%	11.44%	4.36%	13.49%	8.53%	8.21%	9.88%	2.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	69	3	8	13	5	10	4	4	1	5	6	1	2	1	3	2	1					
		0.92%	0.60%	0.85%	1.04%	0.81%	2.49%	1.28%	0.91%	0.42%	1.18%	0.93%	0.21%	0.93%	0.34%	1.45%	0.58%	0.47%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4749	303	511	687	401	269	230	320	147	297	384	351	136	198	137	218	160					
		63.11%	60.72%	54.13%	54.96%	65.31%	67.08%	73.48%	72.56%	62.03%	70.05%	59.35%	72.82%	63.26%	67.58%	66.18%	63.37%	74.77%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	57	2	16	15	3	3	0	5	0	1	4	1	0	3	0	3	1					
		0.76%	0.40%	1.69%	1.20%	0.49%	0.75%	0.00%	1.13%	0.00%	0.24%	0.62%	0.21%	0.00%	1.02%	0.00%	0.87%	0.47%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
