Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Пыталовская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337					
1	"Число избирателей, внесенных в список избирателей"	10275	938	983	1965	953	524	602	266	431	471	366	573	905	401	237	435	225					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8530	700	700	1400	700	500	550	250	400	450	350	500	850	350	230	400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4382	457	490	873	301	226	210	77	116	206	137	216	509	186	113	165	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1430	4	18	58	122	78	175	112	107	164	39	106	76	79	93	106	93					
6	Число погашенных избирательных бюллетеней	2718	239	192	469	277	196	165	61	177	80	174	178	265	85	24	129	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1430	4	18	58	122	78	175	112	107	164	39	106	76	79	93	106	93					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4377	457	486	873	301	225	210	77	116	206	137	216	509	186	113	165	100					
9	Число недействительных избирательных бюллетеней	68	7	11	13	7	2	0	2	2	3	5	5	5	0	3	0	3					
10	Число действительных избирательных бюллетеней	5739	454	493	918	416	301	385	187	221	367	171	317	580	265	203	271	190					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	227	21	22	38	16	12	13	6	10	10	8	21	22	9	5	9	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	144	13	14	36	8	3	6	2	3	4	4	18	22	3	2	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	144	12	17	14	11	1	24	6	4	7	2	10	3	9	4	16	4					
14	Число погашенных неиспользованных открепительных удостоверений	83	8	8	2	8	9	7	4	7	6	4	3	0	6	3	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	792	55	68	144	47	39	62	32	39	21	40	47	97	39	9	33	20					
		13.64%	11.93%	13.49%	15.47%	11.11%	12.87%	16.10%	16.93%	17.49%	5.68%	22.73%	14.60%	16.58%	14.72%	4.37%	12.18%	10.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	964	91	78	133	63	51	77	30	46	42	49	55	109	35	31	44	30					
		16.60%	19.74%	15.48%	14.29%	14.89%	16.83%	20.00%	15.87%	20.63%	11.35%	27.84%	17.08%	18.63%	13.21%	15.05%	16.24%	15.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	2	3	5	5	3	0	2	0	1	3	4	5	0	1	1	1					
		0.62%	0.43%	0.60%	0.54%	1.18%	0.99%	0.00%	1.06%	0.00%	0.27%	1.70%	1.24%	0.85%	0.00%	0.49%	0.37%	0.52%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1118	106	150	250	93	50	65	27	36	42	16	56	80	44	15	69	19					
		19.25%	22.99%	29.76%	26.85%	21.99%	16.50%	16.88%	14.29%	16.14%	11.35%	9.09%	17.39%	13.68%	16.60%	7.28%	25.46%	9.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	116	22	14	16	7	4	8	5	3	3	5	11	12	1	1	4	0					
		1.99%	4.77%	2.78%	1.72%	1.65%	1.32%	2.08%	2.65%	1.35%	0.81%	2.84%	3.42%	2.05%	0.38%	0.49%	1.48%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2698	176	179	369	200	153	172	89	96	256	57	143	277	145	146	120	120					
		46.46%	38.18%	35.52%	39.63%	47.28%	50.50%	44.68%	47.09%	43.05%	69.19%	32.39%	44.41%	47.35%	54.72%	70.87%	44.28%	62.18%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	15	2	1	1	1	1	1	2	1	2	1	1	0	1	0	0	0					
		0.26%	0.43%	0.20%	0.11%	0.24%	0.33%	0.26%	1.06%	0.45%	0.54%	0.57%	0.31%	0.00%	0.38%	0.00%	0.00%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
