Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Дновская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в списки избирателей"	12491	1609	794	1520	1166	644	816	1815	265	271	331	579	343	293	298	327	333	248	327	512					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12451	1605	794	1516	1165	613	815	1791	264	270	330	581	344	298	299	335	339	249	330	513					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6225	940	445	763	630	300	482	871	140	104	126	251	128	135	156	123	149	120	145	217					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1270	20	17	31	8	52	20	84	28	86	110	157	114	23	31	100	109	71	66	143					
6	Число погашенных избирательных бюллетеней	4956	645	332	722	527	261	313	836	96	80	94	173	102	140	112	112	81	58	119	153					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1270	20	17	31	8	52	20	84	28	86	110	157	114	23	31	100	109	71	66	143					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6205	940	445	763	630	300	482	851	140	104	126	251	128	135	156	123	149	120	145	217					
9	Число недействительных избирательных бюллетеней	43	8	3	7	4	2	0	4	3	0	2	2	0	4	2	0	1	0	1	0					
10	Число действительных избирательных бюллетеней	7432	952	459	787	634	350	502	931	165	190	234	406	242	154	185	223	257	191	210	360					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	228	16	15	16	15	15	15	16	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	56	4	3	3	3	6	2	7	2	2	0	2	0	0	1	3	1	0	7	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	52	5	5	2	4	4	6	10	2	3	2	1	0	0	1	0	0	2	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	172	12	12	13	12	9	13	9	8	8	10	8	10	10	9	7	9	10	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	280	24	12	20	23	16	14	28	10	14	6	15	17	4	3	11	11	4	30	18					
		3.75%	2.50%	2.60%	2.52%	3.61%	4.55%	2.79%	2.99%	5.95%	7.37%	2.54%	3.68%	7.02%	2.53%	1.60%	4.93%	4.26%	2.09%	14.22%	5.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	8	3	8	2	2	3	5	1	0	0	1	0	0	1	1	1	0	0	1					
		0.49%	0.83%	0.65%	1.01%	0.31%	0.57%	0.60%	0.53%	0.60%	0.00%	0.00%	0.25%	0.00%	0.00%	0.53%	0.45%	0.39%	0.00%	0.00%	0.28%					
20	3.Политическая партия «Демократическая партия России»	6	2	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0					
		0.08%	0.21%	0.22%	0.00%	0.00%	0.00%	0.20%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	877	149	70	94	102	28	86	92	9	9	10	24	30	18	26	9	41	29	19	32					
		11.73%	15.52%	15.15%	11.84%	15.99%	7.95%	17.13%	9.84%	5.36%	4.74%	4.24%	5.88%	12.40%	11.39%	13.90%	4.04%	15.89%	15.18%	9.00%	8.89%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	7	2	3	6	2	1	2	0	0	0	0	0	0	0	1	0	0	3	0					
