Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Дновская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в список избирателей"	11634	1795	1891	1005	327	1509	1286	243	228	305	502	276	418	277	305	283	220	301	463					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11610	1800	1900	1000	320	1500	1200	240	230	310	520	290	410	280	310	280	230	310	480					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4253	769	656	448	120	582	408	80	67	96	150	87	118	114	105	115	94	94	150					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1043	27	35	2	15	34	71	53	69	84	109	60	72	23	86	80	54	78	91					
6	Число погашенных избирательных бюллетеней	6314	1004	1209	550	185	884	721	107	94	130	261	143	220	143	119	85	82	138	239					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1043	27	35	2	15	34	71	53	69	84	109	60	72	23	86	80	54	78	91					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4253	769	656	448	120	582	408	80	67	96	150	87	118	114	105	115	94	94	150					
9	Число недействительных избирательных бюллетеней	84	15	14	13	1	12	5	2	0	1	2	0	6	4	4	0	3	1	1					
10	Число действительных избирательных бюллетеней	5212	781	677	437	134	604	474	131	136	179	257	147	184	133	187	195	145	171	240					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	223	20	20	20	10	18	20	5	10	10	10	10	10	5	8	10	10	12	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	153	18	12	16	1	8	7	1	8	5	10	10	5	5	8	2	10	12	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	87	2	3	7	12	9	15	0	3	1	1	1	11	4	4	4	4	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	70	2	8	4	9	10	13	4	2	5	0	0	5	0	0	8	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1258	228	173	106	30	170	105	24	43	28	34	22	56	23	42	57	35	34	48					
		23.75%	28.64%	25.04%	23.56%	22.22%	27.60%	21.92%	18.05%	31.62%	15.56%	13.13%	14.97%	29.47%	16.79%	21.99%	29.23%	23.65%	19.77%	19.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	804	113	103	66	25	96	77	11	19	27	33	19	26	33	38	20	20	39	39					
		15.18%	14.20%	14.91%	14.67%	18.52%	15.58%	16.08%	8.27%	13.97%	15.00%	12.74%	12.93%	13.68%	24.09%	19.90%	10.26%	13.51%	22.67%	16.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	9	10	3	1	1	3	2	2	0	1	2	1	0	3	0	0	2	0					
		0.76%	1.13%	1.45%	0.67%	0.74%	0.16%	0.63%	1.50%	1.47%	0.00%	0.39%	1.36%	0.53%	0.00%	1.57%	0.00%	0.00%	1.16%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1252	205	179	145	38	149	116	20	28	29	40	27	37	31	24	72	28	36	48					
		23.64%	25.75%	25.90%	32.22%	28.15%	24.19%	24.22%	15.04%	20.59%	16.11%	15.44%	18.37%	19.47%	22.63%	12.57%	36.92%	18.92%	20.93%	19.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	168	32	26	15	3	31	29	2	1	6	3	2	2	0	3	6	1	2	4					
		3.17%	4.02%	3.76%	3.33%	2.22%	5.03%	6.05%	1.50%	0.74%	3.33%	1.16%	1.36%	1.05%	0.00%	1.57%	3.08%	0.68%	1.16%	1.66%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1674	191	181	101	37	156	143	72	42	88	145	75	62	46	77	40	61	56	101					
		31.61%	23.99%	26.19%	22.44%	27.41%	25.32%	29.85%	54.14%	30.88%	48.89%	55.98%	51.02%	32.63%	33.58%	40.31%	20.51%	41.22%	32.56%	41.91%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	16	3	5	1	0	1	1	0	1	1	1	0	0	0	0	0	0	2	0					
		0.30%	0.38%	0.72%	0.22%	0.00%	0.16%	0.21%	0.00%	0.74%	0.56%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
