Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Фокинская городская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3480									
1	"Число избирателей, включенных в список избирателей"	21322	632	940	1002	1083	969	1269	1000	990	1084	1220	1048	465	751	302	1022	1058	1004	1093	1004	1085	1018	1102	181									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21035	650	900	1000	1000	1000	1100	1000	900	1100	1100	1100	650	650	300	1000	1000	1000	1100	1000	1100	1100	1100	185									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13182	423	550	587	630	499	878	586	548	579	859	751	288	548	149	582	518	652	677	627	672	675	748	156									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	272	30	16	11	20	9	10	15	8	22	17	9	0	3	3	6	21	6	10	4	12	13	8	19									
6	Число погашенных избирательных бюллетеней	7581	197	334	402	350	492	212	399	344	499	224	340	362	99	148	412	461	342	413	369	416	412	344	10									
7	Число избирательных бюллетеней в переносных ящиках для голосования	272	30	16	11	20	9	10	15	8	22	17	9	0	3	3	6	21	6	10	4	12	13	8	19									
8	Число бюллетеней в стационарных ящиках для голосования	13182	423	550	587	630	499	878	586	548	579	859	751	288	548	149	582	518	652	677	627	672	675	748	156									
9	Число недействительных избирательных бюллетеней	295	10	13	15	20	4	13	12	11	5	12	64	10	5	4	12	18	8	14	15	9	8	12	1									
