Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Боготольская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	6882	274	1168	319	131	165	832	216	498	120	70	89	655	238	713	96	92	227	56	160	49	491	78	73	72									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6999	283	1180	314	153	183	840	220	512	118	71	91	662	239	712	104	90	229	56	158	52	493	83	78	78									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3013	115	417	83	82	76	429	109	179	76	37	49	180	96	297	34	42	113	37	85	29	310	53	32	53									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	569	13	79	76	13	7	41	5	67	5	0	5	130	21	23	13	0	14	5	13	8	19	5	3	4									
6	Число погашенных избирательных бюллетеней	3417	155	684	155	58	100	370	106	266	37	34	37	352	122	392	57	48	102	14	60	15	164	25	43	21									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	569	13	79	76	13	7	41	5	67	5	0	5	130	21	23	13	0	14	5	13	8	19	5	3	4									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3013	115	417	83	82	76	429	109	179	76	37	49	180	96	297	34	42	113	37	85	29	310	53	32	53									
9	Число недействительных избирательных бюллетеней	73	4	9	0	1	4	1	5	6	1	0	0	3	7	7	1	0	2	2	3	0	13	4	0	0									
10	Число действительных избирательных бюллетеней	3509	124	487	159	94	79	469	109	240	80	37	54	307	110	313	46	42	125	40	95	37	316	54	35	57									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	249	9	42	11	6	6	30	8	18	4	3	3	23	9	25	4	3	8	2	6	2	18	3	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	6	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	10	0	0	0	1	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	1	1	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	243	9	42	11	6	5	30	7	17	4	3	3	23	9	23	4	3	8	2	6	2	18	3	2	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	29	1	6	0	0	2	4	0	1	0	0	0	5	1	3	0	0	2	0	0	1	3	0	0	0									
		0.81%	0.78%	1.21%	0.00%	0.00%	2.41%	0.85%	0.00%	0.41%	0.00%	0.00%	0.00%	1.61%	0.85%	0.94%	0.00%	0.00%	1.57%	0.00%	0.00%	2.70%	0.91%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	84	6	14	5	1	5	11	5	4	2	0	3	3	4	6	1	2	2	1	4	0	4	0	0	1									
		2.35%	4.69%	2.82%	3.14%	1.05%	6.02%	2.34%	4.39%	1.63%	2.47%	0.00%	5.56%	0.97%	3.42%	1.88%	2.13%	4.76%	1.57%	2.38%	4.08%	0.00%	1.22%	0.00%	0.00%	1.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	84	6	8	2	0	2	8	2	8	0	1	2	12	4	10	1	0	5	1	3	0	8	0	1	0									
		2.35%	4.69%	1.61%	1.26%	0.00%	2.41%	1.70%	1.75%	3.25%	0.00%	2.70%	3.70%	3.87%	3.42%	3.13%	2.13%	0.00%	3.94%	2.38%	3.06%	0.00%	2.43%	0.00%	2.86%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1932	54	271	97	66	38	316	65	136	54	35	29	169	39	122	20	19	72	21	43	29	149	31	22	35									
		53.94%	42.19%	54.64%	61.01%	69.47%	45.78%	67.23%	57.02%	55.28%	66.67%	94.59%	53.70%	54.52%	33.33%	38.13%	42.55%	45.24%	56.69%	50.00%	43.88%	78.38%	45.29%	53.45%	62.86%	61.40%									
