Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Кесовогорская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464					
1	"Число избирателей, внесенных в списки"	6959	1576	1504	205	190	217	244	125	237	126	230	401	276	390	403	108	209	269	249					
2	"Число бюллетеней, полученных участковыми комиссиями"	6945	1553	1500	208	188	221	241	128	235	126	227	409	277	395	401	116	209	267	244					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3198	936	734	72	62	95	107	72	51	49	73	231	54	143	177	56	107	83	96					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1410	55	127	57	58	52	99	25	88	45	77	70	155	137	85	29	39	133	79					
6	Число погашенных бюллетеней	2337	562	639	79	68	74	35	31	96	32	77	108	68	115	139	31	63	51	69					
7	Число бюллетеней в переносных ящиках для голосования	1410	55	127	57	58	52	99	25	88	45	77	70	155	137	85	29	39	133	79					
8	Число бюллетеней в стационарных ящиках для голосования	3194	932	734	72	62	95	107	72	51	49	73	231	54	143	177	56	107	83	96					
9	Число недействительных бюллетеней	70	18	14	0	2	2	5	0	0	2	0	4	0	1	9	1	1	3	8					
10	Число действительных бюллетеней	4534	969	847	129	118	145	201	97	139	92	150	297	209	279	253	84	145	213	167					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	30	30	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	29	13	5	0	0	0	1	1	0	0	0	5	2	0	0	0	0	2	0					
