Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Бодайбинская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139					
1	"Число избирателей, внесенных в списки"	18963	653	579	1564	1300	1201	1476	1612	1451	561	677	213	148	1721	73	1206	303	107	1448	1296	440	881	53					
2	"Число бюллетеней, полученных участковыми комиссиями"	17812	600	590	1450	1200	1100	1300	1500	1400	530	600	190	140	1600	73	1200	290	105	1400	1200	430	860	54					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	30	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7511	228	222	580	533	461	661	666	533	221	248	81	59	797	36	507	120	56	489	467	227	287	32					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	388	11	1	7	19	18	22	13	17	5	5	5	0	101	0	11	24	3	42	67	3	14	0					
6	Число погашенных бюллетеней	9858	361	367	863	648	621	617	821	850	304	347	104	81	702	37	682	146	46	869	641	200	529	22					
7	Число бюллетеней в переносных ящиках для голосования	443	11	1	7	19	18	22	13	17	5	5	5	0	101	0	11	24	3	42	92	3	44	0					
8	Число бюллетеней в стационарных ящиках для голосования	7507	228	222	580	533	460	660	666	532	221	247	81	59	797	36	507	120	56	489	467	227	287	32					
9	Число недействительных бюллетеней	70	3	1	3	5	7	6	3	6	3	3	2	0	6	0	4	2	0	3	3	6	4	0					
10	Число действительных бюллетеней	7880	236	222	584	547	471	676	676	543	223	249	84	59	892	36	514	142	59	528	556	224	327	32					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	245	10	10	15	15	15	15	15	15	10	10	5	5	15	5	15	5	5	15	15	10	15	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	36	0	0	4	6	1	2	4	2	0	2	0	0	3	0	2	0	0	6	1	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	0	0	0	2	1	1	0	0	0	0	1	1	3	0	2	0	0	1	2	1	0	1					
14	Число погашенных открепительных удостоверений	209	10	10	11	9	14	13	11	13	10	8	5	5	12	5	13	5	5	9	14	9	13	5					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	112	2	7	9	5	1	6	8	7	1	2	3	1	19	0	4	6	1	9	10	6	3	2					
		1.40%	0.83%	3.13%	1.53%	0.90%	0.20%	0.87%	1.17%	1.27%	0.44%	0.79%	3.48%	1.69%	2.11%	0.0%	0.77%	4.16%	1.69%	1.69%	1.78%	2.60%	0.90%	6.25%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	107	2	1	15	7	5	15	7	6	7	6	0	0	10	0	6	2	0	4	5	3	6	0					
		1.34%	0.83%	0.44%	2.55%	1.26%	1.04%	2.19%	1.03%	1.09%	3.09%	2.38%	0.0%	0.0%	1.11%	0.0%	1.15%	1.38%	0.0%	0.75%	0.89%	1.30%	1.81%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	274	6	4	12	20	11	26	14	24	8	3	7	1	35	0	32	9	2	25	18	4	12	1					
		3.44%	2.51%	1.79%	2.04%	3.62%	2.30%	3.81%	2.06%	4.37%	3.53%	1.19%	8.13%	1.69%	3.89%	0.0%	6.17%	6.25%	3.38%	4.70%	3.22%	1.73%	3.62%	3.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	314	15	10	29	20	17	33	43	38	10	7	2	0	28	0	19	2	1	17	16	1	6	0					
		3.94%	6.27%	4.48%	4.94%	3.62%	3.55%	4.83%	6.33%	6.92%	4.42%	2.77%	2.32%	0.0%	3.11%	0.0%	3.66%	1.38%	1.69%	3.20%	2.86%	0.43%	1.81%	0.0%					
22	"5. ""За Русь Святую"""	42	0	1	3	5	1	0	4	3	1	1	0	0	5	2	1	1	1	5	5	2	1	0					
		0.52%	0.0%	0.44%	0.51%	0.90%	0.20%	0.0%	0.58%	0.54%	0.44%	0.39%	0.0%	0.0%	0.55%	5.55%	0.19%	0.69%	1.69%	0.94%	0.89%	0.86%	0.30%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	0	0	4	1	1	2	4	1	1	0	0	0	1	0	2	0	0	2	2	1	1	0					
		0.28%	0.0%	0.0%	0.68%	0.18%	0.20%	0.29%	0.58%	0.18%	0.44%	0.0%	0.0%	0.0%	0.11%	0.0%	0.38%	0.0%	0.0%	0.37%	0.35%	0.43%	0.30%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	27	0	3	0	2	1	0	2	2	3	0	0	0	8	1	2	2	0	0	1	0	0	0					
		0.33%	0.0%	1.34%	0.0%	0.36%	0.20%	0.0%	0.29%	0.36%	1.32%	0.0%	0.0%	0.0%	0.89%	2.77%	0.38%	1.38%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.30%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	1	0	1	1	0	2	6	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0					
		0.20%	0.41%	0.0%	0.17%	0.18%	0.0%	0.29%	0.88%	0.0%	0.0%	0.0%	0.0%	1.69%	0.11%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.30%	0.0%					
27	"10. ""Аграрная партия России"""	156	3	1	11	16	14	10	11	14	4	8	2	1	18	0	2	0	2	16	12	1	5	5					
		1.96%	1.25%	0.44%	1.87%	2.89%	2.92%	1.46%	1.62%	2.55%	1.76%	3.17%	2.32%	1.69%	2.00%	0.0%	0.38%	0.0%	3.38%	3.01%	2.14%	0.43%	1.51%	15.62%					
28	"11. ""Истинные патриоты России"""	11	1	0	2	0	2	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0					
		0.13%	0.41%	0.0%	0.34%	0.0%	0.41%	0.0%	0.0%	0.18%	0.0%	0.39%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.43%	0.30%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	49	2	1	7	7	3	3	3	1	1	1	0	0	3	0	2	3	2	4	1	3	2	0					
		0.61%	0.83%	0.44%	1.19%	1.26%	0.62%	0.43%	0.44%	0.18%	0.44%	0.39%	0.0%	0.0%	0.33%	0.0%	0.38%	2.08%	3.38%	0.75%	0.17%	1.30%	0.60%	0.0%					
30	"13. ""Демократическая партия России"""	35	0	0	0	6	1	1	1	2	2	2	0	0	5	0	2	2	2	1	2	3	3	0					
		0.44%	0.0%	0.0%	0.0%	1.08%	0.20%	0.14%	0.14%	0.36%	0.88%	0.79%	0.0%	0.0%	0.55%	0.0%	0.38%	1.38%	3.38%	0.18%	0.35%	1.30%	0.90%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	0	0	1	0	1	2	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0					
		0.13%	0.0%	0.0%	0.0%	0.18%	0.0%	0.14%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.18%	0.17%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	20	1	1	1	1	0	0	0	4	1	3	0	0	1	0	2	0	0	3	1	0	1	0					
		0.25%	0.41%	0.44%	0.17%	0.18%	0.0%	0.0%	0.0%	0.72%	0.44%	1.19%	0.0%	0.0%	0.11%	0.0%	0.38%	0.0%	0.0%	0.56%	0.17%	0.0%	0.30%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	666	21	13	35	39	38	62	46	38	23	32	4	1	78	2	81	14	1	35	45	23	35	0					
		8.37%	8.78%	5.82%	5.96%	7.06%	7.94%	9.09%	6.77%	6.92%	10.17%	12.69%	4.65%	1.69%	8.68%	5.55%	15.63%	9.72%	1.69%	6.59%	8.05%	9.99%	10.57%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	1	0	0	1	1	2	1	1	0	0	0	1	8	0	0	0	0	2	1	1	1	0					
		0.26%	0.41%	0.0%	0.0%	0.18%	0.20%	0.29%	0.14%	0.18%	0.0%	0.0%	0.0%	1.69%	0.89%	0.0%	0.0%	0.0%	0.0%	0.37%	0.17%	0.43%	0.30%	0.0%					
35	"18. ""ЛДПР"""	1117	30	36	80	72	45	97	69	80	40	43	9	15	120	6	75	21	6	97	80	44	51	1					
		14.05%	12.55%	16.14%	13.62%	13.04%	9.41%	14.22%	10.16%	14.57%	17.69%	17.06%	10.46%	25.42%	13.36%	16.66%	14.47%	14.58%	10.16%	18.26%	14.31%	19.13%	15.40%	3.12%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	166	2	2	11	10	11	10	9	15	6	3	3	1	19	0	15	8	1	13	18	5	4	0					
		2.08%	0.83%	0.89%	1.87%	1.81%	2.30%	1.46%	1.32%	2.73%	2.65%	1.19%	3.48%	1.69%	2.11%	0.0%	2.89%	5.55%	1.69%	2.44%	3.22%	2.17%	1.20%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3404	105	115	271	243	199	305	317	190	80	109	43	27	422	20	190	57	28	194	231	102	137	19					
		42.81%	43.93%	51.56%	46.16%	44.02%	41.63%	44.72%	46.68%	34.60%	35.39%	43.25%	50.0%	45.76%	46.99%	55.55%	36.67%	39.58%	47.45%	36.53%	41.32%	44.34%	41.38%	59.37%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	1	0	1	2	2	1	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0					
