Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Варненская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639					
1	"Число избирателей, внесенных в списки"	22179	779	227	413	1085	157	1227	1342	2470	1757	2089	241	442	124	554	156	140	220	262	74	755	203	180	270	97	869	228	628	89	789	301	274	207	707	330	280	230	148	949	252	634					
2	"Число бюллетеней, полученных участковыми комиссиями"	20658	720	245	420	1035	157	1135	1160	2210	1565	1850	225	390	127	520	150	124	220	270	88	700	224	196	266	86	790	220	570	96	730	295	285	218	670	310	300	225	151	870	245	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13704	535	155	347	708	90	628	761	1192	872	891	196	314	93	442	122	107	140	179	41	522	128	137	182	63	586	152	392	56	530	251	205	138	472	237	220	163	105	661	204	487					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	360	8	0	0	0	0	22	11	52	30	37	3	16	0	10	1	0	0	13	0	5	6	3	0	0	5	5	23	0	21	12	2	8	21	0	0	10	8	23	0	5					
6	Число погашенных бюллетеней	6594	177	90	73	327	67	485	388	966	663	922	26	60	34	68	27	17	80	78	47	173	90	56	84	23	199	63	155	40	179	32	78	72	177	73	80	52	38	186	41	108					
7	Число бюллетеней в переносных ящиках для голосования	360	8	0	0	0	0	22	11	52	30	37	3	16	0	10	1	0	0	13	0	5	6	3	0	0	5	5	23	0	21	12	2	8	21	0	0	10	8	23	0	5					
8	Число бюллетеней в стационарных ящиках для голосования	13703	535	155	347	708	90	628	760	1192	872	891	196	314	93	442	122	107	140	179	41	522	128	137	182	63	586	152	392	56	530	251	205	138	472	237	220	163	105	661	204	487					
9	Число недействительных бюллетеней	220	9	2	0	0	3	3	3	88	0	15	2	3	0	10	0	0	1	7	0	2	1	1	6	1	5	6	9	1	16	2	0	0	6	1	0	2	2	12	0	1					
10	Число действительных бюллетеней	13843	534	153	347	708	87	647	768	1156	902	913	197	327	93	442	123	107	139	185	41	525	133	139	176	62	586	151	406	55	535	261	207	146	487	236	220	171	111	672	204	491					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	7	3	3	10	3	10	10	10	10	10	3	3	3	5	3	3	3	3	3	7	3	3	3	3	8	3	5	3	8	3	3	3	8	3	3	3	3	8	3	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	33	1	0	0	1	0	2	0	7	1	7	0	2	0	0	0	0	0	3	1	1	0	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	0	0	0	0	0	2	2	7	1	2	1	4	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0					
14	Число погашенных открепительных удостоверений	165	6	3	3	9	3	8	10	3	9	3	3	1	3	5	3	3	3	0	2	6	3	3	3	3	8	3	0	3	8	3	3	2	7	3	3	3	3	8	3	7					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	157	7	5	8	6	3	4	4	3	4	5	1	5	3	1	2	3	4	2	0	2	0	2	3	3	3	7	9	0	8	4	5	1	2	0	7	1	3	12	6	9					
		1.11%	1.28%	3.22%	2.30%	0.84%	3.33%	0.61%	0.51%	0.24%	0.44%	0.53%	0.50%	1.51%	3.22%	0.22%	1.62%	2.80%	2.85%	1.04%	0.0%	0.37%	0.0%	1.42%	1.64%	4.76%	0.50%	4.45%	2.16%	0.0%	1.45%	1.52%	2.41%	0.68%	0.40%	0.0%	3.18%	0.57%	2.65%	1.75%	2.94%	1.82%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	169	5	4	2	1	0	5	15	19	13	23	2	7	0	10	1	0	6	0	0	3	0	1	0	0	5	0	2	0	4	3	2	1	10	6	4	5	2	1	3	4					
		1.20%	0.92%	2.58%	0.57%	0.14%	0.0%	0.76%	1.94%	1.52%	1.44%	2.47%	1.00%	2.12%	0.0%	2.21%	0.81%	0.0%	4.28%	0.0%	0.0%	0.56%	0.0%	0.71%	0.0%	0.0%	0.84%	0.0%	0.48%	0.0%	0.72%	1.14%	0.96%	0.68%	2.02%	2.53%	1.81%	2.89%	1.76%	0.14%	1.47%	0.81%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	754	17	3	9	21	3	34	33	99	79	73	4	14	7	12	8	4	5	2	0	30	4	4	7	2	50	0	21	2	15	5	10	3	19	6	4	2	3	105	9	26					
		5.36%	3.13%	1.93%	2.59%	2.96%	3.33%	5.23%	4.28%	7.95%	8.75%	7.86%	2.01%	4.24%	7.52%	2.65%	6.50%	3.73%	3.57%	1.04%	0.0%	5.69%	2.98%	2.85%	3.84%	3.17%	8.46%	0.0%	5.06%	3.57%	2.72%	1.90%	4.83%	2.05%	3.85%	2.53%	1.81%	1.15%	2.65%	15.35%	4.41%	5.28%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	258	2	2	5	10	2	17	14	29	30	30	1	6	3	8	6	0	4	2	0	10	0	0	0	0	20	3	8	0	6	2	3	6	13	7	2	2	0	3	2	0					
		1.83%	0.36%	1.29%	1.44%	1.41%	2.22%	2.61%	1.81%	2.33%	3.32%	3.23%	0.50%	1.81%	3.22%	1.76%	4.87%	0.0%	2.85%	1.04%	0.0%	1.89%	0.0%	0.0%	0.0%	0.0%	3.38%	1.91%	1.92%	0.0%	1.08%	0.76%	1.44%	4.10%	2.63%	2.95%	0.90%	1.15%	0.0%	0.43%	0.98%	0.0%					
22	"5. ""За Русь Святую"""	29	0	0	0	0	1	1	2	3	1	4	0	0	1	0	0	0	0	0	0	0	0	1	2	1	2	0	2	0	0	1	0	0	3	0	0	0	1	2	1	0					
		0.20%	0.0%	0.0%	0.0%	0.0%	1.11%	0.15%	0.25%	0.24%	0.11%	0.43%	0.0%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	1.09%	1.58%	0.33%	0.0%	0.48%	0.0%	0.0%	0.38%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.88%	0.29%	0.49%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	31	1	2	0	3	0	0	1	0	0	1	0	2	0	0	0	1	0	1	2	1	0	2	0	1	0	1	0	0	2	5	2	0	0	1	0	0	0	0	2	0					
		0.22%	0.18%	1.29%	0.0%	0.42%	0.0%	0.0%	0.12%	0.0%	0.0%	0.10%	0.0%	0.60%	0.0%	0.0%	0.0%	0.93%	0.0%	0.52%	4.87%	0.18%	0.0%	1.42%	0.0%	1.58%	0.0%	0.63%	0.0%	0.0%	0.36%	1.90%	0.96%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	32	0	0	0	3	0	4	3	3	3	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	3	0	0	0	2	0	2	0	1	2	1	0	0	0	0	0					
		0.22%	0.0%	0.0%	0.0%	0.42%	0.0%	0.61%	0.38%	0.24%	0.33%	0.10%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.37%	0.74%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.36%	0.0%	0.96%	0.0%	0.20%	0.84%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	0	0	0	2	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2					
		0.10%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.30%	0.0%	0.22%	0.0%	0.0%	0.0%	0.52%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	0	1	0	0	0	1	3	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	3	0	0					
		0.11%	0.0%	0.64%	0.0%	0.0%	0.0%	0.15%	0.38%	0.0%	0.33%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.43%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	954	24	15	16	51	12	124	28	45	38	28	1	25	2	21	7	8	16	14	1	43	5	20	19	3	40	14	43	0	59	10	27	12	49	16	14	10	6	37	7	44					
		6.78%	4.41%	9.67%	4.61%	7.20%	13.33%	19.07%	3.63%	3.61%	4.21%	3.01%	0.50%	7.57%	2.15%	4.64%	5.69%	7.47%	11.42%	7.29%	2.43%	8.15%	3.73%	14.28%	10.43%	4.76%	6.76%	8.91%	10.36%	0.0%	10.70%	3.80%	13.04%	8.21%	9.93%	6.75%	6.36%	5.78%	5.30%	5.40%	3.43%	8.94%					
