Выборы Президента Российской Федерации																																																																									
Дата голосования: 04.03.2012																																																																									
																																																																									
Наименование Избирательной комиссии:    Иркутск, Ленинская																																																																									
																																																																									
Сводная таблица итогов голосования																																																																									
																																																																									
	Число участковых избирательных комиссий	62																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	62																																																																							
																																																																									
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648									
1	Число избирателей, включенных в список избирателей	113057	2140	1840	1153	1809	1712	1974	1676	1363	1908	2024	1498	1442	1640	1559	1676	1617	1328	1134	2026	2020	2122	1293	587	2260	2503	2069	1474	2425	2164	1197	1632	2284	2588	1254	2128	2655	1596	2112	1622	1448	2330	2210	2554	2226	1891	2234	2741	2387	1821	2225	2045	2043	2238	2162	1534	1544	1555	1349	1963	1301	1029	723									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	108400	2000	1800	1100	1800	1600	1900	1600	1300	1800	2000	1500	1400	1500	1500	1600	1400	1300	1000	1900	2000	2100	1200	500	2200	2500	1900	1400	2400	2100	1100	1600	2200	2500	1200	2000	2500	1500	2100	1600	1400	2300	2100	2500	2200	1800	2200	2600	2200	1600	2200	2000	2000	2200	2100	1500	1500	1500	1300	1900	1200	900	600									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	58262	1181	980	617	1067	1034	1067	1084	841	1146	1121	870	784	1054	992	923	757	707	671	945	1280	1233	712	285	986	1277	1048	817	1445	1146	591	712	1067	1156	619	889	1395	658	1059	823	703	1138	1236	1281	1180	1034	1265	1555	1075	810	1162	1068	1100	1219	1044	513	710	682	541	651	507	398	351									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1907	7	21	32	26	25	19	15	33	5	23	30	19	22	16	14	164	7	17	24	9	35	11	13	35	27	98	19	34	18	7	20	25	22	10	16	12	46	48	44	21	32	22	18	33	23	13	11	154	167	16	19	13	21	31	38	25	26	22	52	71	6	5									
6	Число погашенных избирательных бюллетеней	48233	812	799	451	707	541	814	501	426	649	856	600	597	424	492	663	479	586	312	931	711	832	477	202	1179	1196	754	564	921	936	502	868	1108	1322	571	1095	1095	796	993	733	676	1130	842	1201	987	743	922	1034	971	623	1022	913	887	960	1025	949	765	792	737	1197	622	496	244									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1907	7	21	32	26	25	19	15	33	5	23	30	19	22	16	14	164	7	17	24	9	35	11	13	35	27	98	19	34	18	7	20	25	22	10	16	12	46	48	44	21	32	22	18	33	23	13	11	154	167	16	19	13	21	31	38	25	26	22	52	71	6	5									
8	Число бюллетеней в стационарных ящиках для голосования	58254	1181	980	617	1066	1034	1066	1083	841	1145	1121	870	784	1054	992	923	757	707	671	945	1279	1233	712	285	986	1277	1048	817	1443	1146	591	712	1067	1156	619	889	1395	657	1059	823	703	1138	1236	1281	1180	1034	1265	1555	1075	810	1162	1068	1100	1219	1044	513	710	682	541	651	507	398	351									
9	Число недействительных избирательных бюллетеней	605	3	15	4	13	4	8	5	6	9	11	7	14	6	7	5	11	6	9	8	20	10	3	1	8	5	15	7	14	9	8	6	19	18	5	16	22	10	16	10	6	13	8	10	15	16	27	15	13	9	14	8	14	9	14	7	9	5	3	6	2	4	5									
10	Число действительных избирательных бюллетеней	59556	1185	986	645	1079	1055	1077	1093	868	1141	1133	893	789	1070	1001	932	910	708	679	961	1268	1258	720	297	1013	1299	1131	829	1463	1155	590	726	1073	1160	624	889	1385	693	1091	857	718	1157	1250	1289	1198	1041	1251	1551	1216	968	1164	1079	1099	1231	1061	544	726	703	560	697	576	400	351									
11	Число полученных открепительных  удостоверений	2500	45	45	25	35	45	40	35	35	50	50	30	30	40	35	35	30	30	30	40	50	50	30	15	45	55	50	30	55	50	25	30	50	60	30	50	60	30	40	35	25	50	40	60	60	40	45	85	50	30	50	40	50	60	50	30	30	30	30	35	30	20	15									
