Выборы Президента Российской Федерации																																																																																										
Дата голосования: 04.03.2012																																																																																										
																																																																																										
Наименование Избирательной комиссии:    Челябинск, Калининская																																																																																										
																																																																																										
Сводная таблица итогов голосования																																																																																										
																																																																																										
	Число участковых избирательных комиссий	79																																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	79																																																																																								
																																																																																										
		Сумма	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №2252	УИК №2255	УИК №2256									
1	Число избирателей, включенных в список избирателей	161353	2085	927	2297	2206	1573	1585	1437	1386	1041	1748	1483	1729	1817	2505	2311	2431	2443	2018	1697	2021	2141	2011	2144	2241	1809	2230	2133	2045	1553	2579	2745	3270	1305	2644	2645	2080	1514	2113	2006	2167	1961	1928	2191	2952	2696	2861	2761	2378	2188	2412	2206	2291	2264	2380	2160	2180	2316	2714	2535	2405	2896	2376	2282	2600	2191	2378	2652	2382	2096	1992	2129	2252	873	272	750	790	613	318	1617									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	141150	1800	800	2000	1900	1400	1400	1300	1200	800	1600	1300	1600	1600	2200	2000	2100	2200	1800	1400	1800	1900	1800	1900	1900	1600	2000	1900	1800	1280	2200	2400	2400	1100	2300	2300	1800	1300	1800	1800	1900	1700	1700	1900	2400	2400	2300	2400	2100	1900	2100	1900	2100	2000	2100	2000	2000	2100	2300	2200	2100	2500	2100	2000	2300	1900	2000	2300	2100	1800	1800	1900	2000	1050	330	750	790	550	300	1400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	102437	1147	540	1585	1437	930	925	830	819	585	974	759	945	943	1603	1615	1459	1301	1289	985	1337	1383	1169	1319	1563	1080	1211	1490	1387	1214	1593	1506	1951	905	1954	1917	1383	1006	1325	1422	1541	1446	1306	1661	2010	1570	1867	1401	1455	1183	1668	1407	1591	1577	1573	1260	1359	1325	1574	1560	1625	1893	1610	1324	1758	1179	1361	1516	1334	1507	1280	1326	1338	497	186	750	790	436	237	1370									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5904	173	61	121	75	86	57	72	22	143	101	14	122	59	133	64	53	40	121	144	170	62	64	62	69	86	48	54	92	45	52	35	18	33	56	45	104	42	73	39	45	43	59	87	7	13	176	47	90	186	134	83	112	91	88	57	91	35	33	39	53	85	50	130	107	94	25	65	135	31	87	44	56	371	86	0	0	39	5	15									
6	Число погашенных избирательных бюллетеней	32802	480	199	294	388	384	418	398	359	72	525	527	533	598	464	321	588	859	390	271	293	455	567	519	267	434	741	356	321	21	555	860	431	162	290	338	313	252	402	339	314	211	334	152	377	817	257	952	555	531	298	410	397	332	439	683	550	740	693	601	422	522	440	546	435	627	614	719	631	262	433	530	606	182	58	0	0	75	58	15									
7	Число избирательных бюллетеней в переносных ящиках для голосования	5903	173	61	121	75	86	57	72	22	143	101	14	122	59	133	64	53	40	121	144	170	62	64	62	69	86	48	54	92	45	52	35	18	33	56	45	104	42	73	39	45	43	59	87	7	13	176	47	90	186	134	83	111	91	88	57	91	35	33	39	53	85	50	130	107	94	25	65	135	31	87	44	56	371	86	0	0	39	5	15									
8	Число бюллетеней в стационарных ящиках для голосования	101692	1144	540	1585	1437	930	896	780	814	577	974	738	945	943	1600	1612	1459	1301	1288	985	1335	1357	1167	1318	1494	1064	1211	1489	1385	1212	1593	1506	1951	905	1950	1894	1383	1006	1325	1420	1459	1402	1306	1657	1966	1570	1863	1397	1453	1183	1668	1405	1591	1577	1554	1203	1349	1325	1573	1560	1623	1891	1610	1323	1757	1179	1360	1516	1199	1507	1279	1326	1338	497	186	750	790	380	237	1370									
9	Число недействительных избирательных бюллетеней	1536	13	6	24	16	9	12	8	8	5	9	9	17	11	11	17	26	27	11	12	18	15	24	51	13	24	21	21	16	8	10	24	23	13	37	42	17	17	25	12	19	34	11	15	36	17	28	28	26	16	20	20	18	17	20	24	21	16	28	31	19	19	14	24	23	19	17	19	16	27	20	22	20	15	7	73	41	5	1	8									
10	Число действительных избирательных бюллетеней	106059	1304	595	1682	1496	1007	941	844	828	715	1066	743	1050	991	1722	1659	1486	1314	1398	1117	1487	1404	1207	1329	1550	1126	1238	1522	1461	1249	1635	1517	1946	925	1969	1897	1470	1031	1373	1447	1485	1411	1354	1729	1937	1566	2011	1416	1517	1353	1782	1468	1684	1651	1622	1236	1419	1344	1578	1568	1657	1957	1646	1429	1841	1254	1368	1562	1318	1511	1346	1348	1374	853	265	677	749	414	241	1377									
11	Число полученных открепительных  удостоверений	4464	55	20	50	50	55	50	40	40	25	35	30	60	50	80	50	80	90	60	40	50	50	60	70	55	40	65	60	60	40	70	70	75	30	85	75	70	45	45	65	60	70	55	60	90	90	85	60	79	65	65	70	70	45	55	65	65	85	65	70	75	70	70	60	85	60	80	60	50	60	85	65	70	0	0	0	0	15	10	40									
