Выборы Президента Российской Федерации																																																																																												
Дата голосования: 18.03.2018																																																																																												
																																																																																												
"Наименование Избирательной комиссии:    Челябинск, Калининская"																																																																																												
																																																																																												
Сводная таблица предварительных итогов голосования																																																																																												
																																																																																												
	Число участковых избирательных комиссий	81																																																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	81																																																																																										
																																																																																												
		Сумма	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №2252	УИК №2280	УИК №2281	УИК №2402	УИК №2403									
1	"Число избирателей, включенных в список избирателей"	158994	2150	930	2120	1968	1390	1462	1390	1104	1073	1510	1505	1512	1663	2503	2298	1557	2626	1869	1753	1829	2236	1682	2476	2169	2281	1925	1514	1890	2277	2759	2313	2538	1723	2828	2573	1837	1338	1405	2126	1798	2096	1685	2584	1973	2545	2760	2431	2608	1888	2322	2064	2222	2120	2188	2050	1964	2029	2176	2159	2733	2268	1970	2047	1786	1846	2038	1728	1871	2439	2432	2305	2805	683	2177	634	564	551	1967	1907	2103	2376									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	151234	1840	790	2030	1820	1340	1380	1250	1090	980	1510	1230	1420	1560	2150	1970	1550	2740	1730	1660	1720	2230	1640	2470	1970	2110	1900	1400	1770	2050	2760	2270	2600	1380	2780	2430	1760	1220	1340	2090	1910	2030	1710	2460	1960	2520	2310	2440	2450	1920	2070	1980	2040	2080	2070	1950	1890	1990	2000	2080	2750	2190	1950	1990	1670	1690	2050	1520	1800	2400	2370	2210	2750	690	1900	637	567	500	1860	1900	1910	2140									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	99114	1220	610	1366	1257	805	818	829	729	523	708	520	875	977	1652	1437	973	1477	1127	1059	1135	1300	1020	1489	1409	1291	1073	948	1242	1654	1585	1529	1358	1068	1810	1612	1175	912	865	1457	1285	1335	1057	1647	1158	1417	1721	1229	1693	1069	1570	1258	1397	1254	1446	1281	1311	1273	1398	1548	1728	1366	1201	1283	1136	1175	1279	1119	1115	1547	1559	1546	1756	518	1524	633	564	321	1153	1144	1554	1652									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	5764	91	37	60	53	28	25	36	43	118	62	310	88	81	99	86	58	54	89	47	102	64	79	51	62	53	48	119	92	52	57	76	39	60	60	55	55	31	55	38	146	166	103	159	29	21	211	73	58	36	57	126	131	64	71	42	43	43	40	37	79	35	61	81	79	47	54	41	70	34	34	59	38	148	67	0	0	12	70	26	170	190									
6	Число погашенных избирательных бюллетеней	46355	529	143	604	510	507	537	385	318	339	739	400	457	502	399	447	519	1209	514	554	483	866	541	930	499	766	779	333	436	344	1118	665	1203	252	910	763	530	277	420	595	479	529	550	654	773	1082	378	1138	699	815	443	596	512	762	553	627	536	674	562	495	943	789	688	626	455	468	717	360	615	819	777	605	956	24	309	4	3	167	637	730	186	298									
