Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Смоленская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664					
1	"Число избирателей, внесенных в список избирателей"	35849	278	1901	558	525	858	1817	1809	489	1128	1341	346	2079	429	2674	263	248	1556	415	1795	578	337	627	620	1181	329	1815	189	686	605	1486	1219	199	866	468	340	481	457	553	1141	308	223	391	241					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35520	300	1800	550	530	850	1800	1800	490	980	1340	330	2100	430	2650	260	240	1580	420	1800	560	330	650	620	1160	320	1800	170	660	580	1500	1230	190	900	470	340	470	460	550	1160	300	210	390	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14667	164	707	253	193	371	864	741	201	367	417	90	964	141	1193	72	154	844	155	715	277	124	348	270	430	120	597	45	124	242	648	540	73	514	152	125	156	186	172	451	130	80	166	91					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4169	41	180	148	125	147	11	27	36	133	72	124	333	37	72	89	11	125	92	141	46	63	71	68	203	78	214	59	217	44	67	126	42	17	64	54	135	88	157	127	52	96	74	63					
6	Число погашенных избирательных бюллетеней	16684	95	913	149	212	332	925	1032	253	480	851	116	803	252	1385	99	75	611	173	944	237	143	231	282	527	122	989	66	319	294	785	564	75	369	254	161	179	186	221	582	118	34	150	96					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4169	41	180	148	125	147	11	27	36	133	72	124	333	37	72	89	11	125	92	141	46	63	71	68	203	78	214	59	217	44	67	126	42	17	64	54	135	88	157	127	52	96	74	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14665	164	707	253	193	371	864	741	201	367	417	90	963	141	1193	72	154	844	155	715	277	124	348	270	429	120	597	45	124	242	648	540	73	514	152	125	156	186	172	451	130	80	166	91					
9	Число недействительных избирательных бюллетеней	290	3	12	12	3	8	18	12	4	6	7	3	28	2	21	0	8	21	1	20	4	3	3	9	8	2	10	1	5	5	12	2	2	13	0	1	2	2	1	11	1	3	1	0					
10	Число действительных избирательных бюллетеней	18544	202	875	389	315	510	857	756	233	494	482	211	1268	176	1244	161	157	948	246	836	319	184	416	329	624	196	801	103	336	281	703	664	113	518	216	178	289	272	328	567	181	173	239	154					
