Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Парабельская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607					
1	"Число избирателей, внесенных в списки избирателей"	10454	63	70	166	588	166	793	255	160	66	201	1542	1276	1562	832	240	315	120	99	293	60	43	147	709	135	224	298	31					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9746	74	63	206	585	164	823	277	162	63	207	1300	1000	1300	753	242	331	119	137	270	58	36	151	734	138	224	297	32					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	431	0	0	0	0	0	2	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6600	47	54	118	362	104	497	230	101	45	140	701	776	1022	495	162	243	88	92	209	42	20	98	465	108	159	195	27					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	568	3	3	30	39	9	45	1	29	5	9	74	40	57	28	21	17	11	7	17	2	8	14	45	16	20	18	0					
6	Число погашенных избирательных бюллетеней	2147	24	6	58	184	51	279	46	32	13	58	96	184	221	230	59	71	20	38	44	14	8	39	224	14	45	84	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	999	3	3	30	39	9	47	1	29	5	9	503	40	57	28	21	17	11	7	17	2	8	14	45	16	20	18	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6600	47	54	118	362	104	497	230	101	45	140	701	776	1022	495	162	243	88	92	209	42	20	98	465	108	159	195	27					
9	Число недействительных избирательных бюллетеней	109	0	0	0	3	2	10	2	0	0	2	28	12	19	6	1	3	6	0	4	0	0	1	7	1	1	1	0					
10	Число действительных избирательных бюллетеней	7490	50	57	148	398	111	534	229	130	50	147	1176	804	1060	517	182	257	93	99	222	44	28	111	503	123	178	212	27					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	849	10	10	44	40	10	65	30	10	10	30	75	85	90	65	20	25	15	15	20	10	10	15	65	20	20	25	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	301	6	1	42	8	0	19	30	2	8	2	36	25	42	18	1	25	0	0	13	0	3	2	1	10	2	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	227	2	2	4	3	3	2	7	0	3	4	121	20	9	7	0	7	1	2	8	2	5	3	0	4	4	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	548	4	9	2	32	10	46	0	8	2	28	39	60	48	47	19	0	15	15	7	10	7	13	64	10	18	20	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	7	0	0	2	0	0	0	0	0	0	9	5	8	1	0	0	1	0	4	0	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	87	1	0	3	3	0	12	0	1	0	2	18	8	10	8	3	0	1	0	2	0	0	0	7	0	2	6	0					
		1.14%	2.00%	0.00%	2.03%	0.75%	0.00%	2.21%	0.00%	0.77%	0.00%	1.34%	1.50%	0.98%	0.93%	1.53%	1.64%	0.00%	1.01%	0.00%	0.88%	0.00%	0.00%	0.00%	1.37%	0.00%	1.12%	2.82%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	1	0	1	3	0	7	0	2	0	0	9	3	12	1	5	3	0	0	1	0	0	0	3	0	0	2	0					
		0.70%	2.00%	0.00%	0.68%	0.75%	0.00%	1.29%	0.00%	1.54%	0.00%	0.00%	0.75%	0.37%	1.11%	0.19%	2.73%	1.15%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.94%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.09%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	597	12	0	5	26	8	89	8	3	4	8	98	55	86	36	8	16	24	1	11	0	1	5	56	5	19	12	1					
		7.86%	24.00%	0.00%	3.38%	6.48%	7.08%	16.36%	3.46%	2.31%	8.00%	5.37%	8.14%	6.74%	7.97%	6.88%	4.37%	6.15%	24.24%	1.01%	4.87%	0.00%	3.57%	4.46%	10.98%	4.03%	10.61%	5.63%	3.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	33	0	0	0	1	1	3	1	0	0	0	11	6	4	2	0	2	0	0	0	0	0	0	0	1	0	1	0					
		0.43%	0.00%	0.00%	0.00%	0.25%	0.88%	0.55%	0.43%	0.00%	0.00%	0.00%	0.91%	0.74%	0.37%	0.38%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.47%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	0	1	0	0	2	0	0	0	0	3	1	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0					
		0.17%	0.00%	0.00%	0.68%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.25%	0.12%	0.28%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	912	5	7	6	49	20	44	20	27	1	33	169	97	120	69	12	32	10	10	30	6	5	13	59	5	28	32	3					
		12.00%	10.00%	12.28%	4.05%	12.22%	17.70%	8.09%	8.66%	20.77%	2.00%	22.15%	14.04%	11.89%	11.12%	13.19%	6.56%	12.31%	10.10%	10.10%	13.27%	13.64%	17.86%	11.61%	11.57%	4.03%	15.64%	15.02%	11.11%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	412	1	0	2	16	5	36	9	5	1	5	76	43	58	32	5	19	9	9	7	3	7	3	40	2	5	9	5					
