Выборы Президента Российской Федерации																								
																								
Наименование Избирательной комиссии:    Урупская																								
																								
Итоги голосования 																								
																								
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203					
1	"Число избирателей, внесенных в список"	15110	420	932	2048	480	1009	443	914	2037	1663	518	193	487	1410	1493	379	56	628					
2	Число полученных избирательных бюллетеней	15126	425	955	1910	490	1015	450	910	2076	1690	520	195	490	1410	1500	390	60	640					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13698	363	880	1833	389	936	403	804	1887	1564	494	165	422	1235	1308	344	55	616					
5	"Число избирательных бюллетеней, выданных вне помещения"	304	15	13	17	26	13	23	27	24	24	0	2	26	37	41	16	0	0					
6	Число погашенных избирательных бюллетеней	1124	47	62	60	75	66	24	79	165	102	26	28	42	138	151	30	5	24					
7	Число избирательных бюллетеней в переносных ящиках	304	15	13	17	26	13	23	27	24	24	0	2	26	37	41	16	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	13698	363	880	1833	389	936	403	804	1887	1564	494	165	422	1235	1308	344	55	616					
9	Число недействительных избирательных бюллетеней	123	4	15	11	0	3	4	16	9	17	19	0	6	6	12	1	0	0					
10	Число действительных избирательных бюллетеней	13879	374	878	1839	415	946	422	815	1902	1571	475	167	442	1266	1337	359	55	616					
11	Число полученных открепительных  удостоверений	191	6	12	24	6	13	5	11	26	21	7	2	6	18	20	5	1	8					
12	Число выданных открепительных удостоверений	50	0	1	12	0	0	0	2	16	9	0	0	2	1	5	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	6	3	1	0	0	0	4	2	3	4	1	2	1	3	1	0	0					
14	Число неиспользованных открепительных удостоверений	141	6	11	12	6	13	5	9	10	12	7	2	4	17	15	5	1	6					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	0	5	0	1	0	0	0	0	0	0	0	0	2	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																								
18	. Глазьев Сергей Юрьевич	183	8	17	41	22	9	3	10	4	6	0	0	4	28	28	3	0	0					
		1.31%	2.12%	1.90%	2.22%	5.30%	0.95%	0.70%	1.20%	0.21%	0.38%	0.00%	0.00%	0.89%	2.20%	2.08%	0.83%	0.00%	0.00%					
19	. Малышкин Олег Александрович	227	7	8	18	22	6	4	78	30	16	0	0	10	4	22	2	0	0					
		1.62%	1.85%	0.90%	0.97%	5.30%	0.63%	0.94%	9.39%	1.57%	1.01%	0.00%	0.00%	2.23%	0.31%	1.63%	0.56%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	42	1	6	8	0	2	1	4	1	4	0	0	1	5	5	4	0	0					
		0.30%	0.26%	0.67%	0.43%	0.00%	0.21%	0.23%	0.48%	0.05%	0.25%	0.00%	0.00%	0.22%	0.39%	0.37%	1.11%	0.00%	0.00%					
21	. Путин Владимир Владимирович	11558	259	723	1708	271	813	343	630	1555	1091	459	160	367	1097	1125	324	43	590					
		82.55%	68.52%	80.96%	92.32%	65.30%	85.67%	80.52%	75.81%	81.37%	68.70%	92.91%	95.81%	81.92%	86.24%	83.40%	90.00%	78.18%	95.78%					
22	. Хакамада Ирина Муцуовна	83	11	3	25	5	6	4	4	1	2	5	0	2	8	4	3	0	0					
		0.59%	2.91%	0.34%	1.35%	1.20%	0.63%	0.94%	0.48%	0.05%	0.13%	1.01%	0.00%	0.45%	0.63%	0.30%	0.83%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	1715	85	113	33	85	105	65	79	311	450	11	5	56	118	143	22	12	22					
		12.25%	22.49%	12.65%	1.78%	20.48%	11.06%	15.26%	9.51%	16.27%	28.34%	2.23%	2.99%	12.50%	9.28%	10.60%	6.11%	21.82%	3.57%					
																								
24	Против всех	71	3	8	6	10	5	2	10	0	2	0	2	2	6	10	1	0	4					
		0.51%	0.79%	0.90%	0.32%	2.41%	0.53%	0.47%	1.20%	0.00%	0.13%	0.00%	1.20%	0.45%	0.47%	0.74%	0.28%	0.00%	0.65%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
