Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Лакская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7698	109	75	229	385	346	145	134	191	128	1600	255	72	248	112	573	85	50	305	176	152	66	199	62	101	440	389	251	83	35	49	192	49	114	298									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7600	109	77	223	377	346	143	134	183	128	1572	255	72	235	114	573	85	50	306	175	152	67	199	56	101	440	386	249	79	32	49	182	49	114	288									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7103	89	69	201	337	343	131	119	178	122	1472	241	72	229	96	567	78	48	274	156	141	65	179	41	95	421	362	241	74	32	45	182	48	103	252									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	484	20	8	22	27	3	12	15	5	6	100	14	0	6	18	6	7	2	32	19	11	2	20	15	6	19	24	8	5	0	4	0	1	11	36									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7103	89	69	201	337	343	131	119	178	122	1472	241	72	229	96	567	78	48	274	156	141	65	179	41	95	421	362	241	74	32	45	182	48	103	252									
9	Число недействительных избирательных бюллетеней	28	1	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	9	0	0	0									
10	Число действительных избирательных бюллетеней	7088	88	69	201	350	342	131	119	178	122	1472	241	72	229	96	554	78	48	274	155	141	65	179	41	94	421	362	239	74	32	45	173	48	103	252									
