Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Торопецкая																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289					
1	"Число избирателей, внесенных в списки избирателей"	18744	818	613	699	779	761	762	703	737	729	689	760	785	482	338	711	744	689	134	153	213	129	117	484	271	470	195	175	323	152	647	224	330	392	571	324	92	286	168	458	224	326	87					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17660	750	600	650	750	750	750	600	700	700	650	750	750	450	300	700	700	650	120	150	200	130	120	450	250	450	180	150	300	150	600	200	300	350	550	300	80	250	150	450	200	300	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8468	376	250	324	392	315	365	342	322	387	351	246	421	209	246	325	342	342	55	49	79	36	61	174	102	232	93	67	119	79	218	50	102	202	215	150	59	69	92	315	104	142	49					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2850	70	50	29	26	55	44	51	42	49	20	76	35	51	16	68	20	62	49	68	108	48	43	205	98	137	57	52	114	43	190	111	84	32	194	75	1	138	42	16	49	103	29					
6	Число погашенных избирательных бюллетеней	6342	304	300	297	332	380	341	207	336	264	279	428	294	190	38	307	338	246	16	33	13	46	16	71	50	81	30	31	67	28	192	39	114	116	141	75	20	43	16	119	47	55	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2850	70	50	29	26	55	44	51	42	49	20	76	35	51	16	68	20	62	49	68	108	48	43	205	98	137	57	52	114	43	190	111	84	32	194	75	1	138	42	16	49	103	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8467	376	250	324	392	315	365	342	322	387	351	246	421	209	246	325	342	342	55	49	79	36	61	174	102	232	93	67	119	79	218	50	101	202	215	150	59	69	92	315	104	142	49					
9	Число недействительных избирательных бюллетеней	52	2	5	0	1	2	0	3	2	3	1	1	3	1	2	2	0	0	0	0	0	0	0	1	3	3	0	0	2	1	0	0	0	0	4	0	0	2	0	6	0	2	0					
10	Число действительных избирательных бюллетеней	11265	444	295	353	417	368	409	390	362	433	370	321	453	259	260	391	362	404	104	117	187	84	104	378	197	366	150	119	231	121	408	161	185	234	405	225	60	205	134	325	153	243	78					
