Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Торопецкая																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209					
1	"Число избирателей, внесенных в список избирателей"	18147	1416	1415	763	758	1397	1087	447	300	498	799	779	1403	643	191	442	230	777	149	179	207	223	318	76	290	134	432	325	721	155	397	294	390	512					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16754	1300	1300	700	700	1300	900	400	250	500	800	750	1300	600	150	400	200	700	150	150	200	200	300	70	300	130	400	300	650	150	350	300	350	504					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7180	565	648	302	333	573	447	131	209	181	379	312	676	195	43	137	88	322	29	83	35	85	110	38	98	59	103	56	187	65	253	100	177	161					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2310	95	40	30	39	78	36	46	20	32	32	55	44	126	85	167	72	101	61	55	98	49	67	21	73	26	130	131	260	32	13	54	17	125					
6	Число погашенных избирательных бюллетеней	7264	640	612	368	328	649	417	223	21	287	389	383	580	279	22	96	40	277	60	12	67	66	123	11	129	45	167	113	203	53	84	146	156	218					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2310	95	40	30	39	78	36	46	20	32	32	55	44	126	85	167	72	101	61	55	98	49	67	21	73	26	130	131	260	32	13	54	17	125					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7180	565	648	302	333	573	447	131	209	181	379	312	676	195	43	137	88	322	29	83	35	85	110	38	98	59	103	56	187	65	253	100	177	161					
9	Число недействительных избирательных бюллетеней	53	1	4	4	1	2	4	0	1	3	5	3	4	0	0	3	0	1	0	0	0	2	2	0	1	0	2	1	3	1	2	1	0	2					
10	Число действительных избирательных бюллетеней	9437	659	684	328	371	649	479	177	228	210	406	364	716	321	128	301	160	422	90	138	133	132	175	59	170	85	231	186	444	96	264	153	194	284					
