Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    район Проспект Вернадского																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №3372					
1	"Число избирателей, внесенных в список избирателей"	38226	1547	2063	1759	1949	1607	1804	2106	1783	2091	1818	2261	2581	2038	2116	1587	1456	2138	2175	2347	1000					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31650	1300	1800	1100	1500	1300	1500	1900	1400	2250	1500	1800	2300	1600	1600	1200	1200	1800	1800	1800	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24429	1064	1679	982	1185	1037	1335	1639	972	1996	1122	1452	1711	897	998	737	1050	1067	1008	1498	1000					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	936	9	23	48	44	22	55	179	30	95	30	75	44	26	25	30	75	57	55	14	0					
6	Число погашенных избирательных бюллетеней	6285	227	98	70	271	241	110	82	398	159	348	273	545	677	577	433	75	676	737	288	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	936	9	23	48	44	22	55	179	30	95	30	75	44	26	25	30	75	57	55	14	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24094	969	1588	982	1185	989	1335	1639	972	1981	1122	1449	1711	885	997	735	1050	1067	1008	1430	1000					
9	Число недействительных избирательных бюллетеней	408	25	30	27	11	0	9	12	19	35	32	16	23	18	26	20	21	9	10	49	16					
10	Число действительных избирательных бюллетеней	24622	953	1581	1003	1218	1011	1381	1806	983	2041	1120	1508	1732	893	996	745	1104	1115	1053	1395	984					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	870	30	30	30	60	30	30	40	60	60	30	50	50	60	50	30	30	90	60	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	597	20	27	22	45	24	26	35	28	45	24	30	35	36	31	24	12	55	35	43	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	521	10	29	27	25	20	20	19	49	32	30	23	14	34	41	47	26	16	24	17	18					
14	Число погашенных неиспользованных открепительных удостоверений	273	10	3	8	15	6	4	5	32	15	6	20	15	24	19	6	18	35	25	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	1	0	0	1	0	0	2	0	2	0	0	4	5	1	1	0	2	4	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2713	107	40	156	54	96	115	120	149	214	130	103	215	164	183	136	110	170	175	192	84					
		10.84%	10.94%	2.48%	15.15%	4.39%	9.50%	8.27%	6.60%	14.87%	10.31%	11.28%	6.76%	12.25%	18.00%	17.91%	17.78%	9.78%	15.12%	16.46%	13.30%	8.40%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1488	80	103	133	43	70	50	103	21	94	71	21	84	68	101	100	29	130	64	108	15					
		5.94%	8.18%	6.39%	12.91%	3.50%	6.92%	3.60%	5.67%	2.10%	4.53%	6.16%	1.38%	4.79%	7.46%	9.88%	13.07%	2.58%	11.57%	6.02%	7.48%	1.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	259	12	8	11	7	8	2	20	5	17	4	10	15	19	23	13	7	33	12	29	4					
		1.03%	1.23%	0.50%	1.07%	0.57%	0.79%	0.14%	1.10%	0.50%	0.82%	0.35%	0.66%	0.85%	2.09%	2.25%	1.70%	0.62%	2.94%	1.13%	2.01%	0.40%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4221	221	338	203	101	113	224	207	208	300	190	160	241	259	243	175	57	246	370	336	29					
		16.86%	22.60%	20.98%	19.71%	8.22%	11.18%	16.12%	11.39%	20.76%	14.45%	16.49%	10.50%	13.73%	28.43%	23.78%	22.88%	5.07%	21.89%	34.81%	23.27%	2.90%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2541	100	38	131	94	47	97	106	63	287	149	32	207	162	184	115	12	203	264	244	6					
		10.15%	10.22%	2.36%	12.72%	7.65%	4.65%	6.98%	5.83%	6.29%	13.82%	12.93%	2.10%	11.79%	17.78%	18.00%	15.03%	1.07%	18.06%	24.84%	16.90%	0.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13241	426	1047	356	913	673	892	1242	532	1116	574	1174	960	209	252	197	886	325	158	469	840					
		52.90%	43.56%	64.99%	34.56%	74.29%	66.57%	64.17%	68.32%	53.09%	53.76%	49.83%	77.03%	54.70%	22.94%	24.66%	25.75%	78.76%	28.91%	14.86%	32.48%	84.00%					
