Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Куединская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1835									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	22270	1174	1057	1153	1188	1261	1143	1307	318	399	388	352	440	381	667	478	339	129	260	1363	264	305	936	623	317	336	354	765	894	458	663	1680	471	407									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21300	1100	1000	1100	1100	1200	1100	1200	300	400	350	350	400	350	650	450	300	120	240	1350	250	300	900	600	300	300	350	750	900	440	650	1650	450	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8998	453	431	498	437	514	457	565	127	167	123	152	233	145	298	163	153	61	96	524	83	159	349	251	140	135	130	288	347	210	244	641	184	240									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	606	19	19	24	17	23	16	6	5	19	14	5	7	5	22	34	26	5	12	32	20	26	57	31	15	15	15	31	19	2	34	27	1	3									
6	Число погашенных избирательных бюллетеней	11696	628	550	578	646	663	627	629	168	214	213	193	160	200	330	253	121	54	132	794	147	115	494	318	145	150	205	431	534	228	372	982	265	157									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	606	19	19	24	17	23	16	6	5	19	14	5	7	5	22	34	26	5	12	32	20	26	57	31	15	15	15	31	19	2	34	27	1	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8998	453	431	498	437	514	457	565	127	167	123	152	233	145	298	163	153	61	96	524	83	159	349	251	140	135	130	288	347	210	244	641	184	240									
9	Число недействительных избирательных бюллетеней	331	21	23	21	22	19	12	13	2	3	5	5	3	7	6	6	5	4	7	22	8	5	10	12	5	2	4	16	6	9	4	18	15	11									
10	Число действительных избирательных бюллетеней	9273	451	427	501	432	518	461	558	130	183	132	152	237	143	314	191	174	62	101	534	95	180	396	270	150	148	141	303	360	203	274	650	170	232									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	725	40	35	40	40	40	40	45	10	10	10	10	15	10	20	15	10	5	10	45	10	10	30	20	10	10	10	25	30	15	20	55	15	15									
