Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Янтиковская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176					
1	"Число избирателей, внесенных в список избирателей"	10812	245	247	191	193	303	174	250	420	120	184	399	289	909	83	506	242	203	321	423	207	828	339	1553	585	371	98	209	799	121					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11288	268	291	207	204	311	205	251	450	124	197	407	307	908	81	522	252	215	328	427	203	915	342	1568	600	390	95	213	887	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8920	198	209	154	166	245	145	217	351	98	150	336	256	783	65	419	198	148	248	344	170	642	262	1273	519	300	95	187	647	95					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	940	31	31	26	23	50	29	29	44	20	28	33	14	47	10	64	22	40	42	23	26	58	39	35	26	51	0	16	69	14					
6	Число погашенных избирательных бюллетеней	1428	39	51	27	15	16	31	5	55	6	19	38	37	78	6	39	32	27	38	60	7	215	41	260	55	39	0	10	171	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	940	31	31	26	23	50	29	29	44	20	28	33	14	47	10	64	22	40	42	23	26	58	39	35	26	51	0	16	69	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8919	198	209	154	166	245	145	217	351	98	150	336	256	783	65	419	198	148	248	343	170	642	262	1273	519	300	95	187	647	95					
9	Число недействительных избирательных бюллетеней	219	4	3	3	2	9	16	1	4	4	4	3	1	27	1	2	2	1	17	8	4	17	3	23	16	3	1	6	34	0					
10	Число действительных избирательных бюллетеней	9640	225	237	177	187	286	158	245	391	114	174	366	269	803	74	481	218	187	273	358	192	683	298	1285	529	348	94	197	682	109					
