Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Русско-Полянская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846					
1	"Число избирателей, внесенных в списки"	17594	911	133	152	164	709	190	183	302	266	941	185	246	839	1050	86	1229	1009	150	220	863	655	204	145	113	134	211	1080	2515	2530	179					
2	"Число бюллетеней, полученных участковыми комиссиями"	17886	925	136	174	174	759	239	162	272	257	973	187	236	853	1071	108	1269	1015	160	224	903	684	231	163	124	135	205	1071	2468	2533	175					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10687	523	95	88	123	397	190	129	189	229	568	146	172	553	609	67	917	750	127	144	627	441	134	119	73	100	131	583	1226	1120	117					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	402	28	0	0	0	19	0	5	0	0	35	5	0	33	14	0	17	13	0	31	7	12	17	0	0	9	2	33	54	64	4					
6	Число погашенных бюллетеней	6797	374	41	86	51	343	49	28	83	28	370	36	64	267	448	41	335	252	33	49	269	231	80	44	51	26	72	455	1188	1349	54					
7	Число бюллетеней в переносных ящиках для голосования	402	28	0	0	0	19	0	5	0	0	35	5	0	33	14	0	17	13	0	31	7	12	17	0	0	9	2	33	54	64	4					
8	Число бюллетеней в стационарных ящиках для голосования	10686	523	95	88	123	397	190	129	189	229	568	146	172	553	609	67	916	750	127	144	627	441	134	119	73	100	131	583	1226	1120	117					
9	Число недействительных бюллетеней	122	0	3	4	0	1	1	0	8	1	6	1	8	2	12	0	6	2	0	1	2	12	4	4	3	0	0	3	16	21	1					
10	Число действительных бюллетеней	10966	551	92	84	123	415	189	134	181	228	597	150	164	584	611	67	927	761	127	174	632	441	147	115	70	109	133	613	1264	1163	120					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	275	15	5	5	5	15	5	5	5	5	15	5	5	15	15	5	15	15	5	5	15	15	5	5	5	5	5	15	15	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	70	7	0	0	0	7	0	0	2	1	5	0	0	4	4	0	1	6	0	0	3	5	0	1	0	0	1	8	7	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	59	0	1	0	1	2	1	0	1	1	0	1	2	0	0	1	5	2	1	0	1	0	1	2	1	1	0	4	2	28	0					
14	Число погашенных открепительных удостоверений	205	8	5	5	5	8	5	5	3	4	10	5	5	11	11	5	14	9	5	5	12	10	5	4	5	5	4	7	8	7	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	310	15	3	4	6	9	15	4	4	12	18	15	12	9	11	0	23	33	5	8	12	14	6	7	1	3	5	14	24	17	1					
		2.79%	2.72%	3.15%	4.54%	4.87%	2.16%	7.89%	2.98%	2.11%	5.24%	2.98%	9.93%	6.97%	1.53%	1.76%	0.0%	2.46%	4.32%	3.93%	4.57%	1.89%	3.09%	3.97%	5.88%	1.36%	2.75%	3.75%	2.27%	1.87%	1.43%	0.82%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	119	5	0	0	2	4	2	4	0	1	5	0	0	2	7	0	5	1	2	0	8	3	0	3	0	0	4	7	29	23	2					
		1.07%	0.90%	0.0%	0.0%	1.62%	0.96%	1.05%	2.98%	0.0%	0.43%	0.82%	0.0%	0.0%	0.34%	1.12%	0.0%	0.53%	0.13%	1.57%	0.0%	1.26%	0.66%	0.0%	2.52%	0.0%	0.0%	3.00%	1.13%	2.26%	1.94%	1.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	262	17	0	3	0	22	11	4	0	4	10	3	8	8	13	3	13	12	3	3	23	16	4	4	2	0	3	18	30	23	2					
		2.36%	3.08%	0.0%	3.40%	0.0%	5.28%	5.78%	2.98%	0.0%	1.74%	1.65%	1.98%	4.65%	1.36%	2.08%	4.47%	1.39%	1.57%	2.36%	1.71%	3.62%	3.53%	2.64%	3.36%	2.73%	0.0%	2.25%	2.92%	2.34%	1.94%	1.65%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	89	3	1	0	0	3	0	1	0	0	2	1	0	2	2	0	3	5	0	0	14	10	1	4	0	1	1	8	16	11	0					
		0.80%	0.54%	1.05%	0.0%	0.0%	0.72%	0.0%	0.74%	0.0%	0.0%	0.33%	0.66%	0.0%	0.34%	0.32%	0.0%	0.32%	0.65%	0.0%	0.0%	2.20%	2.20%	0.66%	3.36%	0.0%	0.91%	0.75%	1.29%	1.25%	0.92%	0.0%					
22	"5. ""За Русь Святую"""	30	6	0	0	0	4	0	0	0	2	1	0	0	2	1	0	4	1	0	0	0	1	1	0	0	0	0	2	3	0	2					
		0.27%	1.08%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.87%	0.16%	0.0%	0.0%	0.34%	0.16%	0.0%	0.42%	0.13%	0.0%	0.0%	0.0%	0.22%	0.66%	0.0%	0.0%	0.0%	0.0%	0.32%	0.23%	0.0%	1.65%					
23	"6. ""Объединенная Российская партия ""Русь"""	22	1	0	0	0	5	2	0	0	0	1	0	0	1	2	0	1	0	0	1	0	0	0	1	2	0	0	1	1	2	1					
		0.19%	0.18%	0.0%	0.0%	0.0%	1.20%	1.05%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.17%	0.32%	0.0%	0.10%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.84%	2.73%	0.0%	0.0%	0.16%	0.07%	0.16%	0.82%					
24	"7. ""Новый курс - Автомобильная Россия"""	47	1	0	1	2	0	0	1	0	0	0	1	0	5	3	0	3	3	1	0	0	2	0	0	0	0	2	5	2	15	0					
		0.42%	0.18%	0.0%	1.13%	1.62%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.66%	0.0%	0.85%	0.48%	0.0%	0.32%	0.39%	0.78%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	1.50%	0.81%	0.15%	1.26%	0.0%					
25	"8. ""Народно-республиканская партия России"""	31	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	22	0	0	0	1	1	1	0	0					
		0.27%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	14.56%	0.0%	0.0%	0.0%	0.75%	0.16%	0.07%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	2	0	0	2	2	1	0					
		0.12%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.13%	0.0%	0.0%	0.15%	0.22%	0.0%	0.0%	2.73%	0.0%	0.0%	0.32%	0.15%	0.08%	0.0%					
27	"10. ""Аграрная партия России"""	953	47	11	9	17	41	28	16	20	12	50	16	20	56	64	1	104	62	6	22	88	61	0	3	0	9	12	53	61	59	5					
		8.59%	8.52%	11.57%	10.22%	13.82%	9.85%	14.73%	11.94%	10.58%	5.24%	8.29%	10.59%	11.62%	9.55%	10.27%	1.49%	11.14%	8.12%	4.72%	12.57%	13.88%	13.46%	0.0%	2.52%	0.0%	8.25%	9.02%	8.60%	4.76%	4.98%	4.13%					
28	"11. ""Истинные патриоты России"""	35	0	0	0	0	1	0	0	0	4	3	1	0	1	0	0	8	4	2	0	0	0	0	2	2	0	3	1	1	2	0					
		0.31%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	1.74%	0.49%	0.66%	0.0%	0.17%	0.0%	0.0%	0.85%	0.52%	1.57%	0.0%	0.0%	0.0%	0.0%	1.68%	2.73%	0.0%	2.25%	0.16%	0.07%	0.16%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	94	3	3	0	0	3	2	0	4	0	2	1	0	6	10	1	13	5	1	0	4	8	0	1	2	0	0	8	9	8	0					
		0.84%	0.54%	3.15%	0.0%	0.0%	0.72%	1.05%	0.0%	2.11%	0.0%	0.33%	0.66%	0.0%	1.02%	1.60%	1.49%	1.39%	0.65%	0.78%	0.0%	0.63%	1.76%	0.0%	0.84%	2.73%	0.0%	0.0%	1.29%	0.70%	0.67%	0.0%					
30	"13. ""Демократическая партия России"""	35	1	0	0	0	2	0	1	0	2	1	0	0	3	1	0	4	2	0	0	3	2	0	0	0	0	0	4	4	4	1					
		0.31%	0.18%	0.0%	0.0%	0.0%	0.48%	0.0%	0.74%	0.0%	0.87%	0.16%	0.0%	0.0%	0.51%	0.16%	0.0%	0.42%	0.26%	0.0%	0.0%	0.47%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.31%	0.33%	0.82%					
31	"14. ""Великая Россия - Евразийский Союз"""	52	0	0	0	1	1	0	1	0	3	4	1	0	1	0	0	9	15	0	1	0	1	2	0	0	0	6	1	3	1	1					
		0.46%	0.0%	0.0%	0.0%	0.81%	0.24%	0.0%	0.74%	0.0%	1.31%	0.66%	0.66%	0.0%	0.17%	0.0%	0.0%	0.96%	1.96%	0.0%	0.57%	0.0%	0.22%	1.32%	0.0%	0.0%	0.0%	4.51%	0.16%	0.23%	0.08%	0.82%					
32	"15. ""Партия СЛОН"""	10	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0					
