Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    район Тропарево-Никулино																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	70984	2318	1993	2273	2047	2079	2582	1920	1970	2321	2091	1472	1812	2850	2868	1808	1749	2240	2083	2639	1457	2461	2280	1731	1654	1746	2740	1895	2078	1990	2606	2146	2521	2564									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50131	1650	1400	1600	1500	1500	1900	1350	1400	1650	1481	1000	1250	2000	2000	1300	1200	1600	1500	1850	1050	1750	1600	1250	1150	1250	1750	1350	1450	1400	1850	1550	1800	1800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	24827	799	616	825	726	848	812	644	706	713	708	518	632	891	1022	657	650	858	731	906	553	914	943	651	617	602	1086	709	709	528	867	772	884	730									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	443	10	5	7	11	21	17	17	8	5	2	2	3	14	20	18	15	29	29	22	25	23	22	28	16	18	2	1	4	2	8	14	16	9									
6	Число погашенных избирательных бюллетеней	24861	841	779	768	763	631	1071	689	686	932	771	480	615	1095	958	625	535	713	740	922	472	813	635	571	517	630	662	640	737	870	975	764	900	1061									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	443	10	5	7	11	21	17	17	8	5	2	2	3	14	20	18	15	29	29	22	25	23	22	28	16	18	2	1	4	2	8	14	16	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	24746	799	616	823	726	846	812	644	706	712	708	516	632	891	1022	656	650	844	730	884	553	914	943	651	617	594	1082	708	705	528	864	772	868	730									
9	Число недействительных избирательных бюллетеней	324	15	6	10	5	12	10	7	9	8	3	10	16	12	7	9	10	15	8	13	9	2	13	26	10	11	17	9	5	4	10	10	0	13									
10	Число действительных избирательных бюллетеней	24865	794	615	820	732	855	819	654	705	709	707	508	619	893	1035	665	655	858	751	893	569	935	952	653	623	601	1067	700	704	526	862	776	884	726									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	800	25	20	25	25	25	25	20	20	25	25	20	20	25	25	18	20	25	25	25	20	25	25	20	20	20	67	20	25	20	25	25	25	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	426	17	9	12	9	17	7	9	15	10	21	7	9	16	11	9	7	13	13	15	12	14	10	11	6	10	48	10	10	9	23	9	11	17									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	441	30	23	21	7	16	14	2	12	1	4	27	26	43	3	4	16	14	10	20	10	2	7	4	15	10	31	8	6	24	8	5	10	8									
14	Число погашенных неиспользованных открепительных удостоверений	374	8	11	13	16	8	18	11	5	15	4	13	11	9	14	9	13	12	12	10	8	11	15	9	14	10	19	10	15	11	2	16	14	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	1	1	1	4	2	3	1	1	4	1	3	3	0	5	0	2	1	2	1	0	1	0	2	0	1	8	4	0	2	1	1	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	881	31	20	32	36	34	24	24	27	22	18	27	20	31	41	20	35	33	27	26	22	26	16	17	25	25	37	25	25	16	41	36	27	15									
		3.50%	3.83%	3.22%	3.86%	4.88%	3.92%	2.90%	3.63%	3.78%	3.07%	2.54%	5.21%	3.15%	3.43%	3.93%	2.97%	5.26%	3.78%	3.56%	2.87%	3.81%	2.77%	1.66%	2.50%	3.95%	4.08%	3.41%	3.53%	3.53%	3.02%	4.70%	4.58%	3.05%	2.03%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	419	13	8	13	20	22	22	9	18	10	4	5	7	14	16	9	10	8	10	8	12	18	15	9	13	14	23	12	9	7	10	18	14	19									
		1.66%	1.61%	1.29%	1.57%	2.71%	2.54%	2.65%	1.36%	2.52%	1.39%	0.56%	0.97%	1.10%	1.55%	1.54%	1.34%	1.50%	0.92%	1.32%	0.88%	2.08%	1.92%	1.55%	1.33%	2.05%	2.29%	2.12%	1.69%	1.27%	1.32%	1.15%	2.29%	1.58%	2.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	665	42	9	27	19	34	18	20	17	10	21	16	14	22	18	15	32	23	12	15	26	4	26	14	18	17	21	20	25	10	22	28	33	17									
		2.64%	5.19%	1.45%	3.25%	2.58%	3.92%	2.17%	3.03%	2.38%	1.39%	2.96%	3.09%	2.20%	2.43%	1.73%	2.23%	4.81%	2.63%	1.58%	1.66%	4.50%	0.43%	2.69%	2.06%	2.84%	2.78%	1.94%	2.82%	3.53%	1.89%	2.52%	3.56%	3.73%	2.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8515	250	254	267	226	437	321	200	227	206	235	179	187	294	280	234	189	250	271	340	244	319	255	282	153	199	420	266	178	155	257	244	400	296									
		33.80%	30.90%	40.90%	32.17%	30.66%	50.40%	38.72%	30.26%	31.79%	28.73%	33.10%	34.56%	29.45%	32.49%	26.87%	34.72%	28.42%	28.64%	35.70%	37.53%	42.21%	34.04%	26.42%	41.53%	24.17%	32.52%	38.75%	37.52%	25.11%	29.25%	29.47%	31.04%	45.25%	40.05%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	455	23	8	22	13	19	5	12	18	15	11	8	6	19	19	10	25	22	18	18	13	5	19	7	13	14	12	12	16	13	13	13	3	11									
		1.81%	2.84%	1.29%	2.65%	1.76%	2.19%	0.60%	1.82%	2.52%	2.09%	1.55%	1.54%	0.94%	2.10%	1.82%	1.48%	3.76%	2.52%	2.37%	1.99%	2.25%	0.53%	1.97%	1.03%	2.05%	2.29%	1.11%	1.69%	2.26%	2.45%	1.49%	1.65%	0.34%	1.49%									
24	"6. Политическая партия ""Гражданская Платформа"""	108	6	0	3	2	2	3	3	2	2	5	4	7	5	5	1	0	5	3	5	0	5	9	1	1	1	2	4	3	2	6	7	3	1									
		0.43%	0.74%	0.00%	0.36%	0.27%	0.23%	0.36%	0.45%	0.28%	0.28%	0.70%	0.77%	1.10%	0.55%	0.48%	0.15%	0.00%	0.57%	0.40%	0.55%	0.00%	0.53%	0.93%	0.15%	0.16%	0.16%	0.18%	0.56%	0.42%	0.38%	0.69%	0.89%	0.34%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2362	85	51	99	87	57	102	74	100	66	65	34	82	97	95	56	55	79	58	64	20	70	80	42	51	49	148	61	89	34	84	66	62	100									
		9.38%	10.51%	8.21%	11.93%	11.80%	6.57%	12.30%	11.20%	14.01%	9.21%	9.15%	6.56%	12.91%	10.72%	9.12%	8.31%	8.27%	9.05%	7.64%	7.06%	3.46%	7.47%	8.29%	6.19%	8.06%	8.01%	13.65%	8.60%	12.55%	6.42%	9.63%	8.40%	7.01%	13.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	842	32	25	23	19	13	21	24	20	27	31	21	37	25	51	12	17	39	18	28	22	28	42	17	28	20	39	17	37	26	37	25	8	13									
		3.34%	3.96%	4.03%	2.77%	2.58%	1.50%	2.53%	3.63%	2.80%	3.77%	4.37%	4.05%	5.83%	2.76%	4.89%	1.78%	2.56%	4.47%	2.37%	3.09%	3.81%	2.99%	4.35%	2.50%	4.42%	3.27%	3.60%	2.40%	5.22%	4.91%	4.24%	3.18%	0.90%	1.76%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1490	43	54	59	48	33	33	46	32	50	64	47	72	65	60	19	36	42	33	41	29	60	58	24	28	31	89	46	54	41	55	29	40	29									
		5.92%	5.32%	8.70%	7.11%	6.51%	3.81%	3.98%	6.96%	4.48%	6.97%	9.01%	9.07%	11.34%	7.18%	5.76%	2.82%	5.41%	4.81%	4.35%	4.53%	5.02%	6.40%	6.01%	3.53%	4.42%	5.07%	8.21%	6.49%	7.62%	7.74%	6.31%	3.69%	4.52%	3.92%									
