Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Егорьевская 																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
1	"Число избирателей, внесенных в списки"	11735	340	196	706	539	1124	507	2034	2754	774	316	1482	963					
2	"Число бюллетеней, полученных участковыми комиссиями"	11440	340	190	700	540	1070	470	1980	2700	740	310	1460	940					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6313	251	164	423	333	490	281	944	1447	489	181	749	561					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	768	18	11	81	54	89	13	93	118	40	70	125	56					
6	Число погашенных бюллетеней	4359	71	15	196	153	491	176	943	1135	211	59	586	323					
7	Число бюллетеней в переносных ящиках для голосования	768	18	11	81	54	89	13	93	118	40	70	125	56					
8	Число бюллетеней в стационарных ящиках для голосования	6312	251	164	423	333	490	281	944	1447	489	181	749	560					
9	Число недействительных бюллетеней	65	1	1	4	0	2	6	12	12	17	0	1	9					
10	Число действительных бюллетеней	7015	268	174	500	387	577	288	1025	1553	512	251	873	607					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	90	4	3	6	5	8	4	14	18	6	4	11	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	25	0	0	3	4	0	1	7	6	0	0	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	1	2	2	1	1	4	2	8	1	2	1	0					
14	Число погашенных открепительных удостоверений	65	4	3	3	1	8	3	7	12	6	4	11	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	82	4	1	4	5	9	8	10	13	8	3	7	10					
		1.15%	1.48%	0.57%	0.79%	1.29%	1.55%	2.72%	0.96%	0.83%	1.51%	1.19%	0.80%	1.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	108	4	5	4	4	4	5	23	23	9	2	10	15					
		1.52%	1.48%	2.85%	0.79%	1.03%	0.69%	1.70%	2.21%	1.46%	1.70%	0.79%	1.14%	2.43%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	151	8	6	6	8	11	3	24	35	11	5	13	21					
		2.13%	2.97%	3.42%	1.19%	2.06%	1.89%	1.02%	2.31%	2.23%	2.07%	1.99%	1.48%	3.40%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	97	7	2	4	2	5	0	26	22	16	1	10	2					
		1.37%	2.60%	1.14%	0.79%	0.51%	0.86%	0.0%	2.50%	1.40%	3.02%	0.39%	1.14%	0.32%					
22	"5. ""За Русь Святую"""	19	0	0	1	1	2	0	4	6	3	0	2	0					
		0.26%	0.0%	0.0%	0.19%	0.25%	0.34%	0.0%	0.38%	0.38%	0.56%	0.0%	0.22%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	9	0	0	1	0	3	0	0	1	1	0	3	0					
		0.12%	0.0%	0.0%	0.19%	0.0%	0.51%	0.0%	0.0%	0.06%	0.18%	0.0%	0.34%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	0	1	0	1	1	0	1	5	1	1	6	0					
		0.24%	0.0%	0.57%	0.0%	0.25%	0.17%	0.0%	0.09%	0.31%	0.18%	0.39%	0.68%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	2	2	0	0	0	2	0	1	0	2	0					
		0.12%	0.0%	1.14%	0.39%	0.0%	0.0%	0.0%	0.19%	0.0%	0.18%	0.0%	0.22%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	4	0	0	0	0	0	0	0	1	0	1	2	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.39%	0.22%	0.0%					
27	"10. ""Аграрная партия России"""	740	45	22	80	69	37	7	77	109	62	31	80	121					
		10.45%	16.72%	12.57%	15.87%	17.82%	6.39%	2.38%	7.42%	6.96%	11.72%	12.35%	9.15%	19.64%					
28	"11. ""Истинные патриоты России"""	7	0	0	0	2	0	0	1	3	0	0	0	1					
		0.09%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.09%	0.19%	0.0%	0.0%	0.0%	0.16%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	47	1	2	3	0	7	2	10	3	5	3	7	4					
		0.66%	0.37%	1.14%	0.59%	0.0%	1.20%	0.68%	0.96%	0.19%	0.94%	1.19%	0.80%	0.64%					
30	"13. ""Демократическая партия России"""	12	0	1	1	0	3	0	2	3	0	0	0	2					
		0.16%	0.0%	0.57%	0.19%	0.0%	0.51%	0.0%	0.19%	0.19%	0.0%	0.0%	0.0%	0.32%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	1	1	1	0	0	1	2	0	0	0	3	3					
		0.16%	0.37%	0.57%	0.19%	0.0%	0.0%	0.34%	0.19%	0.0%	0.0%	0.0%	0.34%	0.48%					
32	"15. ""Партия СЛОН"""	6	0	0	0	0	1	0	0	0	4	0	0	1					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.16%					
33	"16. ""Родина"" (народно-патриотический союз)"""	428	12	8	31	19	42	22	55	118	37	11	47	26					
		6.04%	4.46%	4.57%	6.15%	4.90%	7.25%	7.48%	5.30%	7.53%	6.99%	4.38%	5.37%	4.22%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	0	0	1	0	1	1	0	0	2	0	4	2					
		0.15%	0.0%	0.0%	0.19%	0.0%	0.17%	0.34%	0.0%	0.0%	0.37%	0.0%	0.45%	0.32%					
35	"18. ""ЛДПР"""	1020	22	7	59	72	109	40	130	253	50	52	116	110					
		14.40%	8.17%	4.0%	11.70%	18.60%	18.82%	13.60%	12.53%	16.16%	9.45%	20.71%	13.27%	17.85%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	116	3	1	2	10	5	7	16	25	11	4	19	13					
