Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Судиславская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №215	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600					
1	"Число избирателей, внесенных в списки"	11834	241	334	129	398	179	302	334	179	257	368	566	573	219	74	374	608	336	172	425	1211	282	210	209	1320	1142	1392					
2	"Число бюллетеней, полученных участковыми комиссиями"	11831	246	333	138	404	177	288	330	191	262	352	558	575	210	75	390	607	324	181	430	1202	291	202	207	1313	1118	1427					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5839	145	170	71	199	85	169	152	111	131	237	279	94	99	46	216	277	225	84	255	624	113	126	108	582	558	683					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1062	1	21	16	46	34	15	63	32	40	30	41	347	44	6	23	52	0	23	10	15	38	23	28	51	25	38					
6	Число погашенных бюллетеней	4930	100	142	51	159	58	104	115	48	91	85	238	134	67	23	151	278	99	74	165	563	140	53	71	680	535	706					
7	Число бюллетеней в переносных ящиках для голосования	1062	1	21	16	46	34	15	63	32	40	30	41	347	44	6	23	52	0	23	10	15	38	23	28	51	25	38					
8	Число бюллетеней в стационарных ящиках для голосования	5837	145	170	71	199	85	168	152	111	131	237	279	94	99	46	216	277	225	84	255	624	113	126	108	581	558	683					
9	Число недействительных бюллетеней	87	0	3	3	2	2	2	3	0	4	1	9	6	0	1	3	5	3	0	0	7	2	4	2	12	11	2					
10	Число действительных бюллетеней	6812	146	188	84	243	117	181	212	143	167	266	311	435	143	51	236	324	222	107	265	632	149	145	134	620	572	719					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	153	5	3	2	5	1	3	3	2	5	3	5	3	5	1	3	8	2	2	3	18	5	3	3	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	0	0	2	0	1	2	0	1	4	0	4	0	0	1	0	0	0	1	3	1	2	2	1	3	3	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	39	0	1	0	1	2	5	0	2	1	3	4	4	1	1	0	1	1	0	1	2	1	0	1	1	5	1					
14	Число погашенных открепительных удостоверений	115	5	3	0	5	0	1	3	1	1	3	1	3	5	0	3	8	2	1	0	17	3	1	2	17	17	13					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
