Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Ульяновская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695					
1	"Число избирателей, внесенных в список"	31543	2285	1497	2315	2251	1727	1179	237	183	728	278	792	1824	346	2305	96	767	1498	392	599	617	501	1511	505	539	1792	142	923	129	1899	277	170	499	740					
2	Число полученных избирательных бюллетеней	30630	2200	1400	2200	2200	1700	1100	230	181	720	263	760	1800	330	2300	91	760	1400	380	580	620	500	1500	490	540	1700	142	920	129	1800	270	184	490	750					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19002	1345	930	1191	1178	968	677	193	147	444	195	573	982	171	1299	67	470	1004	260	421	351	340	962	387	390	905	112	720	110	1085	212	161	279	473					
5	"Число избирательных бюллетеней, выданных вне помещения"	1523	62	36	121	121	53	56	17	9	56	8	36	53	22	94	16	68	41	17	25	40	22	107	16	29	118	4	21	3	85	12	9	90	56					
6	Число погашенных избирательных бюллетеней	10105	793	434	888	901	679	367	20	25	220	60	151	765	137	907	8	222	355	103	134	229	138	431	87	121	677	26	179	16	630	46	14	121	221					
7	Число избирательных бюллетеней в переносных ящиках	1523	62	36	121	121	53	56	17	9	56	8	36	53	22	94	16	68	41	17	25	40	22	107	16	29	118	4	21	3	85	12	9	90	56					
8	Число бюллетеней в стационарных ящиках для голосования	18964	1344	930	1187	1161	968	677	192	147	444	195	573	982	171	1298	67	470	1004	260	421	351	340	961	387	390	899	112	720	110	1078	212	161	279	473					
9	Число недействительных избирательных бюллетеней	259	5	3	15	18	13	12	2	2	7	3	20	17	8	10	1	3	8	3	10	5	6	17	4	10	15	3	9	0	12	4	4	2	8					
10	Число действительных избирательных бюллетеней	20228	1401	963	1293	1264	1008	721	207	154	493	200	589	1018	185	1382	82	535	1037	274	436	386	356	1051	399	409	1002	113	732	113	1151	220	166	367	521					
