Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Камышлинская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231					
1	"Число избирателей, внесенных в список"	8277	276	227	186	563	218	1156	1057	1243	1267	326	982	316	262	198					
2	Число полученных избирательных бюллетеней	8800	300	240	210	600	240	1220	1120	1320	1310	340	1050	330	300	220					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6250	231	176	138	387	165	814	746	988	976	241	794	276	190	128					
5	"Число избирательных бюллетеней, выданных вне помещения"	734	26	39	10	107	22	89	102	91	45	28	75	19	27	54					
6	Число погашенных избирательных бюллетеней	1816	43	25	62	106	53	317	272	241	289	71	181	35	83	38					
7	Число избирательных бюллетеней в переносных ящиках	734	26	39	10	107	22	89	102	91	45	28	75	19	27	54					
8	Число бюллетеней в стационарных ящиках для голосования	6249	231	176	138	387	165	814	746	988	976	241	793	276	190	128					
9	Число недействительных избирательных бюллетеней	93	3	4	1	6	1	8	13	14	16	6	10	4	3	4					
10	Число действительных избирательных бюллетеней	6890	254	211	147	488	186	895	835	1065	1005	263	858	291	214	178					
11	Число полученных открепительных  удостоверений	197	10	10	10	10	10	20	17	30	20	10	20	10	10	10					
12	Число выданных открепительных удостоверений	62	3	2	0	2	0	6	16	29	2	0	1	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	1	2	1	5	0	2	3	4	4	0	3	2	0	1					
14	Число неиспользованных открепительных удостоверений	135	7	8	10	8	10	14	1	1	18	10	19	9	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	104	5	6	0	5	3	12	15	10	20	7	14	3	2	2					
		1.49%	1.95%	2.79%	0.00%	1.01%	1.60%	1.33%	1.77%	0.93%	1.96%	2.60%	1.61%	1.02%	0.92%	1.10%					
19	. Малышкин Олег Александрович	70	3	4	5	6	1	5	7	5	7	2	4	1	19	1					
		1.00%	1.17%	1.86%	3.38%	1.21%	0.53%	0.55%	0.83%	0.46%	0.69%	0.74%	0.46%	0.34%	8.76%	0.55%					
20	. Миронов Сергей Михайлович	33	1	2	0	3	0	4	6	4	5	1	4	0	2	1					
		0.47%	0.39%	0.93%	0.00%	0.61%	0.00%	0.44%	0.71%	0.37%	0.49%	0.37%	0.46%	0.00%	0.92%	0.55%					
21	. Путин Владимир Владимирович	4629	188	166	106	315	76	640	590	842	440	189	603	218	116	140					
		66.29%	73.15%	77.21%	71.62%	63.77%	40.64%	70.87%	69.58%	78.04%	43.10%	70.26%	69.47%	73.90%	53.46%	76.92%					
22	. Хакамада Ирина Муцуовна	112	0	1	1	7	3	19	24	17	16	3	7	7	6	1					
		1.60%	0.00%	0.47%	0.68%	1.42%	1.60%	2.10%	2.83%	1.58%	1.57%	1.12%	0.81%	2.37%	2.76%	0.55%					
23	. Харитонов Николай Михайлович	1888	54	32	33	150	102	209	182	180	510	58	223	59	64	32					
		27.04%	21.01%	14.88%	22.30%	30.36%	54.55%	23.15%	21.46%	16.68%	49.95%	21.56%	25.69%	20.00%	29.49%	17.58%					
																					
24	Против всех	54	3	0	2	2	1	6	11	7	7	3	3	3	5	1					
		0.77%	1.17%	0.00%	1.35%	0.40%	0.53%	0.66%	1.30%	0.65%	0.69%	1.12%	0.35%	1.02%	2.30%	0.55%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
