Выборы Президента Российской Федерации																																																							
																																																							
Наименование Избирательной комиссии:    Димитровградская городская																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157					
1	"Число избирателей, внесенных в список"	102708	101	2307	1993	2304	1974	1993	2258	2205	2244	2505	2276	2305	2053	2124	2290	2268	2579	1569	1383	2160	1580	2206	2740	2689	2739	2589	2638	1999	2269	2731	2306	2580	2128	2538	2078	2857	1838	2275	1989	2555	2675	2000	1878	2216	2094	2200	1209	221					
2	Число полученных избирательных бюллетеней	96023	102	2100	2000	2200	1800	2000	2100	2000	2100	2300	2100	2200	2000	2000	2100	2100	2400	1500	1300	2000	1600	2000	2500	2500	2500	2500	2500	1900	2100	2500	2200	2500	2000	2300	2000	2500	1800	2100	1800	2400	2500	2000	1700	2000	1800	2000	1200	221					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	52582	42	1397	988	1384	1175	1204	1317	1264	1335	1112	1266	1280	942	1033	1223	1303	1463	839	593	1087	696	1041	1263	1117	1441	1450	1189	981	1099	1400	1339	1411	1205	1271	1123	1384	898	1037	1053	1287	1047	864	878	1006	1036	1170	605	44					
5	"Число избирательных бюллетеней, выданных вне помещения"	2355	54	36	54	26	32	35	29	33	42	45	10	32	33	14	33	19	17	21	55	34	56	54	80	41	35	37	29	36	29	26	31	26	31	33	23	135	60	48	19	28	65	69	82	335	60	37	19	177					
6	Число погашенных избирательных бюллетеней	41086	6	667	958	790	593	761	754	703	723	1143	824	888	1025	953	844	778	920	640	652	879	848	905	1157	1342	1024	1013	1282	883	972	1074	830	1063	764	996	854	981	842	1015	728	1085	1388	1067	740	659	704	793	576	0					
7	Число избирательных бюллетеней в переносных ящиках	2355	54	36	54	26	32	35	29	33	42	45	10	32	33	14	33	19	17	21	55	34	56	54	80	41	35	37	29	36	29	26	31	26	31	33	23	135	60	48	19	28	65	69	82	335	60	37	19	177					
8	Число бюллетеней в стационарных ящиках для голосования	52524	42	1397	988	1383	1174	1203	1317	1264	1335	1112	1266	1280	940	1033	1221	1300	1463	839	593	1085	696	1041	1261	1117	1406	1450	1189	980	1097	1400	1338	1411	1205	1271	1123	1381	898	1037	1053	1286	1047	864	878	1006	1035	1170	605	44					
9	Число недействительных избирательных бюллетеней	421	1	8	5	7	6	8	11	7	11	3	6	6	8	18	3	3	14	4	10	11	13	9	10	8	10	12	5	1	10	7	11	6	8	8	8	20	10	15	6	16	12	13	18	10	7	13	5	0					
10	Число действительных избирательных бюллетеней	54458	95	1425	1037	1402	1200	1230	1335	1290	1366	1154	1270	1306	965	1029	1251	1316	1466	856	638	1108	739	1086	1331	1150	1431	1475	1213	1015	1116	1419	1358	1431	1228	1296	1138	1496	948	1070	1066	1298	1100	920	942	1331	1088	1194	619	221					
11	Число полученных открепительных  удостоверений	1916	0	42	42	42	40	42	42	42	42	42	42	42	42	42	42	42	42	40	40	42	40	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	40	42	42	42	42	42	40	42	40	42	40	0					
12	Число выданных открепительных удостоверений	735	0	19	18	19	12	23	33	15	14	21	20	22	15	27	14	15	24	9	10	11	16	13	20	13	28	18	14	13	14	25	18	18	6	11	14	15	16	7	15	8	9	10	3	15	38	12	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	572	36	22	10	6	5	10	10	8	4	14	11	9	10	5	8	8	11	15	6	3	7	17	5	9	4	8	11	6	3	9	5	1	9	9	14	57	7	9	15	10	11	17	17	5	10	6	3	77					
14	Число неиспользованных открепительных удостоверений	1181	0	23	24	23	28	19	9	27	28	21	22	20	27	15	28	27	18	31	30	31	24	29	22	29	14	24	28	29	28	17	24	24	36	31	28	27	24	35	27	34	33	32	37	27	2	30	35	0					
15	"Число открепительных удостоверений, выданных в ТИК"	54	0	0	0	1	0	0	0	2	1	1	0	1	0	2	0	0	1	0	1	1	2	1	2	0	1	0	1	1	2	0	2	2	3	2	2	2	3	1	2	2	7	0	2	1	1	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	. Глазьев Сергей Юрьевич	2489	6	106	58	73	64	67	69	74	86	67	78	66	38	60	58	69	74	42	33	52	24	35	57	35	66	59	39	36	54	58	74	59	49	54	42	49	38	42	42	50	44	24	28	51	51	48	36	5					
		4.54%	6.25%	7.40%	5.57%	5.18%	5.31%	5.41%	5.13%	5.71%	6.25%	5.79%	6.11%	5.03%	3.91%	5.73%	4.63%	5.23%	5.00%	4.88%	5.09%	4.65%	3.19%	3.20%	4.25%	3.02%	4.58%	3.97%	3.20%	3.54%	4.80%	4.07%	5.41%	4.11%	3.96%	4.14%	3.66%	3.23%	3.97%	3.87%	3.92%	3.81%	3.96%	2.57%	2.92%	3.80%	4.66%	3.98%	5.77%	2.26%					
19	. Малышкин Олег Александрович	1098	2	27	18	20	17	25	18	12	32	18	34	18	15	12	26	20	26	11	4	32	18	32	30	29	24	32	35	21	21	29	23	25	29	30	28	32	23	23	34	33	25	21	18	24	22	25	21	4					
		2.00%	2.08%	1.88%	1.73%	1.42%	1.41%	2.02%	1.34%	0.93%	2.32%	1.56%	2.66%	1.37%	1.54%	1.15%	2.07%	1.52%	1.76%	1.28%	0.62%	2.86%	2.39%	2.92%	2.24%	2.50%	1.67%	2.15%	2.87%	2.07%	1.87%	2.03%	1.68%	1.74%	2.35%	2.30%	2.44%	2.11%	2.40%	2.12%	3.17%	2.51%	2.25%	2.25%	1.88%	1.79%	2.01%	2.07%	3.37%	1.81%					
20	. Миронов Сергей Михайлович	635	0	22	7	16	15	23	17	32	20	5	10	11	9	14	17	17	21	9	3	16	6	12	11	7	18	25	16	16	10	16	7	19	10	11	17	10	6	15	18	22	10	10	6	14	20	16	2	1					
